title,author,datelisted,rating,ratingnum,category,preptime,cooktime,customtime,totaltime,servings,numberofsteps,actualsteps,totalingredients,ingredient1,ingredient2,ingredient3,ingredient4,ingredient5,ingredient6,ingredient7,ingredient8,ingredient9,ingredient10,ingredient11,ingredient12,source,link,ingredient13,ingredient14,ingredient15,ingredient16,ingredient17,ingredient18,ingredient19,ingredient20,ingredient21,ingredient22,ingredient23,ingredient24,ingredient25,ingredient26,ingredient27,ingredient28,ingredient29
White Chocolate-Raspberry Valentine's Day Macaron Recipe,Jennine Rye,Cookie Recipes,4.9,32,NA,"Prep Time
1
hour","Cook Time
15
minutes",NA,"Total time: 1 hour, 15 minutes","servings
36
Macarons",12,"Start by making the white chocolate ganache. Break up 6 ounces of white chocolate and place it into a bowl. In a microwave-proof bowl or jug, heat up the whipping cream until it is hot but not boiling, then pour it over the white chocolate and stir until the white chocolate has fully melted. Add a drop or two of pink food coloring, if desired, to make the white chocolate ganache a light pink hue.
Add the almond flour and confectioner's sugar to a food processor and blast it 2 or 3 times to thoroughly blend the two ingredients. Then, sift the mixture into a bowl, discard any large lumps, and set to one side.
Using a stand mixer or a handheld electric whisk, add the egg whites to a bowl and beat them. Add the cream of tartar to the bowl when the eggs begin to get foamy.
Once the egg whites are stiff, gradually add the granulated sugar, 1 teaspoon at a time, while continuing to beat them. Once all of the sugar has been added to the bowl, add a few drops of pink food coloring along with the raspberry flavoring if you choose to use it, then continue to beat the egg whites on a medium-high setting for a further 5 minutes until they form stiff, glossy peaks.
Fold the sifted almond mixture into the egg mixture in three installments. Then, gently spread the mixture around the sides of the bowl to remove some of the air, before scraping down the bowl to bring it back together. Repeat this process 3 to 5 times, assessing the consistency after each turn, until the batter drops off the spatula in ribbons like lava.
Transfer the macaron batter into a piping bag with a ⅓-inch round nozzle, and then, using a macaron mat to help guide you, hold the piping bag at a 90-degree angle and pipe the batter according to the shape on the mat. You can either buy macaron mats, print out your own online, or create your own template. The key thing to remember when piping macaron hearts is to aim to pipe the letter ""V"" with the batter.
Once you have filled the tray with macaron batter, tap the tray a few times to release any large air bubbles from the macarons. This should also help to smooth out any tips left over from piping the batter.
Let the piped macarons sit for 30 minutes to an hour, to form a skin on top. The macarons are ready to be cooked when you can touch the top and it feels tacky, but does not leave batter residue on your finger.
To bake, preheat the oven to 300 F, then place one tray at a time into the oven and allow the macarons to cook for 15 minutes. Keep an eye on the macarons; they will be ready to come out of the oven when the tops are shiny and the bases (also known as the macaron feet) look crusty and are no longer wet.
Let the macarons rest out of the oven for at least 15 minutes before removing them to cool completely on a wire rack.
Once the macarons are cool, use a piping bag and small, round piping nozzle, to pipe some of the cooled white chocolate ganache in a ring around the edge of each macaron, and then dollop a small amount of raspberry jam in the middle, before placing a second macaron shell on top to complete the sandwich.
Finally, melt the remaining 2 ounces of white chocolate and decorate the macarons with a drizzle of white chocolate and a sprinkling of dried raspberry, if desired.",10,"8 ounces white chocolate, divided",7 tablespoons whipping cream,"4 ounces almond flour, sifted",7 ounces confectioner's sugar,"4 ounces egg whites, room temperature",⅛ teaspoon cream of tartar,¼ cup finely granulated sugar,5 tablespoons seedless raspberry jam,4 drops pink food gel coloring,"2 tablespoons dried raspberries, for decorating",NA,NA,Tasting Table,https://www.tastingtable.com/1190464/white-chocolate-raspberry-valentines-day-macaron-recipe/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chocolate Salted Caramel Thumbprint Cookies Recipe,Jessica Morone,Cookie Recipes,5,31,NA,"Prep Time
1.33
hours","Cook Time
10
minutes",NA,"Total time: 1 hour, 30 minutes","servings
18
Cookies",9,"In a large bowl, cream together 4 tablespoons of butter and ⅔ cup of sugar, until light and fluffy. Beat in the egg and vanilla extract, until combined.
In a medium bowl, whisk together the flour, cocoa powder, and ¼ teaspoon of salt.
Gradually, beat the dry ingredients into the butter mixture. Cover the bowl with plastic wrap, and refrigerate the dough for 1 hour.
Preheat the oven to 350 F. Shape the dough into 1-inch balls. Place them at least 2 inches apart on greased or parchment paper-lined baking sheets.
Press an indentation in the center of each cookie with your thumb, or the end of a wooden spoon handle. Bake 10 to 12 minutes in the preheated oven, remove the cookies from the baking sheets, and place them onto wire racks to cool.
Add the remaining 1 cup of granulated sugar to a large nonstick frying pan. Heat over medium-high heat, stirring constantly. The sugar will eventually melt, and turn into a dark liquid, about 5 to 7 minutes.
Once the sugar has liquified, reduce the heat to medium-low. Add the remaining 6 tablespoons butter, and mix until incorporated.
Stir in the heavy cream. Boil for 1 minute, stirring constantly, then remove it from the heat, and stir in remaining ½ teaspoon salt. Pour the caramel into a medium bowl, and let cool slightly for about 5 to 10 minutes.
Spoon the caramel into the center of each baked cookie. Then, sprinkle with the flaky sea salt, if desired. Let the caramel set, then serve.",9,"10 tablespoons unsalted butter, divided","1 ⅔ cup sugar, divided",1 egg,2 teaspoons vanilla extract,¾ cup all-purpose flour,⅓ cup cocoa powder,"¾ teaspoon salt, divided",½ cup heavy cream,"½ teaspoon flaky sea salt, for sprinkling",NA,NA,NA,Tasting Table,https://www.tastingtable.com/1179239/chocolate-salted-caramel-thumbprint-cookies-recipe/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deep Fried Oreos Recipe,Jennine Rye,Dessert Recipes,4.9,32,NA,"Prep Time
15
minutes","Cook Time
4
minutes",NA,Total time: 19 minutes,"servings
8
Servings",6,"In a small bowl, mix together the flour, baking powder, granulated sugar, and salt.
In a separate bowl, whisk together the egg with the milk. Then, create a well in the dry ingredients, pour the egg and milk mixture into the well and whisk everything together until it is thoroughly combined.
Heat up a deep fryer to 350 F.
Using a fork, spear an Oreo through the middle and then dip it into the bowl containing the pancake batter. Make sure it is fully coated before dropping it into the hot oil.
Cook each Oreo for 2-3 minutes, until it has puffed up and is golden in color.
Remove the Oreos from the oil, place them onto an absorbent towel for a minute or 2, and then serve them with a dusting of powdered sugar.",9,½ cup flour,¾ teaspoon baking powder,½ tablespoon granulated sugar,¼ teaspoon salt,"1 large egg, room temperature",⅔ cup whole milk,8 Oreos,"oil, for frying",1 tablespoon powdered sugar,NA,NA,NA,Tasting Table,https://www.tastingtable.com/1165732/deep-fried-oreos-recipe/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lemony Sugar Cookie Icing Recipe,Jennine Rye,Cookie Recipes,5,54,NA,"Prep Time
5
minutes","Cook Time
0
minutes",NA,Total time: 5 minutes,"servings
12
cookies",4,"Sieve the confectioner's sugar into a medium-sized bowl to remove any lumps.
Slice the lemon in half, and squeeze the juice out into a small bowl or cup.
Incorporate the lemon juice, 1 tablespoon at a time, to the confectioner's sugar, until a smooth, thick paste has formed. You may need to add 1 or 2 tablespoons water to reach the correct consistency.
Add any food coloring if desired, and then ice your cookies using a palette knife, or an icing bottle.",4,2 cups confectioner's sugar,"1 lemon, juiced",2 tablespoons water,food coloring,NA,NA,NA,NA,NA,NA,NA,NA,Tasting Table,https://www.tastingtable.com/1152482/lemony-sugar-cookie-icing-recipe/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dutch Apple Pie (With a Sugar Cookie Crust) Recipe,Eric Ngo,Pie Recipes,5,63,NA,"Prep Time
30
minutes","Cook Time
1.17
hours",NA,"Total time: 1 hour, 40 minutes","servings
8
Slices",12,"Cream the butter with 1 ⅓ cup brown sugar for 1 minute or until smooth.
Add eggs to butter/sugar mixture and beat for 1 minute, scraping the sides and bottom of the bowl.
Add the flour and salt and beat for 1 more minute to combine.
Press dough onto a baking sheet to flatten.
Refrigerate pie crust for 30 minutes.
Preheat the oven to 350 F.
Mix apples with cornstarch, 4-spice powder, and remaining brown sugar.
Grease and line a 9-inch pie mold or springform pan.
Press ¾ of the dough over the bottom and up the sides of the pan.
Fill the crust with the apples and cover them with the remaining dough.
Bake the pie for 1 hour 10 minutes.
Allow the pie to cool for at least 3 hours before slicing.",8,"1 ½ cups unsalted butter, softened","1 ⅔ cups brown sugar, divided",2 eggs,5 cups flour,¼ teaspoon salt,"6 apples, peeled, cored, and cut into bite-sized pieces","1 tablespoon 4-spice powder (cinnamon, cloves, nutmeg, ginger)",1 tablespoon cornstarch,NA,NA,NA,NA,Tasting Table,https://www.tastingtable.com/981100/dutch-apple-pie-recipe/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Molasses Gingersnap Cookie Recipe,Jessica Morone,Cookie Recipes,5,61,NA,"Prep Time
15
minutes","Cook Time
8
minutes",NA,Total time: 23 minutes,"servings
36
cookies",7,"Preheat the oven to 375 F. Line cookie sheets with parchment paper and set aside.
In a medium bowl, add the flour, salt, baking soda, ginger, cinnamon, cardamom, and cloves, and whisk together until combined. Set aside.
In a separate large bowl use an electric mixer to cream the butter, brown sugar, and ½ cup of granulated sugar together until pale and fluffy, about 3 minutes. Add the egg, molasses, and maple extract, scraping the bowl as needed.
Reduce the mixer speed to low and add the flour mixture until just combined.
Use a cookie scoop to scoop balls of dough into a small bowl with the remaining ½ cup of sugar, toss to coat, and place on the cookie sheets about 2 inches apart from each other. Gently press down on the dough balls to flatten them slightly.
Bake for 8-10 minutes, until the bottoms and edges of the cookies are golden brown.
Remove the cookies from the oven and let them cool on the sheet for 5 minutes, then transfer them to a wire rack to cool further before serving.",13,3 cups all-purpose flour,¼ teaspoon salt,1 teaspoon baking soda,1 tablespoon ground ginger,½ teaspoon ground cinnamon,¼ teaspoon ground cardamom,¼ teaspoon ground cloves,"1 cup unsalted butter, softened",½ cup brown sugar,"1 cup granulated sugar, divided",1 large egg,⅓ cup molasses,Tasting Table,https://www.tastingtable.com/686540/chewy-molasses-gingersnap-cookie-recipe/,1 teaspoon maple extract,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Easy Royal Icing Recipe,Stephanie Rapone,Cookie Recipes,5,41,NA,"Prep Time
10
minutes","Cook Time
0
minutes",NA,Total time: 10 minutes,"servings
24
cookies",4,"Sift the confectioner's sugar and meringue powder into a medium-sized bowl. Add ¼ cup water, and mix using an electric mixer with a whisk attachment, until smooth.
For simple decorations, the icing should flow off the beater, and settle into a smooth state in the icing bowl within 5 seconds.
Make the thicker icing by adding 1 additional tablespoon of powdered sugar at a time. Make the icing thinner by adding 1 additional teaspoon of water, until reaching the desired consistency.
Color, if desired, and decorate.",4,"4 cups confectioner's sugar, plus more for thickening",3 tablespoons meringue powder,"¼ cup water, plus more for thinning",gel food coloring,NA,NA,NA,NA,NA,NA,NA,NA,Tasting Table,https://www.tastingtable.com/1074985/easy-royal-icing-recipe/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Edible Cookie Dough Recipe,Jaime Bachtell-Shelbert,Dessert Recipes,5,48,NA,"Prep Time
10
minutes","Cook Time
0
minutes",NA,Total time: 10 minutes,"servings
13
Servings",6,"Add the almond flour, brown sugar, and salt to a medium mixing bowl. Stir to combine.
Add the butter and vanilla to the bowl. Mix well.
Add the chocolate chips and stir until evenly distributed.
Add the almond milk 1 tablespoon at a time, mixing after each addition, until the dough comes together.
Using a cookie scoop, scoop out the dough and place it on a cookie sheet or plate lined with parchment.
Place the dough in the refrigerator until firm.",7,1 ¾ cups almond flour,"½ cup brown sugar, packed",¼ teaspoon salt,"¼ cup unsalted butter, melted",1 teaspoon vanilla,½ cup mini chocolate chips,3 tablespoons almond milk,NA,NA,NA,NA,NA,Tasting Table,https://www.tastingtable.com/686658/edible-cookie-dough-recipe-no-egg-dough-safe-to-eat-raw/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Classic Vanilla Buttercream Frosting Recipe,Jaime Bachtell-Shelbert,Dessert Recipes,5,76,NA,"Prep Time
10
minutes","Cook Time
0
minutes",NA,Total time: 10 minutes,"servings
12
Servings",5,"Beat the butter at high speed for about 90 seconds or until light and glossy.
Add half of the sugar and beat in for about 30 seconds.
Add the remaining sugar and beat for another 30 seconds.
Add the milk, vanilla, and salt to the frosting and beat for another 60 seconds until thick and creamy.
The batch of frosting will cover 12 cupcakes, 24 miniature cupcakes, or an 11x13-inch cake.",5,1 cup unsalted butter,3 cups powdered sugar,1 tablespoon milk or cream,1 teaspoon vanilla,pinch of salt,NA,NA,NA,NA,NA,NA,NA,Tasting Table,https://www.tastingtable.com/911810/classic-vanilla-buttercream-frosting-recipe/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown Butter Chocolate Chip Cookies Recipe,Jennine Rye,Cookie Recipes,5,57,NA,"Prep Time
20
minutes","Cook Time
17
minutes",NA,Total time: 37 minutes,"servings
20
Cookies",13,"Melt the butter over a low heat, then continue heating it for 4 to 5 more minutes until it turns brown and foamy and starts to smell of nuts.
Set browned butter aside to cool for at least 15 minutes.
Once the brown butter is cool, add it to a mixing bowl with both types of sugar.
Mix in the egg and vanilla.
In a separate bowl, combine the flour, cornstarch, baking powder, and salt.
Fold the dry ingredients into the egg mixture until just combined.
Fold in the chocolate chips.
Refrigerate the cookie dough for at least 2 hours.
Preheat the oven to 350 F.
Scoop out tablespoon-sized portions of cookie dough and roll them into balls.
Arrange the dough balls on the pan with at least 2 inches of space between them.
Bake the cookies for 12 minutes, or until the edges start to turn golden.
Cool the cookies on the pan for 5 minutes before moving them to a wire rack to cool completely.",10,¾ cup unsalted butter,¾ cup packed brown sugar,½ cup white sugar,1 large egg at room temperature,1 tablespoon vanilla extract,1 ⅔ cup all-purpose flour,1 tablespoon cornstarch,1 teaspoon baking powder,½ teaspoon salt,1 ½ cups semisweet chocolate chips or chunks,NA,NA,Tasting Table,https://www.tastingtable.com/921933/brown-butter-chocolate-chip-cookies-recipe/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
