title,author,rating,cuisine,ratingnum,preptime,cooktime,totaltime,servings,numberofsteps,totalingredients,ingredient1,ingredient2,ingredient3,ingredient4,source,link,ingredient5,ingredient6,ingredient7,ingredient8,ingredient9,ingredient10,ingredient11,ingredient12,ingredient13,ingredient14,ingredient15,ingredient16,ingredient17,ingredient18,ingredient19,ingredient20,ingredient21,ingredient22,ingredient23
Strawberry Shortcake Cookies,Carrie Barnard,4.91,American, 10 ,20 minutes,18 minutes,43 minutes,NA,8,10,▢ 8 ounces Strawberries hulled and cut into small pieces,▢ 1 Tablespoon Granulated Sugar,▢ 1 Tablespoon Fresh Lemon Juice,▢ 2 cups All Purpose Flour,Desserts on a Dime,https://dessertsonadime.com/strawberry-shortcake-cookies/,▢ 1/2 cup Granulated Sugar,▢ 2 teaspoons Baking Powder,▢ 1/2 teaspoon Salt,▢ 1/2 cup Butter cut into small pieces,▢ 1 teaspoon Vanilla Extract,▢ 2/3 cup Heavy Cream,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Whoopie Pie Recipe,Carrie Barnard,4.80,American, 30 ,15 minutes,10 minutes,25 minutes,NA,18,17,▢ Cookie Ingredients:,▢ 1 ¾ cups all-purpose flour,▢ ¾ cup unsweetened baking cocoa,▢ 2 teaspoon baking soda,Desserts on a Dime,https://dessertsonadime.com/homemade-whoopie-pies-recipe/,▢ ½ teaspoon baking powder,▢ ½ teaspoon salt,▢ 1 cup granulated sugar,▢ ½ cup tablespoons oil vegetable or canola,▢ 2 large eggs room temperature,▢ 4 tablespoons milk,▢ 1 teaspoon vanilla extract,▢ Filling Ingredients:,▢ 1 cup unsalted butter softened,▢ 1 cup powdered sugar,▢ 1 10 oz container marshmallow fluff,▢ 2 teaspoons vanilla extract,▢ ¼ teaspoon salt,NA,NA,NA,NA,NA,NA
Nutella Stuffed Cookies Recipe,Carrie Barnard,4.80,American, 10 ,45 minutes,10 minutes,55 minutes,NA,10,12,▢ 1 cup Unsalted Butter,▢ 1 cup Nutella,▢ 1 cup Brown Sugar,▢ 1/2 cup Granulated Sugar,Desserts on a Dime,https://dessertsonadime.com/nutella-stuffed-cookies-recipe/,▢ 2 Large Eggs room temperature,▢ 2 teaspoons Vanilla Extract,▢ 1 teaspoon Baking Powder,▢ 1 Teaspoon Baking Soda,▢ 2 teaspoon Cornstarch,▢ 1/2 teaspoon Salt,▢ 2 1/2 cups All Purpose Flour,▢ 1 cup Semi-Sweet Chocolate Chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chocolate Chip Cake Mix Cookies,Carrie Barnard,4.75,American, 12 ,5 minutes,10 minutes,20 minutes,NA,6,4,▢ 1 Yellow Cake mix,▢ 1/2 cup oil,▢ 2 eggs,▢ 1/2 cup chocolate chips,Desserts on a Dime,https://dessertsonadime.com/chocolate-chip-cake-mix-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cherry Chocolate Chip Cookies,Carrie Barnard,5,American, 7 ,15 minutes,10 minutes,30 minutes,NA,8,11,▢ 1 cup Butter softened at room temperature,▢ 1/2 cup Granulated Sugar,▢ 3/4 cup Brown Sugar,▢ 1 Large Egg room temperature,Desserts on a Dime,https://dessertsonadime.com/cherry-chocolate-chip-cookies-recipe/,▢ 2 tsp Vanilla Extract,▢ 2 2/3 cups All Purpose Flour,▢ 1 tsp Baking Soda,▢ 1/2 tsp Salt,▢ 1 cup drained chopped Maraschino Cherries,▢ 1 cup Semi-Sweet Chocolate Chips,▢ Pink Food Coloring,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peanut Butter No Bake Cookies Recipe,Carrie Barnard,4.69,American, 22 ,15 minutes,10 minutes,NA,NA,8,6,▢ 1/2 cup salted butter,▢ 1 3/4 cups granulated sugar,▢ 1/2 cup milk,▢ 1 tsp vanilla extract,Desserts on a Dime,https://dessertsonadime.com/peanut-butter-no-bake-cookies-recipe/,▢ 3/4 cup creamy peanut butter,▢ 3 cups quick oats don’t use old fashioned oats,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oatmeal Raisin Cookie Recipe,Carrie Barnard,4.68,American, 28 ,15 minutes,10 minutes,25 minutes,NA,11,11,▢ 2 sticks unsalted butter softened,▢ 1 cup light brown sugar packed,▢ 2 large eggs room temperature,▢ 2 cups all-purpose flour,Desserts on a Dime,https://dessertsonadime.com/oatmeal-raisin-cookies-recipe/,▢ 1 teaspoon baking soda,▢ ½ teaspoon salt,▢ 1 teaspoon ground cinnamon,▢ ¼ teaspoon ground cloves,▢ 1 teaspoon vanilla extract,▢ 2 ½ cups old-fashioned rolled oats,▢ 1 cup raisins,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Easy No Bake Cookies Recipe,Carrie Barnard,4.82,American, 11 ,15 minutes,NA,35 minutes,NA,7,7,▢ 1/2 cup salted butter,▢ 1 3/4 cups granulated sugar,▢ 1/3 cup unsweetened cocoa powder,▢ 1/2 cup milk,Desserts on a Dime,https://dessertsonadime.com/easy-no-bake-cookies-recipe/,▢ 1 tsp vanilla extract,▢ 1/2 cup creamy peanut butter,▢ 3 cups quick oats (don't use old fashioned oats),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Copycat Thin Mint Cookies,Carrie Barnard,4.86,American, 7 ,35 minutes,10 minutes,55 minutes,NA,8,9,▢ 1 cup salted butter cold,▢ ¾ cup granulated sugar,▢ 1 large egg,▢ 2 tsp peppermint extract divided,Desserts on a Dime,https://dessertsonadime.com/copycat-thin-mint-cookies/,▢ 1 ¾ cups all-purpose flour,▢ ½ cup cocoa powder,▢ 1 tsp baking powder,▢ 2 ¼ cups semi-sweet chocolate chips,▢ 1 tsp vegetable oil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Easter Chocolate Chip Cookies,Carrie Barnard,4.80,American, 10 ,10 minutes,10 minutes,25 minutes,NA,10,11,▢ 1 cup Butter softened,▢ 1/2 cup Granulated Sugar,▢ 1 cup Brown Sugar,▢ 2 Large Eggs,Desserts on a Dime,https://dessertsonadime.com/easter-chocolate-chip-cookies/,▢ 2 tsp Vanilla Extract,▢ 3 cups All Purpose Flour,▢ 2 tsp Cornstarch,▢ 1 tsp Baking Soda,▢ 1/2 tsp Salt,▢ 1 cup Semi-Sweet Chocolate Chips,▢ 1 cup Pastel M&Ms Easter M&Ms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Strawberry Lemonade Cookies,Carrie Barnard,5,American, 3 ,35 minutes,13 minutes,NA,NA,9,10,▢ For the Cookies:,▢ 1 Strawberry Cake Mix 15.25 oz,▢ 1 Lemon Cake Mix 15.25 oz,▢ 4 Eggs divided,Desserts on a Dime,https://dessertsonadime.com/strawberry-lemonade-cookies-recipe/,▢ 2/3 cup Vegetable Oil divided,▢ 2 teaspoons Lemon Juice divided,▢ 1 cup Powdered Sugar,▢ For the Drizzle,▢ 1 cup Powdered Sugar,▢ 1 Tablespoon Milk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Birds Nest Cookies,Carrie Barnard,5,American, 3 ,15 minutes,NA,45 minutes,NA,4,5,▢ 1 bag Milk Chocolate Chips 12 oz bag,▢ 1 bag Butterscotch Chips 12 oz bag,▢ 1/4 cup Creamy Peanut Butter,▢ 12 ounces Chow Mein Noodles,Desserts on a Dime,https://dessertsonadime.com/birds-nest-cookies-recipe/,▢ 1 bag Cadbury Mini Eggs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leprechaun Cookies,Carrie Barnard,4.80,American, 5 ,30 minutes,NA,30 minutes,NA,8,7,▢ 1 pkg Nutter Butter Cookies,▢ 1 pkg Small Candy Eyes,▢ 1 pkg Orange Candy Melts 12 ounce package,▢ 1 pkg Green Candy Melts 12 ounce package,Desserts on a Dime,https://dessertsonadime.com/leprechaun-cookies-recipe/,▢ 1 tube Black Decorating Icing,▢ Shamrock Shaped Sprinkles,▢ Orange Round Sprinkles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Triple Chocolate Cookies Recipe,Carrie Barnard,5,American, 2 ,15 minutes,10 minutes,30 minutes,NA,7,13,▢ 1 cup Unsalted Butter softened at room temperature,▢ 1 1/2 cups Granulated Sugar,▢ 1/2 cup Brown Sugar,▢ 2 Large Eggs,Desserts on a Dime,https://dessertsonadime.com/triple-chocolate-cookies-recipe/,▢ 2 teaspoons Vanilla Extract,▢ 2 cups All Purpose Flour,▢ 3/4 cup Unsweetened Cocoa Powder,▢ 1 1/2 teaspoons Baking Soda,▢ 1 1/2 teaspoons Baking Powder,▢ 1 teaspoon Salt,▢ 1/2 cup Milk Chocolate Chips,▢ 1/2 cup White Chocolate Chips,▢ 1/2 cup Semi-Sweet Chocolate Chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Easter Egg Fruit Pizza,Carrie Barnard,4.75,American, 8 ,15 minutes,15 minutes,30 minutes,NA,3,6,▢ 1 pkg Sugar Cookie Dough 16.5 oz package,▢ 8 ounces Cream Cheese softened,▢ 6 Tablespoons Butter softened,▢ 2 cups Powdered Sugar,Desserts on a Dime,https://dessertsonadime.com/easter-egg-fruit-pizza-recipe/,▢ 1 teaspoon Vanilla Extract,"▢ Colorful Fruit strawberries, blueberries, kiwis, mandarin oranges, raspberries, etc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lucky Charms Cookies,Carrie Barnard,4.91,American, 10 ,40 minutes,10 minutes,55 minutes,NA,7,9,▢ 1/2 cup Unsalted Butter softened at room temperature,▢ 1 cup Granulated Sugar,▢ 1 Large Egg room temperature,▢ 1 teaspoon Vanilla Extract,Desserts on a Dime,https://dessertsonadime.com/lucky-charms-cookies/,▢ 1 1/2 cup All Purpose Flour,▢ 1 teaspoon Baking Soda,▢ 1/2 teaspoon Salt,▢ 1 cup White Chocolate Chips,▢ 1 cup Lucky Charm Cereal Marshmallows more for the tops of the cookies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cowboy Cookies Recipe,Carrie Barnard,4.74,American, 23 ,10 minutes,12 minutes,27 minutes,NA,7,14,▢ 2 cups All Purpose Flour,▢ 1 teaspoon Baking Soda,▢ 1 teaspoon Baking Powder,▢ 1/2 teaspoon Ground Cinnamon,Desserts on a Dime,https://dessertsonadime.com/cowboy-cookies-recipe/,▢ 1/2 teaspoon Salt,▢ 1 cup Unsalted Butter softened,▢ 3/4 cup Granulated Sugar,▢ 3/4 cup Brown Sugar,▢ 2 Large Eggs room temperature,▢ 2 teaspoons Vanilla Extract,▢ 1 1/2 cups Old-Fashioned Oats,▢ 12 ounces Semi-Sweet Chocolate Chips,▢ 3/4 cup Chopped Pecans,▢ 3/4 cup Sweetened Coconut Flakes,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carrot Cake Mix Cookies,Carrie Barnard,4.67,American, 15 ,10 minutes,10 minutes,25 minutes,NA,8,9,▢ 1 box Carrot Cake Mix,▢ 2 eggs,▢ 1/2 cup Butter softened at room temperature,▢ Crushed Walnuts for garnish,Desserts on a Dime,https://dessertsonadime.com/carrot-cake-mix-cookies-recipe/,▢ Ingredients for Cream Cheese Icing:,"▢ 1 8 oz Package of Cream Cheese, softened at room temperature",▢ 1/4 cup Butter softened at room temperature,▢ 3-4 cups Powdered Sugar shifted,▢ 1 tsp Vanilla Extract,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Strawberry Chocolate Chip Cookies,Carrie Barnard,4.84,American, 6 ,15 minutes,10 minutes,25 minutes,NA,6,5,▢ 1/3 cup butter melted,▢ 1 whole egg,▢ 1 cup semi-sweet chocolate chips,▢ 15 ounce box strawberry cake mix,Desserts on a Dime,https://dessertsonadime.com/strawberry-chocolate-chip-cookies-recipe/,▢ 1/2 cups red sprinkles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jello Cookies Recipe,Carrie Barnard,4.80,American, 15 ,15 minutes,10 minutes,30 minutes,NA,12,9,▢ 1 1/2 cups unsalted butter softened,▢ 1 cup sugar,▢ 2 eggs,▢ 1 teaspoon vanilla,Desserts on a Dime,https://dessertsonadime.com/jello-cookies-recipe/,▢ 3 1/4 cups all-purpose flour,▢ 1 teaspoon baking powder,▢ 1/2 teaspoon baking soda,"▢ 4 Jell-o Mix 3 oz each, different flavors",▢ Food Coloring optional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chocolate Chip Pizookie Recipe,Carrie Barnard,5,American, 4 ,10 minutes,30 minutes,10 minutes,NA,8,8,▢ 1 cup butter,▢ 2 ½ cups flour,▢ ¾ cup white sugar,▢ ¾ cup brown sugar,Desserts on a Dime,https://dessertsonadime.com/chocolate-chip-pizookie-recipe/,▢ 1 teaspoon of baking soda,▢ 1.5 cups milk chocolate chips,▢ 1 tablespoon of vanilla,▢ 2 eggs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Football Chocolate Covered Pretzel Cookies,Carrie Barnard,4.67,American, 3 ,NA,5 minutes,5 minutes,NA,10,5,▢ 48 Pretzels snaps or mini,▢ 24 Mini Reese’s Peanut Butter Cups,▢ 8 oz Semi-Sweet Chocolate Chips,▢ 1 Tablespoon Coconut Oil,Desserts on a Dime,https://dessertsonadime.com/football-chocolate-covered-pretzel-cookies/,▢ White Decorating Icing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St Patrick’s Day Cookies,Carrie Barnard,4.36,American, 196 ,15 minutes,10 minutes,25 minutes,NA,6,5,▢ 1 white cake mix,▢ Green Food Coloring,▢ 2 eggs,▢ 1/3 cup oil,Desserts on a Dime,https://dessertsonadime.com/st-patricks-day-cake-mix-cookies/,▢ 1 cup white chocolate chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Football Sugar Cookies,Carrie Barnard,5,American, 1 ,30 minutes,10 minutes,40 minutes,NA,20,10,▢ 5 cups All Purpose Flour,▢ 2 tsp baking powder,▢ 1 tsp salt,▢ 1 1/2 cup unsalted butter softened at room temperature,Desserts on a Dime,https://dessertsonadime.com/football-sugar-cookies-recipe/,▢ 2 cups granulated sugar,▢ 4 Large Eggs,▢ 2 egg whites,▢ 1 cup powdered sugar,▢ 1/2 tsp cream of tartar,▢ Brown Gel Food Coloring,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chocolate Football Cookies,Carrie Barnard,5,American, 3 ,30 minutes,13 minutes,NA,NA,12,9,▢ 3 cups All Purpose Flour,▢ 1 tsp baking powder,▢ 1/2 tsp salt,▢ 1 cup unsalted butter softened at room temperature,Desserts on a Dime,https://dessertsonadime.com/football-cookies-recipe/,▢ 1 1/2 cups granulated sugar,▢ 2 Large Eggs,▢ 1 teaspoon Vanilla Extract,▢ 2/3 cup Unsweetened Cocoa Powder,▢ White Decorating Icing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carrot Cake Cookies Recipe,Carrie Barnard,4.60,American, 10 ,15 minutes,10 minutes,25 minutes,NA,9,15,▢ 1 cup Salted Butter softened at room temperature,▢ 3/4 cup Brown Sugar,▢ 3/4 cup Granulated Sugar,▢ 2 Large Eggs,Desserts on a Dime,https://dessertsonadime.com/carrot-cake-cookies-recipe/,▢ 2 teaspoons Vanilla Extract,▢ 2 1/2 cup All Purpose Flour,▢ 2 teaspoons Ground Cinnamon,▢ 1 teaspoon Baking Soda,▢ 1/4 teaspoon Salt,▢ 1.5 cups Finely Grated Carrots approximately 4 carrots,▢ 1 pkg Cream Cheese 8 oz,▢ 1/4 cup Butter softened at room temperature,▢ 4 cups Confectioners Sugar shifted,▢ 1 teaspoon Vanilla Extract,▢ Chopped Walnuts optional,NA,NA,NA,NA,NA,NA,NA,NA
Lofthouse Cookies Recipe,Carrie Barnard,4.70,American, 10 ,15 minutes,10 minutes,25 minutes,NA,18,17,▢ 6 cups all-purpose flour,▢ 2 teaspoons baking powder,▢ 1 teaspoon baking soda,▢ ½ teaspoon salt,Desserts on a Dime,https://dessertsonadime.com/homemade-lofthouse-cookies-recipe/,"▢ 1 cup 2 sticks unsalted butter, softened",▢ 2 cups granulated sugar,▢ 1 cup sour cream,▢ 2 teaspoons vanilla extract,▢ 2 large eggs room temperature,▢ Frosting:,"▢ ½ cup 1 stick unsalted butter, softened",▢ 2 cups powdered sugar,▢ ½ – 1 tablespoon heavy whipping cream or milk,▢ ½ teaspoon clear vanilla extract,▢ Coloring of your choice,▢ Decorating:,▢ Sprinkles,NA,NA,NA,NA,NA,NA
Strawberry Lemonade Sugar Cookie Bars,Carrie Barnard,4.77,American, 13 ,15 minutes,10 minutes,25 minutes,NA,7,13,▢ 3/4 cup Unsalted Butter softened,▢ 1 cup Granulated Sugar,▢ 1 large Egg,▢ 1 tsp Vanilla Extract,Desserts on a Dime,https://dessertsonadime.com/strawberry-lemonade-sugar-cookie-bars-recipe/,▢ 2 Tablespoons Fresh Lemon Juice,▢ 2 Tablespoons Milk,▢ 2 1/4 cup All Purpose Flour,▢ 1 Tablespoon Fresh Lemon Zest,▢ 1 tsp Baking Powder,▢ 1/2 tsp Salt,▢ 3/4 cup Unsalted Butter softened,▢ 2 1/4 cup Powdered Sugar,▢ 1/2 cup Finely Chopped Strawberries,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Buckeye Brownie Crumbl Cookie Recipe,Carrie Barnard,5,American, 3 ,20 minutes,15 minutes,38 minutes,NA,12,14,▢ 1 1/2 cup All Purpose Flour,▢ 1/2 cup Unsweetened Cocoa Powder,▢ 8 oz Semi-Sweet Chocolate coarsely chopped,▢ 3/4 cup Butter softened at room temperature,Desserts on a Dime,https://dessertsonadime.com/buckeye-brownie-crumbl-cookie-recipe/,▢ 1 Large Eggs room temperature,▢ 1/4 cup Granulated Sugar,▢ 3/4 cup Brown Sugar,▢ 2 tsp Vanilla Extract,▢ 1 tsp Baking Powder,▢ 1/2 tsp Salt,▢ 3/4 cup Powdered Sugar,▢ 3/4 cup Creamy Peanut Butter,▢ 1/2 cup Semi-Sweet Chocolate Chips,▢ 1 tsp Coconut Oil or Vegetable Oil,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chocolate Chip Cheesecake Bars,Carrie Barnard,4.84,American, 6 ,15 minutes,35 minutes,50 minutes,NA,9,5,▢ 18 oz. Refrigerated Chocolate Chip Cookie Dough,▢ 8 oz Cream Cheese softened at room temperature,▢ 1/2 cup Granulated Sugar,▢ 1 Egg,Desserts on a Dime,https://dessertsonadime.com/chocolate-chip-cheesecake-bars/,▢ 1/2 tsp Vanilla Extract,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eclair Cookies,Carrie Barnard,4.93,American, 13 ,30 minutes,NA,30 minutes,NA,5,5,▢ 1 box Vanilla Wafers I used Nilla wafers,▢ 1 box Instant Vanilla Pudding 3.4 oz,▢ 1 cup Cold Milk,▢ 4 oz Cool Whip whipped topping,Desserts on a Dime,https://dessertsonadime.com/eclair-cookies-recipe/,▢ 1/2 cup Semi-sweet Chocolate Chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cinnamon roll cookies,Carrie Barnard,5,American, 5 ,30 minutes,14 minutes,49 minutes,NA,15,16,▢ Ingredients for the Dough:,▢ 3 Cups Flour,▢ 2 tsp Baking Powder,▢ 1 tsp Salt,Desserts on a Dime,https://dessertsonadime.com/cinnamon-roll-cookies-recipe/,▢ 1 cup Butter Softened,▢ 1 cups Granulated Sugar,▢ 2 tsp Vanilla Extract,▢ 2 eggs,▢ Cinnamon Filling:,▢ 2 Tablespoon Butter melted,▢ 1/4 cup sugar,▢ 1 Tablespoon Ground Cinnamon,▢ Icing:,▢ 1 1/4 cup Powder Sugar,▢ 2 Tablespoons Milk,▢ 1/2 tsp Vanilla Extract,NA,NA,NA,NA,NA,NA,NA
Eggnog Cookies Recipe,Carrie Barnard,4.74,American, 23 ,10 minutes,10 minutes,25 minutes,NA,8,13,▢ 1 cup butter softened,▢ 1 ½ cups white sugar,▢ 2 eggs,▢ 2 ¾ cups all-purpose flour,Desserts on a Dime,https://dessertsonadime.com/eggnog-cookies-recipe/,▢ 1 teaspoon baking powder,▢ 1 teaspoon ground nutmeg,▢ ½ teaspoon cinnamon,▢ 1/2 cup Eggnog,▢ 1 tsp Vanilla Extract,▢ Icing:,▢ 1 1/4 cups Powdered Sugar,▢ 3 Tablespoons Eggnog,▢ 1 tsp Ground Nutmeg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cookies and Cream Cookies,Carrie Barnard,5,American, 13 ,5 minutes,12 minutes,22 minutes,NA,7,11,▢ 1 cup butter softened at room temperature,▢ 4 oz Cream Cheese softened at room temperature,▢ 1/2 cup Sugar,▢ 1/2 cup Brown Sugar,Desserts on a Dime,https://dessertsonadime.com/cookies-and-cream-cookies/,▢ 2 1/4 cup Flour,▢ 1 egg,▢ 1/2 tsp Salt,▢ 1 tsp Vanilla Extract,▢ 1 tsp Cornstarch,▢ 1 tsp Baking Soda,▢ 15 Oreos crushed coarsely,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cornflake Cookies,Carrie Barnard,4.82,American, 11 ,15 minutes,NA,35 minutes,NA,5,5,▢ 6 cups Corn Flakes Cereal,▢ 1 cup Granulated Sugar,▢ 1 cup Light Corn Syrup,▢ 1 cup Creamy Peanut Butter,Desserts on a Dime,https://dessertsonadime.com/cornflake-cookies-recipe/,▢ 1 tsp Vanilla Extract,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Potato Chip Cookies,Carrie Barnard,4.50,American, 10 ,45 minutes,10 minutes,NA,NA,9,10,▢ 1 cup Unsalted Butter softened at room temperature,▢ 1 cup Brown Sugar,▢ 1 cup Granulated Sugar,▢ 2 large Eggs room temperature,Desserts on a Dime,https://dessertsonadime.com/potato-chip-cookies-recipe/,▢ 1 tsp Vanilla Extract,▢ 2 1/4 cups All Purpose Flour,▢ 1 tsp Baking Soda,▢ 1/2 tsp Salt,▢ 2 cups Coarsely Crushed Potato Chips We used Lays,▢ 2 cups Semi-Sweet Chocolate Chunks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Santa cookies,Carrie Barnard,5,American, 8 ,10 minutes,10 minutes,25 minutes,NA,12,11,▢ 2 ¼ cups all-purpose flour,▢ 1 teaspoon salt,▢ 1 teaspoon baking soda,▢ 2 sticks unsalted butter softened at room temperature,Desserts on a Dime,https://dessertsonadime.com/santa-cookies-recipe/,▢ ¾ cup brown sugar packed,▢ ¼ cup granulated sugar,▢ 1 teaspoon vanilla extract,▢ 2 large eggs,▢ 1 large egg yolk,▢ 1 cup chocolate chips,▢ 1 cup Christmas M&Ms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andes Mint Cookies,Carrie Barnard,4.75,American, 4 ,10 minutes,10 minutes,25 minutes,NA,12,10,▢ 1 cup Butter softened (butter needs to be slightly soft at room temperature not melted),▢ 1/2 cup Sugar,▢ 1/2 Cup Brown Sugar,▢ 2 eggs,Desserts on a Dime,https://dessertsonadime.com/andes-mint-cookies-recipe/,▢ 1 tsp Vanilla Extract,▢ 2 1/4 cup Flour,▢ 1/2 Cup Cocoa Powder,▢ 1 tsp Baking Soda,▢ 1/2 tsp Salt,▢ 24-36 Andes Mint Chocolates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raspberry Cheesecake Cookies,Carrie Barnard,4.83,American, 17 ,15 minutes,10 minutes,35 minutes,NA,6,7,▢ 1 box Vanilla Cake Mix 15 oz,▢ 1 pkg Cream Cheese softened at room temperature (8 oz),▢ 1/3 cup Butter melted,▢ 1 large Egg,Desserts on a Dime,https://dessertsonadime.com/raspberry-cheesecake-cookies/,▢ 1/2 tsp Vanilla Extract,▢ 1 pkg Freeze Dried Raspberries 1.25 oz bag,▢ 1 cup White Chocolate Chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melted Snowman Cookies Recipe,Carrie Barnard,5,American, 7 ,15 minutes,10 minutes,45 minutes,NA,6,9,▢ 1 pkg Sugar Cookie Mix,▢ *Ingredients to make the cooke based on the package instructions,▢ 12 Large Marshmallows cut in half,▢ Long Orange Sprinkles,Desserts on a Dime,https://dessertsonadime.com/melted-snowman-cookies-recipe/,▢ 1 cup M&Ms,▢ Black Decorating Gel,▢ 2 Egg Whites,▢ 1 Cup Powdered Sugar,▢ 1/2 teaspoon Cream of Tartar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Starbucks Snowman Cookie,Carrie Barnard,4.55,American, 133 ,20 minutes,10 minutes,30 minutes,NA,17,13,▢ 2 cups All Purpose Flour,▢ 1 cup unsalted butter softened,▢ 6 oz White Chocolate,▢ 2 tsp baking powder,Desserts on a Dime,https://dessertsonadime.com/starbucks-snowman-cookies-recipe/,▢ 1 Tbsp Vanilla Extract,▢ 1/2 tsp salt,▢ 1/2 cup powdered sugar,▢ 1 Large Egg,▢ 2 egg whites,▢ 1 cup powder sugar,▢ 1/2 tsp cream of tartar,▢ Orange brown and blue gel food coloring,▢ White Sugar Sprinkles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Magic Cookie Bars,Carrie Barnard,5,American, 11 ,15 minutes,25 minutes,40 minutes,NA,9,7,▢ 1 1/2 cup Graham Cracker Crumbs,▢ 1/2 cup Melted Butter,▢ 1 cup Semi-Sweet Chocolate Chips,▢ 1 cup Butterscotch Chips,Desserts on a Dime,https://dessertsonadime.com/magic-cookie-bars-recipe/,▢ 1 cup Sweetened Shredded Coconut,▢ 1 cup Chopped Walnuts,▢ 1 14oz can sweetened Condensed Milk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Custard Cookies Recipe,Carrie Barnard,4.85,American, 38 ,10 minutes,10 minutes,30 minutes,NA,7,8,▢ 1.5 cups All Purpose Flour,▢ 1/4 cup Custard Powder,▢ 1/2 tsp Baking Powder,▢ 1/4 tsp Salt,Desserts on a Dime,https://dessertsonadime.com/custard-cookies-recipe/,▢ 1/2 cup Butter softened at room temperature,▢ 1/2 cup Powdered Sugar,▢ 1 tsp Vanilla Extract,▢ 2-3 Tbsp Milk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Snowman Chocolate Covered Oreos,Carrie Barnard,5,American, 2 ,20 minutes,NA,20 minutes,NA,7,4,▢ 1 package Oreos 14 oz,▢ 2 pkg White Candy Melts 6 oz each,▢ 1 cup Mini Chocolate Chips,▢ Orange Tic Tacs,Desserts on a Dime,https://dessertsonadime.com/snowman-chocolate-covered-oreos/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
