title,author,recipesubmitter,tester,rating,ratingnum,description,category,times1,timesyield,numberofsteps,actualsteps,totalingredients,ingredient1,ingredient2,ingredient3,ingredient4,ingredient5,ingredient6,ingredient7,ingredient8,ingredient9,ingredient10,ingredient11,ingredient12,ingredient13,source,link,ingredient14,ingredient15,ingredient16,ingredient17,ingredient18,ingredient19,ingredient20,ingredient21,ingredient22,ingredient23,ingredient24,ingredient25
Austrian Nut Cookies,By Taste Of Home Editorial Team,"Recipe by Marianne Weber, South Beach, Oregon",Tested by Taste of Home Test Kitchen,5,2,"These are my family's favorite Christmas cookies. If you arrange the slivered almonds in pinwheel fashion, the cookie looks like a poinsettia. —Marianne Weber, South Beach, Oregon",Cookies,Total Time:Prep: 30 min. + chilling Bake: 10 min./batch + cooling,"Yield:10 sandwich cookies
Prep:30 min
Cook:10 min",3,"In a bowl, combine flour, chopped almonds and sugar. Mix in butter until dough is just combined. On a floured surface, roll the dough to 1/8-in. thickness. Cut with a 2-in. round cutter and place 1 in. apart on greased baking sheets. Cover and refrigerate for 1 hour.
   Uncover and bake at 375° for 7-10 minutes or until the edges are lightly browned. Remove to wire racks to cool completely. Spread jam on half of the cookies; top with another cookie.  
   For frosting, combine chocolate, confectioners' sugar and butter. Spread on tops of cookies. Decorate with slivered almonds if desired.",10,1 cup all-purpose flour,2/3 cup finely chopped almonds,1/3 cup sugar,"1/2 cup butter, softened",1/4 cup seedless raspberry jam,frosting:,"1 ounce unsweetened chocolate, melted and cooled",1/3 cup confectioners' sugar,"2 tablespoons butter, softened","Slivered almonds, optional",NA,NA,NA,Taste of Home,https://www.tasteofhome.com/recipes/austrian-nut-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peanut Butter Cookies,By Ashia Aubourg,"Recipe by Janet Hall, Clinton, Wisconsin",Tested by Taste of Home Test Kitchen,4.1,67,"We cream shortening instead of butter for this dough, resulting in an ultra-rich-tasting version of traditional peanut butter cookies. Also nice? They take less than 30 minutes to prepare.",Cookies,Total Time:Prep: 15 min. Bake: 10 min./batch,"Yield:3 dozen
Prep:15 min
Cook:10 min",2,"Preheat oven to 375°. In a large bowl, cream shortening, peanut butter and sugars until light and fluffy, 5-7 minutes. Add eggs, 1 at a time, beating well after each addition. Combine flour, <a href=""https://www.tasteofhome.com/article/50-clever-ways-to-clean-with-baking-soda/"">baking soda</a> and salt; add to creamed mixture and mix well. 
   Roll into 1-1/2-in. balls. Place 3 in. apart on ungreased baking sheets. Flatten with a meat mallet or fork if desired. Bake 10-15 minutes. Remove to wire racks to cool.",8,1 cup shortening,1 cup peanut butter,1 cup sugar,1 cup packed brown sugar,"3 large eggs, room temperature",3 cups all-purpose flour,2 teaspoons baking soda,1/4 teaspoon salt,NA,NA,NA,NA,NA,Taste of Home,https://www.tasteofhome.com/recipes/old-fashioned-peanut-butter-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oregon’s Hazelnut Chocolate Chip Cookie,By Taste Of Home Editorial Team,"Recipe by Selmer Looney, Eugene, Oregon",Tested by Taste of Home Test Kitchen,5,1,"Oregon has an abundance of nuts, and these nutty cookies are popular with the ladies at my craft club. Growing up during the Depression, my mother taught us to use what was available and said, ""It doesn't have to be expensive to be good."" She was right! —Selmer Looney, Eugene, Oregon",Cookies,Total Time:Prep: 15 min. Bake: 10 min./batch,"Yield:3 dozen
Prep:15 min
Cook:10 min",2,"Preheat oven to 350°. In a large bowl, cream butter and sugars on medium speed until blended, 3-5 minutes. Add eggs, 1 at a time, beating well after each addition. Add vanilla. Combine flour, baking soda and salt; gradually add to batter. Fold in chocolate chips and nuts. 
   Drop by heaping tablespoonfuls 3 in. apart onto lightly greased baking sheets. Flatten lightly with a fork. Bake until lightly browned, 10-12 minutes. Remove to a wire rack to cool.",10,"1 cup butter, softened",1 cup packed brown sugar,1/2 cup sugar,"2 large eggs, room temperature",1 teaspoon vanilla extract,2-1/3 cups all-purpose flour,1 teaspoon baking soda,1/2 teaspoon salt,1 cup semisweet chocolate chips,3/4 cup chopped hazelnuts,NA,NA,NA,Taste of Home,https://www.tasteofhome.com/recipes/oregon-s-hazelnut-chocolate-chip-cookie/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Toffee Almond Sandies,By Taste Of Home Editorial Team,Recipe by Alice Kahnk,Tested by Taste of Home Test Kitchen,4.9,16,"These crispy classics are loaded with crunchy chopped toffee and almonds, so there's no doubt as to why they're my husband's favorite cookie. I used to bake them in large batches when our four sons still lived at home. Now I whip them up for the grandchildren! —Alice Kahnk, Kennard, Nebraska",Dishes & Beverages,Total Time:Prep: 35 min. Bake: 15 min./batch,"Yield:about 12 dozen
Prep:35 min
Cook:15 min",2,"In a large bowl, cream butter and sugars until light and fluffy, 5-7 minutes. Beat in the oil, eggs and extract. Combine the flours, baking soda, cream of tartar and salt; gradually add to creamed mixture and mix well. Stir in almonds and toffee bits.  
   Shape into 1-in. balls; roll in sugar. Place on ungreased baking sheets and flatten with a fork. Bake at 350° for 12-14 minutes or until lightly browned.",14,"1 cup butter, softened",1 cup sugar,1 cup confectioners' sugar,1 cup canola oil,"2 large eggs, room temperature",1 teaspoon almond extract,3-1/2 cups all-purpose flour,1 cup whole wheat flour,1 teaspoon baking soda,1 teaspoon cream of tartar,1 teaspoon salt,2 cups chopped almonds,1 package (8 ounces) milk chocolate English toffee bits,Taste of Home,https://www.tasteofhome.com/recipes/toffee-almond-sandies/,Additional sugar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lemon Crisp Cookies,By Taste Of Home Editorial Team,Recipe by Julia Livingston,Tested by Taste of Home Test Kitchen,4.4,12,"Here’s a quick-to-fix delight that’s perfect to make when you’ve forgotten a treat for a bake sale or potluck. They take only 10 minutes to whip up! The sunny yellow color, big lemon flavor and delightful crunch are sure to bring smiles. —Julia Livingston, Frostproof, Florida",Dishes & Beverages,Total Time:Prep/Total Time: 30 min.,"Yield:4 dozen
Prep:10 min
Cook:10 min",2,"Preheat oven to 350°. In a large bowl, combine all the ingredients (dough will be crumbly). Shape into 1-in. balls. Place 2 in. apart on ungreased baking sheets. 
   Bake 10-12 minutes or until set. Cool 1 minute; remove from pan to a wire rack to cool completely.",5,1 package lemon cake mix (regular size),1 cup crisp rice cereal,"1/2 cup butter, melted","1 large egg, room temperature, lightly beaten",1 teaspoon grated lemon zest,NA,NA,NA,NA,NA,NA,NA,NA,Taste of Home,https://www.tasteofhome.com/recipes/lemon-crisp-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Butterfinger Cookies,By Fred Decker,"Recipe by Carol Kitchens, Ridgeland, Mississippi",Tested by Taste of Home Test Kitchen,4.7,22,"These Butterfinger cookies don't just include Butterfinger bars, they echo the candy bar's peanutty goodness. If you like the bar, you'll love the cookie.",Dishes & Beverages,Total Time:Prep: 15 min. Bake: 10 min./batch,"Yield:about 4 dozen
Prep:15 min
Cook:10 min",2,"Preheat oven to 350°. Cream butter and sugars until light and fluffy, 5-7 minutes. Beat in egg whites. Beat in peanut butter and vanilla. In another bowl, combine flour, baking soda and salt; gradually beat into creamed mixture. Stir in candy bars. 
   Shape into 1-1/2-in. balls and place 2 in. apart on greased baking sheets. Bake until golden brown, 10-12 minutes. Remove to wire racks to cool.",10,"1/2 cup butter, softened",3/4 cup sugar,2/3 cup packed brown sugar,"2 large egg whites, room temperature",1-1/4 cups chunky peanut butter,1-1/2 teaspoons vanilla extract,1 cup all-purpose flour,1/2 teaspoon baking soda,1/4 teaspoon salt,"6 Butterfinger candy bars (1.9 ounces each), chopped",NA,NA,NA,Taste of Home,https://www.tasteofhome.com/recipes/butterfinger-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Frosted Cranberry Drop Cookies,By Taste Of Home Editorial Team,"Recipe by Shirley Kidd, New London, Minnesota",Tested by Taste of Home Test Kitchen,4.4,37,"I started making these treats after tasting a batch my friend whipped up. I immediately requested the drop cookie recipe and have been baking them by the dozens ever since. The icing is an ideal complement to the tart berries in the cookies. —Shirley Kidd, New London, Minnesota",Cookies,Total Time:Prep: 25 min. Bake: 15 min./batch + cooling,"Yield:about 5 dozen
Prep:25 min
Cook:15 min",3,"In a bowl, cream butter and sugars. Add milk, egg and orange juice; mix well. Combine the flour, baking powder, salt and baking soda; add to the creamed mixture and mix well. Stir in cranberries and nuts. 
   Drop by tablespoonfuls 2 in. apart onto greased baking sheets. Bake at 350° until golden brown, 12-15 minutes. Cool on wire racks.
   For frosting, heat the butter in a saucepan over low heat until golden brown, about 5 minutes. Cool for 2 minutes; transfer to a small bowl. Add sugar and vanilla. Beat in water, 1 tablespoon at a time, until frosting reaches desired consistency. Frost the cookies.",17,"1/2 cup butter, softened",1 cup sugar,3/4 cup packed brown sugar,1/4 cup whole milk,1 large egg,2 tablespoons orange juice,3 cups all-purpose flour,1 teaspoon baking powder,1/2 teaspoon salt,1/4 teaspoon baking soda,2-1/2 cups chopped fresh or frozen cranberries,1 cup chopped walnuts,frosting:,Taste of Home,https://www.tasteofhome.com/recipes/frosted-cranberry-drop-cookies/,1/3 cup butter,2 cups confectioners' sugar,1-1/2 teaspoons vanilla extract,2 to 4 tablespoons hot water,NA,NA,NA,NA,NA,NA,NA,NA
Cinnamon Crescents,By Taste Of Home Editorial Team,Recipe by Emily Engel,Tested by Taste of Home Test Kitchen,3.5,2,"I've had the recipe for these crispy cinnamon-sugar roll-ups for years. They're one of my family's favorites and so easy to make. We enjoy them at breakfast with a cup of coffee. —Emily Engel, Quill Lake, Saskatchewan",Dishes & Beverages,Total Time:Prep: 30 min. Bake: 20 min.,"Yield:3 dozen
Prep:30 min
Cook:20 min",3,"Combine flour and baking powder in a large bowl; cut in butter until crumbly. Stir in milk and egg. Divide into three portions; shape each portion into a ball.
   Combine sugar and cinnamon; sprinkle a third over a pastry board or a surface. Roll one ball into a 12-in. circle; cut into 12 wedges. Roll up from wide edge. Repeat with the remaining dough and cinnamon sugar. Place rolls with point side down on a lightly greased baking sheets; form into crescent shapes. Bake at 350° for 16-18 minutes or until lightly browned (do not overbake).
   For optional glaze, combine confectioners' sugar, cinnamon and milk until smooth. Drizzle over cooled crescents.",11,2-1/2 cups all-purpose flour,1 teaspoon baking powder,1 cup cold butter,1/2 cup milk,"1 large egg, beaten",1 cup sugar,4 teaspoons ground cinnamon,optional glaze:,1 cup confectioners' sugar,1 to 2 teaspoons ground cinnamon,4 teaspoons 2% milk,NA,NA,Taste of Home,https://www.tasteofhome.com/recipes/cinnamon-crescents/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fudge Bonbon Cookies,By Taste Of Home Editorial Team,"Recipe by Janice Smith, Cynthiana, Kentucky",Tested by Taste of Home Test Kitchen,4.3,6,"These fudgy favorites are double delights—the cookies are flavored with both chocolate chips and chocolate kisses. Drizzled with white chocolate on top, they're fancy enough for a buffet table. —Janice Smith, Cynthiana, Kentucky",Cookies,Total Time:Prep: 25 min. Bake: 10 min./batch + cooling,"Yield:4 dozen
Prep:25 min
Cook:10 min",4,"In a large bowl, combine flour and pecans. 
   In a microwave-safe bowl, melt chocolate chips and butter; stir until smooth. Stir in milk and vanilla until blended. Add to flour mixture and mix well. 
   Preheat oven to 350°. When dough is cool enough to handle, shape a tablespoonful around each chocolate kiss. Place 1 in. apart on ungreased baking sheets. Bake until tops begin to crack, 7-9 minutes. Cool on wire racks. 
   In a microwave, melt white chocolate and oil; stir until smooth. Drizzle over cookies.",9,2 cups all-purpose flour,1/2 cup finely chopped pecans,2 cups semisweet chocolate chips,"1/4 cup butter, cubed",1 can (14 ounces) sweetened condensed milk,1 teaspoon vanilla extract,1 package (12 ounces) milk chocolate kisses,2 ounces white baking chocolate,1 teaspoon canola oil,NA,NA,NA,NA,Taste of Home,https://www.tasteofhome.com/recipes/fudge-bonbon-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jam-Filled Wreaths & Hearts,By Taste Of Home Editorial Team,"Recipe by Monica Wilson, Pomona, New York",Tested by Taste of Home Test Kitchen,5,1,"I make these beautiful wreath-shaped cookies with jewel-red centers every Christmas. The dusting of powdered sugar gives them a snowy look. My mother cut the recipe out of a newspaper some 30 years ago. —Monica Wilson, Pomona, New York",Cookies,Total Time:Prep: 25 min. + chilling Bake: 10 min./batch + cooling,"Yield:about 3 dozen wreaths or 4 dozen hearts
Prep:25 min
Cook:10 min",4,"In a bowl, cream butter and sugar. Add eggs, 1 at a time, beating well after each addition. Combine flour, baking powder, cinnamon and allspice; add to the creamed mixture. Stir in oats and nuts; mix well. Refrigerate for 3 hours or until dough is easy to handle. 
   On a floured surface, roll out dough to 1/8-in. thickness. Cut with a 2-1/2-in. round- or 2-in. heart-shaped cookie cutter. Using a 1-in. round- or heart-shaped cookie cutter, cut out the center of half of the cookies. Place solid and window cookies on lightly greased baking sheets. 
   Bake at 400° for 6-8 minutes or until lightly browned. Cool on wire racks. 
   Spread 1 tsp.  jam over bottoms of solid cookies; top with window cookies. Dust with confectioners' sugar. Fill centers with additional jam if desired.",11,"3/4 cup butter, softened",1 cup sugar,"2 large eggs, room temperature",1-1/2 cups all-purpose flour,1 teaspoon baking powder,1 teaspoon ground cinnamon,1/2 teaspoon ground allspice,1 cup quick-cooking oats,3/4 cup finely chopped nuts,1 jar (18 ounces) seedless raspberry jam,Confectioners' sugar,NA,NA,Taste of Home,https://www.tasteofhome.com/recipes/jam-filled-wreaths-hearts/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rainbow Butter Cookies,By Taste Of Home Editorial Team,"Recipe by Lanette Tate, Sandy, Utah",Tested by Taste of Home Test Kitchen,3.7,3,"Our family can't get through the holidays without these fun, colorful cookies. They come out of my oven by the dozens! —Lanette Tate, Sandy, Utah",Cookies,Total Time:Prep: 30 min. + chilling Bake: 10 min./batch + cooling,"Yield:about 3 dozen
Prep:30 min
Cook:10 min",4,"In a large bowl, cream butter and sugars until light and fluffy, 5-7 minutes. Add egg and vanilla. Combine the flour, baking powder, salt and baking soda; gradually add to creamed mixture and mix well. 
   Divide dough into 3 portions; tint each a different color. Roll each portion of dough on waxed paper into a 9x5-in. rectangle. Freeze for 10 minutes. 
   Cut each rectangle in half lengthwise. Lightly brush top of 1 rectangle with milk. Top with another colored dough. Remove waxed paper; brush top with milk. Repeat with remaining dough, alternating colors to make 6 layers. Press together lightly. Wrap dough. Refrigerate for several hours or overnight. 
   Unwrap dough; cut into 1/4-in. slices. Place 2 in. apart on ungreased baking sheets. Bake at 350° for 8-10 minutes. Cool for 1-2 minutes before removing from pans to wire racks to cool completely.",11,"1/2 cup plus 2 tablespoons butter, softened",1/2 cup packed brown sugar,1/4 cup sugar,"1 large egg, room temperature",1 teaspoon vanilla extract,2 cups all-purpose flour,1/2 teaspoon baking powder,1/2 teaspoon salt,1/8 teaspoon baking soda,"Green, red and yellow food coloring",2% milk,NA,NA,Taste of Home,https://www.tasteofhome.com/recipes/rainbow-butter-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roly-Poly Santas,By Taste Of Home Editorial Team,Recipe by Mrs. Andrew Syer,Tested by Taste of Home Test Kitchen,4.8,4,"Include these fanciful Santas into every gift cookie tray you give this year. —Mrs. Andrew Syer, Oak Ridge, Missouri",Dishes & Beverages,Total Time:Prep: 1 hour Bake: 15 min. + cooling,"Yield:1 dozen
Prep:1 hour
Cook:15 min",6,"Preheat oven to 325°. In a large bowl, cream butter and sugar until light and fluffy, 5-7 minutes. Add milk and vanilla; mix well. Add flour and mix well. Remove 1-2/3 cups dough; tint red. Shape white dough into 12 balls of 3/4 in. each, 48 balls of 1/2 in. each and 12 balls of 1/4 in. each. Shape red dough into 12 balls of 1-1/4 in. each and 60 balls of 1/2 in. each.
   Place the 1-1/4 in. red balls on 2 ungreased baking sheets for the body of 12 Santas. Attach 3/4-in. white balls for heads. Attach four 1/2-in. red balls to each Santa for arms and legs. Attach 1/2 in. white balls to ends of arms and legs for hands and feet; lightly press together. 
   Shape remaining 1/2-in. red balls into hats. Attach 1/4-in. white balls to tips of hats. 
   Bake until set, 12-15 minutes. Cool for 10 minutes; carefully remove from pans to wire racks (cookies will be fragile).
    For icing, combine shortening and vanilla in a small bowl; mix well. Gradually add 1-1/3 cups confectioners' sugar; add 1 tablespoon milk. Gradually add remaining sugar and milk.
   Pipe a band of icing on hat, cuffs at hands and feet, and down the front and at bottom of jacket; while icing is still wet, sprinkle sugar over icing on brim of hat and cuffs at hands and feet. Pipe swirls of icing for beard and tip of hat. Place a Red Hot or red sugar pearl for nose,  black sugar pearls for eyes, and silver sugar pearls for buttons.",13,"1 cup butter, softened",1/2 cup sugar,1 tablespoon 2% milk,1 teaspoon vanilla extract,2-1/4 cups all-purpose flour,Red paste food coloring,ICING:,1/2 cup shortening,1/2 teaspoon vanilla extract,"2-1/3 cups confectioners' sugar, divided","3 tablespoons 2% milk, divided",ASSEMBLY:,"Sanding sugar, sugar pearls and Red Hots",Taste of Home,https://www.tasteofhome.com/recipes/roly-poly-santas/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
