title,author,rating,ratingnum,card1,card2,card3,card4,yield,totalingredients,ingredient1,ingredient2,ingredient3,ingredient4,ingredient5,ingredient6,ingredient7,ingredient8,ingredient9,source,link,ingredient10,ingredient11,ingredient12,ingredient13,ingredient14,ingredient15,ingredient16,ingredient17,ingredient18,ingredient19,ingredient20,ingredient21,ingredient22,ingredient23,ingredient24,ingredient25,ingredient26,ingredient27,ingredient28,ingredient29,ingredient30,ingredient31,ingredient32,ingredient33,ingredient34,ingredient35,ingredient36,ingredient37,ingredient38,ingredient39,ingredient40,ingredient41,ingredient42
Browned Butter Chocolate Chip Cookies,Amanda Rettke,4.88,16,Prep Time 10 minutes mins,Cook Time 12 minutes mins,Cooling/Chilling/Resting Time 1 day d 50 minutes mins,Total Time 1 day d 1 hour hr 12 minutes mins,NA,10," 1 cup (2 sticks / 227 g) Challenge® unsalted butter, room temperature
"," 1 ½ cups (300 g) light brown sugar, lightly packed
"," 2 ½ cups (312.5 g) all-purpose flour
"," 1 teaspoon baking soda
"," 1 teaspoon kosher salt
"," ½ teaspoon baking powder
"," 3 large (5.3 ounces) eggs, room temperature
"," 2 teaspoons vanilla
"," 12 ounces semi-sweet chocolate, roughly chopped
",i am baker,https://iambaker.net/browned-butter-chocolate-chip-cookies/," flaky sea salt, for topping",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
White Chocolate Pumpkin Spice Cookies,Amanda Rettke,5,NA,Prep Time 10 minutes mins,Cook Time 13 minutes mins,NA,Total Time 23 minutes mins,NA,10," ½ cup (1 stick / 113 g) unsalted butter
"," ½ cup (100 g) granulated sugar
"," ¼ cup (50 g) light brown sugar, packed
"," 2 teaspoons vanilla extract
"," 1 large egg, room temperature
"," 1 ¾ cups (219 g) all-purpose flour
"," ½ teaspoon baking soda
"," 1 ½ teaspoons pumpkin pie spice
"," ½ teaspoon kosher salt
",i am baker,https://iambaker.net/pumpkin-white-chocolate-cookie/, 1 cup (168 g) white chocolate chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marshmallow Dream Cookies,Amanda Rettke,4,2,Prep Time 20 minutes mins,Cook Time 12 minutes mins,NA,Total Time 32 minutes mins,NA,19,"Chocolate Cookies
"," ½ cup (1 stick / 113 g) unsalted butter, softened
"," ½ cup (102.5 g) shortening
"," 1 cup (200 g) granulated sugar
"," 2 large eggs, room temperature
"," 1 teaspoon vanilla extract
"," 2 cups (250 g) all-purpose flour
"," 1 cup (118 g) Dutch-processed cocoa powder
"," 2 tablespoons cornstarch
",i am baker,https://iambaker.net/marshmallow-dream-cookies/," 1 teaspoon kosher salt
", ½ teaspoon baking powder," Marshmallow Buttercream
"," ½ cup (1 stick / 113 g) unsalted butter, softened
"," ¼ teaspoon vanilla extract
"," 1 pinch kosher salt
"," 2 cups (250 g) confectioners' sugar
"," ¾ cup (72 g) marshmallow fluff, or creme"," Chocolate Topping
"," ½ cup (91 g) semi-sweet chocolate chips, melted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apple Oatmeal Cookies,Amanda Rettke,5,NA,Prep Time 15 minutes mins,Cook Time 12 minutes mins,NA,Total Time 27 minutes mins,NA,11," 1 cup (2 sticks / 227 g) unsalted butter, softened
"," 1 cup (200 g ) light brown sugar, packed
"," ½ cup (100 g) granulated sugar
"," 2 large eggs, room temperature
"," 1 teaspoon vanilla
"," 1 ½ cups (187.5 g) all-purpose flour
"," 3 cups (270 g) quick oats
"," 2 teaspoons cinnamon
"," ½ teaspoon kosher salt
",i am baker,https://iambaker.net/apple-oatmeal-cookies/," ¼ teaspoon nutmeg
"," 1 medium granny smith apple, peeled, cored, finely diced",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Turtle Cookie Cups,Amanda Rettke,5,NA,Prep Time 35 minutes mins,Cook Time 12 minutes mins,NA,Total Time 47 minutes mins,NA,23,"Cookie Cups
"," 1 cup (200 g) light brown sugar, packed
"," ½ cup (100 g) granulated sugar
"," 1 cup (2 sticks / 227 g) unsalted butter, softened
"," 1 teaspoon vanilla
"," 2 large eggs, room temperature
"," 2 ½ cups (312.5 g) all-purpose flour
"," 1 teaspoon baking soda
", ½ teaspoon kosher salt,i am baker,https://iambaker.net/turtle-cookie-cups/," Caramel
"," 1 cup (2 sticks / 227 g) unsalted butter
"," 1 can (14 ounces) sweetened condensed milk
"," ½ cup (119 g) heavy cream
"," ½ cup (170.5 g) light corn syrup
"," 1 cup (200 g) light brown sugar
"," ½ teaspoon kosher salt
", ½ teaspoon vanilla extract," Ganache
"," 1 cup (168 g) semi-sweet chocolate chips
", ½ cup (119 g) heavy cream," Toppings
"," ½ cup (54.5 g) chopped pecans, divided
"," kosher salt, for sprinkling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cinnamon Shortbread Bars,Amanda Rettke,5,NA,Prep Time 15 minutes mins,Cook Time 40 minutes mins,NA,Total Time 55 minutes mins,NA,12,"Base
"," 1 cup (2 sticks / 227 g) unsalted butter, room temperature
"," ⅔ cup (133 g) granulated sugar
"," 2 large egg yolks, room temperature
"," 1 teaspoon vanilla extract
"," 2 cups (250 g) all-purpose flour
"," 1 teaspoon cinnamon
"," ¼ teaspoon kosher salt
", 2 tablespoons whole milk,i am baker,https://iambaker.net/cinnamon-shortbread-bars/," Whipped Ganache
"," ½ cup (119 g) heavy whipping cream
", 6 ounces (½ bag) semi-sweet chocolate chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cinnamon Butter Cookies,Amanda Rettke,NA,NA,Prep Time 10 minutes mins,Cook Time 14 minutes mins,NA,Total Time 24 minutes mins,NA,8," 1 cup (2 sticks / 227 g) unsalted butter, room temperature
"," ⅔ cup (133 g) granulated sugar
"," 2 large egg yolks, room temperature
"," 1 teaspoon vanilla extract
"," 2 cups (250 g) all-purpose flour
"," 1 teaspoon cinnamon
"," ¼ teaspoon kosher salt
", 2 tablespoons whole milk,NA,i am baker,https://iambaker.net/cinnamon-butter-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chocolate Oatmeal Cookies,Amanda Rettke,5,NA,Prep Time 15 minutes mins,Cook Time 7 minutes mins,NA,Total Time 22 minutes mins,NA,10," 1 bag (12 ounces) semisweet chocolate chips, divided
"," ½ cup (1 stick / 113 g) unsalted butter, room temperature, divided
"," 1 ½ cups (187.5 g) all-purpose flour
"," ½ teaspoon baking powder
"," ½ teaspoon baking soda
"," ½ teaspoon kosher salt
"," 2 cups (180 g) rolled oats
"," 1 cup (200 g) light brown sugar, packed
"," 2 large eggs, room temperature
",i am baker,https://iambaker.net/chocolate-oatmeal-cookies/, 1 teaspoon vanilla extract,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blueberry Crumble Cake Cookies,Amanda Rettke,5,NA,Prep Time 20 minutes mins,Cook Time 15 minutes mins,NA,Total Time 35 minutes mins,NA,23,"Blueberry Filling
"," ½ cup (74 g) fresh blueberries
"," 2 teaspoons granulated sugar
"," 2 teaspoons lemon juice
"," 2 teaspoons cornstarch
", 2 teaspoons water," Cookies
"," 1 ¾ cups (219 g) all-purpose flour
"," 1 teaspoon baking powder
",i am baker,https://iambaker.net/blueberry-crumble-cookies/," 1 teaspoon kosher salt
"," ¼ teaspoon baking soda
"," ½ cup (1 stick / 113 g) unsalted butter, room temperature
"," ¾ cup (150 g) granulated sugar
"," 2 large eggs, room temperature
"," 1 tablespoon whole milk, room temperature
"," 1 teaspoon vanilla extract
", 1 cup (148 g) fresh blueberries," Crumble Topping
"," ¼ cup (31 g) all-purpose flour
"," 3 tablespoons granulated sugar
"," 1 tablespoon light brown sugar, packed
"," ¼ teaspoon kosher salt
"," 2 tablespoons unsalted butter, melted and cooled slightly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cookie Cake For A Crowd,Amanda Rettke,5,2,Prep Time 15 minutes mins,Cook Time 20 minutes mins,Cooling Time 1 hour hr,Total Time 1 hour hr 35 minutes mins,NA,28,"Cookie Cake
"," 2 ¼ cups (281 g) all-purpose flour
"," 1 ½ teaspoons cornstarch
"," 1 teaspoon baking soda
"," ½ teaspoon kosher salt
"," ¾ cup (1 ½ sticks / 170 g) unsalted butter, melted and cooled slightly
"," 1 cup (200 g) light brown sugar, packed
"," ¼ cup (50 g) granulated sugar
"," 2 large eggs, room temperature
",i am baker,https://iambaker.net/cookie-cake/," 1 teaspoon vanilla extract
", 1 cup (168 g) semisweet chocolate chips," Cookie Dough Frosting
"," ⅓ cup (67 g) light brown sugar, packed
"," ¼ cup (½ stick / 57 g) unsalted butter, room temperature
"," ⅓ cup (42 g) all-purpose flour*
"," ½ teaspoon vanilla extract
"," 1 pinch kosher salt
"," ¼ cup whole milk
", ¼ cup (46.5 g) semi-sweet miniature chocolate chips," American Buttercream Frosting
"," 1 cup (2 sticks / 227 g) unsalted butter, room temperature
"," 4 cups (500 g) confectioners' sugar, sifted
"," 1 pinch kosher salt
"," 1 teaspoon vanilla extract
", 1 tablespoon whole milk," Chocolate Buttercream Frosting
"," ½ recipe American Buttercream Frosting, about 1 ½ cups
", 2 tablespoons cocoa powder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dirty Chocolate Cookies,Amanda Rettke,5,3,Prep Time 20 minutes mins,Cook Time 17 minutes mins,Chilling Time 1 hour hr,Total Time 1 hour hr 37 minutes mins,NA,8," ¼ cup (½ stick / 57 g) unsalted butter
"," 2 ¾ cups (500 g) semisweet chocolate chips
"," 4 large eggs, room temperature
"," 2 cups (400 g) granulated sugar, divided
"," 1 teaspoon vanilla extract
"," ½ cup (62.5 g) all-purpose flour
"," ½ teaspoon baking powder
", 1 bag (12 ounces) milk chocolate chips,NA,i am baker,https://iambaker.net/dirty-chocolate-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chocolate Peanut Butter Sandwich Cookies,Amanda Rettke,5,2,Prep Time 15 minutes mins,Cook Time 10 minutes mins,Chilling Time 1 hour hr,Total Time 1 hour hr 25 minutes mins,NA,16,"Chocolate Cookies
"," 3 cups (546 g) semisweet chocolate chips, about 1 ½ 12-ounce bags
"," ¼ cup (½ stick / 57 g) unsalted butter
"," 4 large eggs, room temperature
"," 1 ½ cups (300 g) granulated sugar
"," 1 teaspoon vanilla extract
"," ½ cup (63.5 g) bread flour
"," 1 teaspoon baking powder
", 1 bag (12 ounces) milk chocolate chips,i am baker,https://iambaker.net/chocolate-peanut-butter-sandwich-cookies/," Peanut Butter Filling
"," 1 cup (125 g) confectioners' sugar
"," 3 tablespoons unsalted butter, room temperature
"," ⅔ cup (172 g) creamy peanut butter
"," ¼ cup (59.5 g) heavy cream
"," ½ teaspoon vanilla
", 1 pinch kosher salt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Reese’s Cake Mix Cookies,Amanda Rettke,5,3,Prep Time 10 minutes mins,Cook Time 10 minutes mins,NA,Total Time 20 minutes mins,NA,7," 4 tablespoons butter, softened
"," 1 box (15.25 ounces) chocolate cake mix
"," 2 large eggs, room temperature
"," 1 tablespoon sour cream
", ½ teaspoon vanilla," Topping
"," 10 mini Reese's peanut butter cups, roughly chopped (or 5 large)",NA,NA,i am baker,https://iambaker.net/reeses-cake-mix-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chocolate Sandwich Cookies,Amanda Rettke,NA,NA,Prep Time 20 minutes mins,Cook Time 10 minutes mins,Chilling Time 1 hour hr,Total Time 1 hour hr 30 minutes mins,NA,18,"Cookies
"," ½ cup (1 stick / 113 g) unsalted butter, room temperature
"," 1 ⅓ cups (267 g) granulated sugar
"," 1 large egg, room temperature
"," 2 tablespoons milk
"," 2 teaspoons vanilla
"," ⅓ cup (39 g) unsweetened cocoa powder
"," 1 ½ cups (187.5 g) all-purpose flour
"," ½ teaspoon baking soda
",i am baker,https://iambaker.net/chocolate-sandwich-cookies/," 1 pinch kosher salt
"," ½ cup (100 g) granulated sugar, for rolling"," Filling
"," 3 tablespoons unsalted butter, softened
"," 3 tablespoons unsweetened cocoa powder
"," 1 tablespoon honey
"," 1 teaspoon vanilla extract
"," 1 cup (125 g) confectioners' sugar
"," 3 tablespoons whole milk, or heavy cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pink Velvet Sugar Cookies with Ermine Frosting,Amanda Rettke,5,NA,Prep Time 20 minutes mins,Cook Time 8 minutes mins,NA,Total Time 28 minutes mins,NA,16,"Sugar Cookies
"," 1 cup (2 sticks / 227 g) unsalted butter, softened
"," 1 ¼ cups (250 g) granulated sugar
"," ¾ cup (94 g) confectioners' sugar
"," ¾ cup (168 g) vegetable oil
"," 3 large eggs, room temperature
"," 5 ½ cups (688 g) all-purpose flour
"," 1 teaspoon cream of tartar
"," 1 teaspoon kosher salt
",i am baker,https://iambaker.net/pink-velvet-sugar-cookies/, pink food coloring," Ermine Frosting
"," 1 cup (245 g) whole milk
"," 5 tablespoons all-purpose flour
"," 1 cup (2 sticks / 227 g) unsalted butter, room temperature
"," 1 cup (200 g) granulated sugar
", 1 teaspoon vanilla extract,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
White Chocolate Macadamia Nut Cookies,Amanda Rettke,5,5,Prep Time 15 minutes mins,Cook Time 10 minutes mins,NA,Total Time 25 minutes mins,NA,10," 2 ¼ cups (281 g) all-purpose flour
"," 1 teaspoon baking soda
"," ½ teaspoon kosher salt
"," 1 cup (2 sticks / 226 g) unsalted butter, room temperature
"," 1 cup (200 g) light brown sugar, packed
"," ½ cup (100 g) granulated sugar
"," 2 large eggs, room temperature
"," 2 teaspoons vanilla extract
"," 1 ¼ cups (212 g) white chocolate chips
",i am baker,https://iambaker.net/macadamia-nut-cookies/," 1 cup (132 g) macadamia nuts, finely chopped (I used roasted, you can also use raw)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Butter Cookies,Amanda Rettke,4.73,22,Prep Time 15 minutes mins,Cook Time 15 minutes mins,NA,Total Time 30 minutes mins,NA,7," 1 cup (2 sticks / 227 g) unsalted butter, room temperature (which is slightly cool)
"," ⅔ cup (133 g) granulated sugar
"," 2 large egg yolks, room temperature
"," 1 teaspoon vanilla extract
"," 2 cups all-purpose flour
"," ¼ teaspoon kosher salt
"," 2-3 tablespoons whole milk, room temperature",NA,NA,i am baker,https://iambaker.net/butter-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Reese’s Pieces Peanut Butter Cookies,Amanda Rettke,5,11,Prep Time 25 minutes mins,Cook Time 10 minutes mins,Cool Time 30 minutes mins,Total Time 1 hour hr 5 minutes mins,NA,11," 1 cup (2 sticks / 227 g) unsalted butter, room temperature
"," 1½ cups (300 g) light brown sugar, packed
"," ½ cup (129 g) creamy peanut butter
"," 2 large eggs, room temperature
"," 1 teaspoon vanilla extract
"," 3 cups (375 g) all-purpose flour
"," 1 teaspoon cornstarch
"," 1 teaspoon baking soda
"," ½ teaspoon kosher salt
",i am baker,https://iambaker.net/reeses-pieces-peanut-butter-cookies/," 1 cup (240 g) peanut butter chips
", 2 cups (376 g) Reese's pieces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Red Velvet Sugar Cookies with Cream Cheese Frosting,Amanda Rettke,5,NA,Prep Time 15 minutes mins,Cook Time 8 minutes mins,NA,Total Time 23 minutes mins,NA,15," 1 cup (2 sticks / 226 g) unsalted butter, softened
"," 1 ¼ cups (250 g) granulated sugar
"," ¾ cup (94 g) confectioners' sugar
"," ¾ cup (168 g) vegetable oil
"," 3 large eggs, room temperature
"," 5 ¼ cups (656 g) all-purpose flour
"," ¼ cup (29.5 g) cocoa powder
"," 1 teaspoon cream of tartar
"," 1 teaspoon kosher salt
",i am baker,https://iambaker.net/red-velvet-cream-cookies/, red gel food coloring** (4-10 drops)," Cream Cheese Frosting
"," 1 block (8 ounces) cream cheese, room temperature
"," ½ cup (1 stick / 113 g) unsalted butter, room temperature
"," 1 teaspoon vanilla extract
", 4 cups (500 g) confectioners' sugar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fluffernutter Cookies,Amanda Rettke,4.94,46,Prep Time 15 minutes mins,Cook Time 12 minutes mins,NA,Total Time 27 minutes mins,NA,9," ½ cup (129 g) creamy peanut butter
"," ½ cup (1 stick / 113 g) unsalted butter, room temperature
"," 1 cup (200 g) light brown sugar, packed
"," 1 large egg, room temperature
"," 1 teaspoon vanilla extract
"," 1½ cups (187.5 g) all-purpose flour
"," 1 teaspoon cornstarch
"," ½ teaspoon kosher salt
"," 1 cup marshmallow fluff, or marshmallow creme",i am baker,https://iambaker.net/fluffernutter-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Banana Peanut Butter Chip Cookies,Amanda Rettke,NA,NA,Prep Time 15 minutes mins,Cook Time 8 minutes mins,Resting Time 10 minutes mins,Total Time 33 minutes mins,NA,9," 1 large banana, over-ripened
"," ½ cup (1 stick / 113 g) unsalted butter, melted
"," ¾ cup (150 g) light brown sugar, packed
"," 1 large egg yolk
"," 1 teaspoon vanilla extract
"," 1⅓ cups (167 g) all-purpose flour
"," ½ teaspoon baking soda
"," ½ teaspoon kosher salt
", ⅔ cup (112 g) peanut butter chips,i am baker,https://iambaker.net/banana-peanut-butter-chip-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raspberry Oatmeal Cookies,Amanda Rettke,4.34,3,Prep Time 15 minutes mins,Cook Time 10 minutes mins,NA,Total Time 25 minutes mins,NA,10," 1 cup (2 sticks, 227 g) salted butter, softened
"," 1 cup (200 g) light brown sugar, packed
"," ½ cup (100 g) granulated sugar
"," 2 large eggs, room temperature
"," 1 teaspoon vanilla
"," 1½ cups (187.5 g) all-purpose flour
"," 3 cups (270 g) old-fashioned oats
"," 1 teaspoon baking soda
"," 2 teaspoons cinnamon
",i am baker,https://iambaker.net/raspberry-oatmeal-cookies/," 1 cup (250 g) frozen raspberries, roughly chopped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spritz Cookie Recipe,Amanda Rettke,5,NA,Prep Time 20 minutes mins,Cook Time 6 minutes mins,NA,Total Time 26 minutes mins,NA,8," 1 cup (2 sticks / 227 g) unsalted butter, softened
"," ¾ cup (150 g) granulated sugar
"," 1 large egg, room temperature
"," 1 teaspoon vanilla extract
"," ½ teaspoon almond extract
"," 2 ¼ cups (281 g) all-purpose flour
"," ½ teaspoon kosher salt
"," gel food coloring, optional",NA,i am baker,https://iambaker.net/spritz-cookie-recipe/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Toffee Icebox Cookies,Amanda Rettke,4,2,Prep Time 15 minutes mins,Cook Time 12 minutes mins,Chilling Time 1 hour hr,Total Time 1 hour hr 27 minutes mins,NA,7," 1 cup (2 sticks / 227 g) unsalted butter, softened
"," ½ cup (62.5 g) confectioners' sugar
"," 1½ teaspoons vanilla extract
"," 1¾ cups (219 g) all-purpose flour
"," ½ cup (64 g) cornstarch
"," ¼ teaspoon kosher salt
"," 1 cup chocolate-covered toffee bits, reserving ¼ cup for topping",NA,NA,i am baker,https://iambaker.net/toffee-icebox-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lemon Poppy Seed Cookies,Amanda Rettke,4.75,4,Prep Time 15 minutes mins,Cook Time 9 minutes mins,NA,Total Time 24 minutes mins,NA,9," ½ cup (1 stick / 113 g) unsalted butter, room temperature
"," ½ cup (100 g) granulated sugar
"," 1 large egg, room temperature
"," 1 teaspoon vanilla extract
"," 2 tablespoons lemon juice, about 1 small lemon
"," 1¼ cups (156 g) all-purpose flour
"," ½ teaspoon baking powder
"," ¼ teaspoon kosher salt
", 2 teaspoons poppy seeds,i am baker,https://iambaker.net/lemon-poppy-seed-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cherry Icebox Cookies,Amanda Rettke,5,4,Prep Time 15 minutes mins,Cook Time 9 minutes mins,Chilling Time 2 hours hrs,Total Time 2 hours hrs 24 minutes mins,NA,10," 1 cup (2 sticks / 227 g) unsalted butter, softened
"," 1 ¼ cups (250 g) granulated sugar
"," 1 large egg, room temperature
"," ¼ cup maraschino cherry juice (You'll see the jar listed below, use ¼ cup from the jar.)
"," ½ teaspoon almond extract
"," 3 ¼ cups (406 g) all-purpose flour
"," ½ teaspoon baking soda
"," ¼ teaspoon cream of tartar
"," 1 jar (10 ounces) maraschino cherries, quartered (about ½ cup)
",i am baker,https://iambaker.net/cherry-icebox-cookies/," ½ cup (71.5 g) almonds, finely chopped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Homemade Ice Cream Sandwiches,Amanda Rettke,5,2,Prep Time 40 minutes mins,Cook Time 10 minutes mins,Freezing/Chilling Time 12 hours hrs,Total Time 12 hours hrs 50 minutes mins,NA,15,"Ice Cream
"," 2 cups (476 g) heavy whipping cream
"," 1 can (14 ounces) sweetened condensed milk
"," 1 teaspoon vanilla extract
", ⅛ teaspoon kosher salt," Sandwich Cookie
"," 1¼ cups (156 g) all-purpose flour
"," ⅓ cup (39 g) cocoa powder
"," ½ teaspoon baking powder
",i am baker,https://iambaker.net/ice-cream-sandwich-recipe/," ½ teaspoon kosher salt
"," ½ cup (1 stick / 113 g) unsalted butter, softened
"," ½ cup (100 g) light brown sugar, packed
"," ¼ cup (50 g) granulated sugar
"," 1 large egg, room temperature
", 1 teaspoon vanilla extract,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cinnamon Toast Crunch Cookies,Amanda Rettke,5,2,Prep Time 10 minutes mins,Cook Time 10 minutes mins,NA,Total Time 20 minutes mins,NA,13," 2¼ cups (281 g) all-purpose flour
"," 2 teaspoons cornstarch
"," 1 teaspoon baking soda
"," 1 teaspoon kosher salt
"," ½ teaspoon ground cinnamon
"," ½ cup (1 stick / 113 g) unsalted butter, room temperature
"," ¼ cup (60 g) cream cheese, room temperature
"," ¾ cup (150 g) light brown sugar, packed
"," ¼ cup (31 g) confectioners' sugar
",i am baker,https://iambaker.net/cinnamon-cereal-cookies/," 1 large egg, room temperature
"," 1 tablespoon vanilla extract
"," ¾ cup (127.5 g) white chocolate chips
"," 2 cups (82 g) Cinnamon Toast Crunch cereal, crushed and divided in half",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Triple Chocolate Blossoms,Amanda Rettke,NA,NA,Prep Time 20 minutes mins,Cook Time 10 minutes mins,Chilling Time 1 hour hr,Total Time 1 hour hr 30 minutes mins,NA,19,"Cookies
"," 2 cups (250 g) all-purpose flour
"," ½ cup (59 g) unsweetened cocoa powder
"," 1 teaspoon baking powder
"," ½ teaspoon kosher salt
"," ½ cup (1 stick / 113g) unsalted butter, room temperature
"," ½ cup (100 g) light brown sugar, packed
"," ¾ cup (150 g) granulated sugar, divided
"," 1 large egg, room temperature
",i am baker,https://iambaker.net/triple-chocolate-blossoms/," 2 tablespoons whole milk, room temperature
", ½ teaspoon vanilla extract," Topping
"," 3 tablespoons unsalted butter, softened
"," 3 tablespoons unsweetened cocoa powder
"," 1 tablespoon honey
"," 1 teaspoon vanilla extract
"," 1 cup (125 g) confectioners' sugar
"," 3-4 tablespoons whole milk, room temperature
", 16 milk chocolate Hershey’s kisses,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
