title,author,date,rating,ratingnum,cuisine,course,categories1,keyword,preptime,cooktime,customtime,totaltime,servings,numberofsteps,actualsteps,totalingredients,ingredient1,ingredient2,ingredient3,ingredient4,ingredient5,source,link,ingredient6,ingredient7,ingredient8,ingredient9,ingredient10,ingredient11,ingredient12,ingredient13,ingredient14,ingredient15,ingredient16,ingredient17,ingredient18,ingredient19,ingredient20,ingredient21,ingredient22,ingredient23,ingredient24,ingredient25
CHRISTMAS FROSTED ROSE SUGAR COOKIES,Jessica & Nellie,"December 18, 2019",NA,NA,NA,NA,Home_Christmas Cookies,NA,20 minutes,10 minutes,NA,30 minutes,NA,9,"In a large mixing bowl (or stand mixer), cream together butter, shortening, sugar, powdered sugar and milk.
Add eggs and mix until well combined.
In a separate bowl, combine flour, baking soda, cream of tartar and salt. Add the flour mixture to the butter mixture and mix until smooth and well combined.
Roll the dough into *1-inch balls and place on a greased cookie sheet. Spray the bottom of a glass or measuring cup with cooking spray and then dip into a plate coated with a thin layer of sugar. Press each ball down slightly to get the rough edge that Swig cookies are known for. You don’t want to smash them too thin because these cookies are best when they are thick and soft.
Bake for 8-9 minutes at 350°F. Cool completely on wire racks.
To make the frosting: Mix the butter, sour cream, powdered sugar and vanilla together with an electric mixer until well combined. Add the milk, just a little bit at a time to get a spreadable consistency. Separate out about two ½ cup portions of the frosting and use food coloring to dye one red and the other green.
To pipe a rosette, transfer frosting to a piping bag fitted with an open star tip. The size depends on you and what you're frosting! You can't go wrong with the classic 1M tip.
To achieve the swirled color look, lay out two 14"" long sections of plastic wrap. Put about 1 cup of white frosting down the center of each in about a 6-7"" line. Then take the red frosting and layer it on one of the segments of white frosting. Put the green frosting on the other piece. Take the long edges of the plastic wrap and fold them over to seal the frosting in a tube of plastic wrap. Then transfer the tube to a piping bag fitted with a 1M star tip. Pull the plastic wrap down into the bag and through the tip. Snip the plastic wrap nearest the piping tip and use your hands to move the frosting down, to where it can be piped.
Pipe a small star in the center of a cookie and continue piping directly around the star, continuing until the edge of the cookie. Alternate colors as you'd like and feel free to top with Christmas sprinkles, if you prefer. Enjoy!",15,1 cup butter softened,¾ cup shortening,1 ¼ cup sugar,¾ cup powdered sugar,2 Tbsp milk,Family Cookie Recipes,https://familycookierecipes.com/frosted-rose-sugar-cookies/,2 eggs,½ tsp baking soda,½ tsp cream of tartar,1 tsp salt,5 ½ cups flour,½ cup butter softened,2 TBSP sour cream,4 cups powdered sugar,1 tsp vanilla,1-2 TBSP milk to consistency,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chocolate Peppermint Blossoms Recipe,Jessica & Nellie,"December 17, 2019",5,3,American,"Cookies, Cookies, Dessert",Home_Chocolate Cookies,Keyword: chocolate peppermint blossoms,5 minutes,8 minutes,NA,12 minutes,30 cookies,4,"Preheat oven to 350°. Mix together the cake mix, eggs and butter. The less mixing the better, and since the butter is melted, you can just use a large spoon to easily mix the cookie dough.
Chill the cookie dough in the refrigerator for about an hour.
Use a cookie scoop to scoop out 1 TBSP sized balls and then use your hands to make them completely round. If you want to coat them in granulated sugar, you can, but you definitely don't have to. I like the look of the sugar, but it is very subtle and doesn't affect the taste much either.
Place the cookie dough balls on a baking sheet and bake for 8-9 minutes or until the tops just begin to crack a little bit. As soon as you pull the cookies out of the oven, barely press a Hershey's kiss into the middle of each one. Let cool completely. Enjoy!",4,15 oz box chocolate cake mix,2 large eggs,½ cup butter melted,30 Hershey's Candy Cane Kisses unwrapped,NA,Family Cookie Recipes,https://familycookierecipes.com/chocolate-peppermint-blossoms/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christmas Sprinkle Cookies,Jessica & Nellie,"December 9, 2019",5,2,American,Dessert,Home_Christmas Cookies,Keyword: Christmas Sprinkle Cookies,10 minutes,10 minutes,NA,20 minutes,NA,7,"Preheat the oven to 350°.
Either using a stand mixer or a hand mixer, cream together the butter and sugar. Cream for about two minutes or until light and fluffy. Scrape down the sides of the bowl.
Add in the eggs and vanilla and mix until well combined.
Add in the flour, baking powder, and salt. Mix until fully incorporated. The dough will be sticky.
Pour your sprinkles into a bowl. Scoop the cookie dough out of the mixing bowl and place it in the sprinkles. Roll the dough around in the sprinkles until it is fully covered. Reshaped the dough into a ball before placing on a parchment paper-lined cookie sheet.
The cookies will spread quite a bit while baking, so I suggest limiting each cookie sheet to about eight cookies.
Bake at 350° for 10 minutes. Cool completely on the pan. The cookies will stay fresh in an airtight container for 2 to 3 days.",8,1 cup butter room temp,1 cup granulated sugar,2 eggs,3 tsp vanilla,2 1/4 cups all-purpose flour,Family Cookie Recipes,https://familycookierecipes.com/christmas-sprinkle-cookies/,2 tsp baking powder,1/2 tsp salt,1 cup red and green sprinkles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caramel Spice Cake Mix Cookies Recipe,Jessica & Nellie,"December 2, 2019",5,2,American,"Cookies, Dessert",Home_Easy Cookie Recipes,"Keyword: cake mix cookies, Caramel Spice Cake Mix Cookies",10 minutes,10 minutes,NA,20 minutes,24 cookies,5,"Preheat the oven to 350°. Line a cookie sheet with parchment paper and set aside.
Using an electric mixer, combine the cake mix and eggs. The texture of the mixture will be similar to wet sand.
Add the melted butter, combine until smooth. Stir in the caramel baking chips and chopped pecans. The cookie dough will be very thick and slightly sticky.
Allow the cookie dough to rest for a couple of minutes, this will make scooping and rolling easier. Scoop the cookie dough and then roll each ball to smooth the edges before arranging them on the parchment paper-lined cookie sheet.
Bake for 8-10 minutes, pulling them out when the cookies are puffy and the tops are no longer glossy. Let cool for 3-4 minutes on the cookie sheet, then transfer them to a cooling rack. Serve & enjoy!",5,15.25 oz Spice Cake Mix Box,2 Eggs,⅓ cup Butter Melted,1 cup Caramel Baking Chips,⅓ cup Chopped Pecans,Family Cookie Recipes,https://familycookierecipes.com/caramel-spice-cake-mix-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Best Pumpkin Chocolate Chip Cookies Recipe,Jessica & Nellie,"October 24, 2019",5,2,American,"Cookies, Dessert, pumpkin",Home_Chocolate Chip Cookies,"Keyword: pumpkin chocolate chip, pumpkin chocolate chip cookies",20 minutes,11 minutes,NA,31 minutes,36 cookies,5,"Preheat the oven to 365ºF and grease a cookie sheet.
In a large bowl combine the pumpkin, sugar, oil, and the egg until well blended. Add the flour and leavening agents, then add the spices, salt & vanilla extract. Slowly mix all ingredients.
Fold in the chocolate chips & chopped walnuts until dough is well combined. The dough will be very soft and sticky.
Using a cookie scoop, drop large spoonful's of dough on a greased cookie sheet.
Bake for 11-13 minutes, depending on the size of your cookies. Let cookies sit on the baking sheet for 5 minutes, then transfer to a cooling rack. Serve & enjoy!",14,1 cup canned pumpkin,1 cup white sugar,½ cup vegetable oil,1 egg,2 cups all-purpose flour,Family Cookie Recipes,https://familycookierecipes.com/pumpkin-chocolate-chip-cookies/,2 tsp baking powder,1 tsp baking soda,1 tsp ground cinnamon,¼ tsp allspice,¼ tsp nutmeg,½ tsp salt,1 TBSP vanilla extract,1- 1 ½ cups semisweet chocolate chips,½ cup chopped walnuts optional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chocolate Mint Cookies,Jessica & Nellie,"October 22, 2019",5,5,American,Cookies,Home_Chocolate Cookies,NA,10 minutes,8 minutes,NA,NA,36 cookies,4,"In a mixing bowl, cream the butter and sugar together for about 2-3 minutes.
Add eggs and vanilla and continue to beat the mixture for a few more minutes.
In a separate bowl, combine the flour, cocoa, baking soda and salt. Add the dry mixture to the butter mixture and mix just until combined.
Use a cookie scoop to scoop out a tablespoon of the dough and then press a peppermint patty into the center, using your fingers to shape the dough all the way around the peppermint patty. Bake at 350° for 8-9 minutes. Cool on baking sheets for at least 5-6 minutes and then carefully transfer to a wire rack to cool.",9,1 1/4 cup butter softened to room temperature,2 cups sugar,2 eggs,2 tsp vanilla extract,2 cups flour,Family Cookie Recipes,https://familycookierecipes.com/chocolate-mint-cookies/,3/4 cup cocoa,1 tsp baking soda,1/2 tsp. salt,36 York peppermint patties,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Easy Chocolate Chip Cookie Bars,Jessica & Nellie,"October 14, 2019",5,6,American,Dessert,Home_Cookie Bars,Keyword: chocolate chip cookie bars,10 minutes,NA,NA,30 minutes,28 bars,5,"Preheat oven to 350 degrees F. Line a Bakers Quarter sheet or 9x13 pan with parchment paper.
Beat butter, sugar and vanilla until well blended. Add in flour and salt. Mix until blended.
Stir in chocolate chips and nuts.
Press mixture into the prepared pan.
Bake 20-25 minutes, until edges are lightly browned. Cool 5 minutes and cut into squares. Enjoy with a glass of milk!",7,1 cup softened butter 2 sticks,1 cup packed brown sugar,1 tsp vanilla,2 cups flour,1/4 tsp salt,Family Cookie Recipes,https://familycookierecipes.com/chocolate-chip-cookie-bars/,1 cup semi-sweet chocolate chips,1 cup chopped walnuts or pecans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peppermint Bark Cookies,Jessica & Nellie,"October 7, 2019",NA,NA,American,"Christmas, Cookies, Dessert",Home_Christmas Cookies,Keyword: Peppermint Bark Cookies,15 minutes,12 minutes,NA,57 minutes,6 cookies,8,"Cookie Dough: In a large mixing bowl, beat the butter and sugars, with a whisk or electric handheld mixer, until light and fluffy. Add in the egg and vanilla extract, mix until combined.
Stir in the flour, baking soda, cocoa powder, and salt until the mixture forms a dough. Place the dough in the refrigerator and chill for 30 minutes before proceeding with the baking.
Prep: About 20 minutes into the dough chilling process, start preheating the oven to 350 degrees F. Line a baking sheet with parchment paper or silicon mat and set it aside.
Bake: After the dough is done chilling, separate the dough into 6 balls and place them onto your prepared baking sheet. Bake in the preheated oven for 10-12 minutes. Let the cookies cool on the baking sheet for about 10 minutes before transferring to a wire cooling rack to cool completely.
Peppermint Bark: In a microwave safe bowl, melt your semisweet chocolate chips in the microwave in 30 second intervals, stirring until melted and smooth. Repeat the process with the white chocolate in a separate bowl.
Thinly spread the semisweet chocolate out onto a piece of parchment paper and then spread melted white chocolate over the top of that. Sprinkle the top with crushed peppermint candies and set aside to set.
Buttercream frosting: In a large bowl, whip the butter with an electric mixer. Add in the powdered sugar, vanilla extract, and peppermint extract. Whip again to combine. Add the milk and beat again until the frosting is light and fluffy.
Assemble: Transfer the buttercream frosting to a ziplocked bag with the corner snipped off or a piping bag with a round tip. Pipe the buttercream in a swirl pattern on top of each of the cookies. Break the peppermint bark into pieces and place them on top of the cookies. Serve and enjoy!",17,½ cup butter,¾ cup brown sugar,2 TBSP white sugar,1 large egg,2 tsp vanilla extract,Family Cookie Recipes,https://familycookierecipes.com/best-christmas-cookie-recipes/,1 ¼ cup flour,½ cup unsweetened cocoa powder,½ tsp baking soda,¼ tsp salt,½ cup semisweet chips,½ cup white chocolate chips (or almond bark),1 TBSP crushed peppermint,½ cup butter (1 stick ) softened,4 cups powdered sugar,3-4 TBSP milk,1 tsp vanilla extract,¾ tsp peppermint extract,NA,NA,NA,NA,NA,NA,NA,NA
BEST CHOCOLATE CHIP COOKIES RECIPE,Jessica & Nellie,"September 27, 2019",5,15,American,"Cookies, Dessert",Home_Chocolate Chip Cookies,Keyword: chocolate chip cookie recipe,10 minutes,10 minutes,NA,20 minutes,48 cookies,7,"Preheat oven to 350°F.
Cream together the sugars and shortening with an electric mixer for 2-3 minutes.
Add the eggs and vanilla and mix for another 2-3 minutes.
Add the salt, baking soda and flour and continue to mix until well combined.
Fold in the chocolate chips.
Use a cookie scoop to scoop cookies onto an ungreased cookie sheet or one lined with a silicone baking mat; place the cookies about 2"" apart.
Bake for 10 minutes. Let sit for 4-5 minutes and then transfer to wire cooling racks.",9,2 cups granulated sugar,1 cup brown sugar,2 cups butter-flavored shortening,4 eggs,2 tsp. vanilla,Family Cookie Recipes,https://familycookierecipes.com/best-homemade-chocolate-chip-cookies/,1 tsp. salt,2 tsp. baking soda,5 cups flour,2-3 cups semi-sweet chocolate chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vanilla Cream Cookies,Jessica & Nellie,"September 24, 2019",5,5,American,Cookies,Home_Easy Cookie Recipes,NA,10 minutes,10 minutes,NA,NA,NA,5,"Using a hand mixer, cream the butter and sugars. Add the pudding mix and mix until well blended.
Add the eggs and vanilla and mix well.
Add the flour and baking soda and continue mixing.
Stir in the white chocolate chips and Oreo cookie chunks.
Drop cookies by rounded teaspoonfuls (I use a cookie scooonto a greased cookie sheet. Bake for 10 minutes at 350°.",9,1 cup butter softened,1/2 cup brown sugar,1/2 cup sugar,1 (3.4 opkg instant vanilla pudding mix,2 eggs,Family Cookie Recipes,https://familycookierecipes.com/vanilla-cream-cookies/,1 tsp vanilla extract,2 1/4 cups flour,1 tsp baking soda,15 Golden Oreo cookies coarsely crushed (you want big chunks!),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spiced Ginger Molasses Cookies Recipe,Jessica & Nellie,"September 20, 2019",4.56,9,American,"Cookies, Dessert",Home_Holiday Cookies,Keyword: Ginger Molasses cookies,15 minutes,10 minutes,NA,25 minutes,36 cookies,5,"Preheat oven to 350 degrees and line two cookie sheets with parchment paper.
In a large bowl cream the butter and both sugars using an electric mixer. Add in the egg and molasses, mix again to combine.
Whisk the dry ingredients in a separate bowl. Then pour the dry mixture into the wet ingredients and mix well.
Use a 1-TBSP cookie scoop to measure out & gently roll a ball of cookie dough in your hands. Roll each dough ball in raw sugar to coat. Place them on the prepared cookie sheets, leaving about 2-3"" space between each ball.
Bake for 10-12 minutes. Let them sit for an additional 2-3 minutes on the cookie sheet before transferring them to a cooling rack. Serve & enjoy!",13,1 cup butter softened,1 ¾ cups sugar,¾ cup brown sugar,1 large egg,⅓ cup molasses,Family Cookie Recipes,https://familycookierecipes.com/soft-ginger-molasses-cookies/,2 ¾ cups flour,1 ¼ tsp soda,1 TBSP cinnamon,2 tsp ginger minced,1 tsp ground cloves,2 tsp nutmeg,½ tsp salt,raw turbinado sugar- for coating outside of cookies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
