title,author,datelisted,rating,ratingnum,category,preptime,cooktime,customtime,totaltime,servings,numberofsteps,actualsteps,totalingredients,ingredient1,ingredient2,ingredient3,ingredient4,ingredient5,ingredient6,ingredient7,ingredient8,ingredient9,ingredient10,ingredient11,ingredient12,ingredient13,source,link,ingredient14,ingredient15,ingredient16,ingredient17,ingredient18,ingredient19,ingredient20,ingredient21,ingredient22
Brown Butter Salted Caramel Snickerdoodles,Alyssa Rivers,Updated 09/03/23,5,2,Desserts,30 minutes,8 minutes,NA,38 minutes,24 Cookies,9,"In a medium sized bowl, mix the flour, baking soda, cream of tartar, cinnamon, and set aside.
To brown the butter, heat a medium saucepan to medium high heat. Add the sliced butter, whisking frequently. You will notice the butter starting to become frothy on the top and brown specks will start to form along the bottom. You have to watch it closely because the turn happens quickly and you don’t want it to burn. You will start to smell a nutty aroma and once it turns to a brown color, remove from heat and let it cool to room temperature.
While the butter is cooling, cut the caramel squares into 1/4's.
In a stand mixer, combine the brown butter and brown sugar, and 1/2 cup granulated sugar. (The 1/4 cup sugar will be used for rolling in the cookies). Mix until blended and smooth.
Beat in egg, yolk, vanilla and yogurt and mix until combined. Slowly add the dry ingredients until combined.
Form the dough into a ball and cover with plastic. Chill in the refrigerator for at least 30 minutes or overnight.
Once you are ready to bake preheat the oven to 350 degrees. Measure about 2 tablespoons of dough and roll into a ball. Flatten the ball and place 1-2 caramel squares inside, wrap the cookie dough over the caramel and roll back into a ball. Make sure it is completely covered so that the caramel won’t stick to the pan.
Mix 1/4 cup sugar and cinnamon in a small bowl and roll each cookie in the mixture. Place on a cookies on a parchment lined cookie sheet 2 inches apart. Sprinkle lightly with sea salt. (I used course sea salt)
Bake for 8-10 minutes, or until the edges turn lightly brown. The centers will be soft. Allow to cool for 2-3 minutes, and transfer to a wire cooling rack to cool completely.",16,▢ 2 1/2 cups all-purpose Gold Medal flour,▢ 1 teaspoon baking soda,▢ 1 teaspoon cream of tartar,▢ 1/2 teaspoon ground cinnamon,▢ 1/2 teaspoon salt,▢ 1 cup unsalted butter,▢ 1 1/4 cup dark brown sugar,▢ 1/2 cup granulated sugar,▢ 1 large egg,▢ 1 egg yolk,▢ 1 tablespoon plain greek yogurt,▢ 1 tablespoon vanilla extract,▢ 1 cup caramel squares cut into 1/4’s,The Recipe Critic,https://therecipecritic.com/brown-butter-salted-caramel-snickerdoodles/,▢ 1/4 cup granulated sugar,▢ 2 teaspoons ground cinnamon,▢ Coarse Sea salt for sprinkling on completed cookies,NA,NA,NA,NA,NA,NA
Carmelitas,Alyssa Rivers,06/19/23,4.41,5,Desserts,15 minutes,30 minutes,NA,45 minutes,8 Servings,7,"Preheat oven to 350 degrees Fahrenheit. Grease an 8×8 pan (or you can line it with aluminum foil or parchment paper for easier removal).
In a mixing bowl, combine melted butter and brown sugar. Add flour, oats, and baking soda. Mix until combined.
Divide the cookie mixture in half and pat half of the mix into the bottom of the 8×8 pan. Bake for 10 minutes and remove.
While baking, combine the caramels and heavy cream and stir until completely smooth. Can also be melted in the microwave, just stir after every 30 seconds being careful not to let it burn.
Remove pan from the oven and sprinkle chocolate chips over the crust. Pour caramel mixture over the chocolate chips and crumble remaining cookie dough on top.
Return to oven and bake for 15-20 minutes until the edges are lightly brown.
Once removed from oven allow them to completely cool and the caramel to set up. The caramel is like molten caramel right out of the oven and you want to let it cool. You can speed up the cooling process by putting it in the fridge if needed.",8,▢ 32 caramel squares unwrapped,▢ 1/2 cup heavy cream,▢ 3/4 cup butter melted,▢ 3/4 cup brown sugar packed,▢ 1 cup flour,▢ 1 cup rolled oats,▢ 1 teaspoon baking soda,▢ 6 ounces semisweet chocolate chips,NA,NA,NA,NA,NA,The Recipe Critic,https://therecipecritic.com/carmelitas/,NA,NA,NA,NA,NA,NA,NA,NA,NA
Copycat Crumbl Chocolate Chip Cookies,Alyssa Rivers,Updated 08/26/25,4.60,5,Desserts,20 minutes,15 minutes,NA,40 minutes,16 Cookies,10,"Preheat the oven to 375 degrees Fahrenheit and line 2 or 3 baking sheets with parchment paper. Set aside.
Beat 1 ½ cup unsalted butter, ¾ cup granulated sugar, and 1 ½ cup packed light brown sugar with a stand mixer fitted with the paddle attachment on medium-high speed for 4-5 minutes until it becomes pale and fluffy. Scrape down the sides and bottom of the bowl as needed.
Add 2 large eggs and 4 teaspoons vanilla extract and mix until combined.
Whisk together 4 cups all-purpose flour, 1 tablespoon cornstarch, 2 teaspoons baking soda, 1 teaspoon baking powder, and 1 teaspoon salt in a medium bowl.
With the mixer running on low speed, add the flour mixture to the sugar mixture until it is fully absorbed. Turn off the mixer and scrape the sides and bottom of the bowl to make sure all the flour is incorporated.
Stir in 2 cups milk chocolate chips by hand.
Use a ⅓ cup measuring cup to portion the dough into balls, or for more accuracy, weigh the dough into 110-gram portions and roll it into balls. Split each ball of dough in half and press the two halves back together with the split side now facing out. This will give the cookies more texture as they bake.
Place the dough on the prepared baking sheets, leaving 3 inches between them. Bake for 12-14 minutes, or until lightly browned at the edges and on top, but still looking underbaked.
Remove the pan from the oven and let the cookies sit on the baking sheet for about 5 minutes before transferring to a cooling rack. This will allow the cookies to continue baking as they cool.
Serve these cookies warm, room temperature, or chilled.",11,▢ 1 ½ cup unsalted butter room temperature,▢ ¾ cup granulated sugar,▢ 1 ½ cup packed light brown sugar,▢ 2 large eggs room temperature,▢ 4 teaspoons vanilla extract,▢ 4 cups all-purpose flour,▢ 1 tablespoon cornstarch,▢ 2 teaspoons baking soda,▢ 1 teaspoon baking powder,▢ 1 teaspoon salt,▢ 2 cups milk chocolate chips Guittard brand for the most accurate taste,NA,NA,The Recipe Critic,https://therecipecritic.com/copycat-crumbl-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA
Strawberry Cheesecake Cookies,Alyssa Rivers,05/30/23,5,2,Desserts,40 minutes,14 minutes,NA,54 minutes,24 Cookies,7,"Preheat the oven to 350° Fahrenheit and line two baking sheets with parchment paper. Set aside.
In a medium bowl beat together the cream cheese, powdered sugar, and vanilla on medium speed until smooth. Be sure to scrape down the bowl to make sure it is all well combined. Scoop teaspoon sized dollops onto a parchment lined baking sheet and place in the freezer while you prepare the dough.
In a large bowl, cream together the butter, brown sugar, and granulated sugar for 3-4 minutes, until light and fluffy. Add the eggs and vanilla and beat until combined
Add the flour, baking soda, baking powder and salt just until combined. Stir in the white chocolate chips and freeze dried strawberries by hand.
Using a larger cookie scoop, about 3 tablespoons, scoop the cookie dough onto the baking sheets and flatten out.
Add one dollop of the chilled cheesecake filling in the center of the flattened cookie dough and form the cookie dough up around the filling. Make sure to pinch the edges so the dough seals the filling inside. I found that a few cookies needed a pinch or two of additional cookie dough to fully seal the filling inside.
Place the stuffed cookie balls on the baking sheet leaving 2 inches between them. Bake for 12-14 minutes, until the edges of the cookies are just barely starting to brown and the center still look underbaked. The cookies will still be light in color, they won’t brown very much. Remove from the oven and let cool for 2-3 minutes on the baking sheet before transferring them to a cooling rack.",14,▢ 8 ounces cream cheese chilled,▢ ½ cup powdered sugar,▢ ¼ teaspoon vanilla,▢ 1 cup unsalted butter room temperature,▢ ¾ cup brown sugar packed,▢ 1 cup granulated sugar,▢ 2 large eggs,▢ 2 teaspoons vanilla,▢ 3 ½ cup flour,▢ ½ teaspoon baking soda,▢ 1 teaspoon baking powder,▢ 1 teaspoon salt,▢ 1 cup white chocolate chips,The Recipe Critic,https://therecipecritic.com/strawberry-cheesecake-cookies/,▢ 1 cup freeze dried strawberries roughly crushed,NA,NA,NA,NA,NA,NA,NA,NA
Palmiers,Alyssa Rivers,Updated 08/31/23,5,1,Desserts,10 minutes,12 minutes,NA,22 minutes,24 Cookies,7,"Preheat the oven to 450 degrees fahrenheit and line two baking sheets with parchment paper.
Dust a clean surface with granulated and coarse sugar and place the puff pastry on top. Dust with more granulated sugar and lightly with the coarse sugar. Use a rolling pin to roll out the dough just until the sugar is pressed into it.
Fold each side of the puff pastry in twice until they meet in the middle. Sprinkle with more sugar and fold in one more time, so the two sides touch.
Use a sharp knife to cut the log into 24 pieces, each about ¼ inch thick.
Place the cookies onto the baking sheets, leaving 2 inches between them.
Bake for 6 minutes before removing from the oven and flipping each cookie over and baking for 4-6 minutes longer, until deeply golden brown.
Let cool completely before serving.",3,▢ 1 sheet puff pastry,▢ ⅓ cup granulated sugar,▢ ¼ cup coarse sugar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Recipe Critic,https://therecipecritic.com/palmiers/,NA,NA,NA,NA,NA,NA,NA,NA,NA
Soft Sugar Cookies,Alyssa Rivers,05/10/23,NA,NA,Desserts,15 minutes,14 minutes,NA,29 minutes,24 Cookies,6,"Preheat the oven to 350 degrees Fahrenheit and line two baking sheets with parchment paper. Set aside.
Beat the butter and sugar together on high for 3-4 minutes, until pale and fluffy. Add the egg, egg yolk, and vanilla and beat until combined.
Add the flour, baking powder, and salt. Beat until just combined.
Use a large cookie scoop to scoop the dough. Roll into a ball and then roll in a small bowl with ¼ cup granulated sugar.
Bake for 12-14 minutes, until the edges of the cookies are just starting to get color on them. They will look severely underdone, but they will continue to bake on the baking sheet.
Remove from the oven and let sit on the baking sheet for 3 minutes before transferring to a cooling rack.",7,"▢ 1 cup unsalted butter, room temperature","▢ 1 ⅓ cup granulated sugar, plus ¼ cup for rolling","▢ 1 large egg, plus 1 egg yolk at room temperature",▢ 1 teaspoon vanilla extract,▢ 2 ⅓ cup all-purpose flour,▢ 1 teaspoon baking powder,▢ ½ teaspoon salt,NA,NA,NA,NA,NA,NA,The Recipe Critic,https://therecipecritic.com/soft-sugar-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kitchen Sink Cookies,Alyssa Rivers,05/03/23,NA,NA,Desserts,10 minutes,8 minutes,NA,18 minutes,24 Cookies,3,"Preheat the oven to 350 degrees Fahrenheit. In a medium sized mixing bowl cream together cream the butter with both sugars until light and fluffy, about 3-4 minutes. Add eggs and vanilla and beat until combined.
Add flour, baking soda, baking powder and salt until combined. Mix in the pretzels, potato chips, toffee, and chocolate chips by hand until well combined. .
Using a 1 inch cookie scoop, scoop out the dough and drop on a parchment or silpat lined cookie sheet. Bake for 7-8 minutes. Remove from the oven and transfer to a cooling rack to cool.",13,▢ 1 cup unsalted butter softened,▢ ¾ cup brown sugar,▢ 1 cup granulated sugar,▢ 2 large eggs room temperature,▢ 2 teaspoons vanilla,▢ 3 ½ cups all-purpose flour,▢ 1 teaspoon baking soda,▢ ½ teaspoon baking powder,▢ 1 teaspoon salt,▢ ½ cup crushed pretzels,▢ ½ cup crushed potato chips,▢ ½ cup toffee bits,▢ ½ cup chocolate chips,The Recipe Critic,https://therecipecritic.com/kitchen-sink-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown Butter Chocolate Chip Cookies,Alyssa Rivers,Updated 08/02/23,4.34,6,Desserts,15 minutes,12 minutes,NA,27 minutes,24 Cookies,6,"Preheat oven to 350 degrees. Cut the butter in pieces and place in a saucepan over medium heat. Whisking frequently allow the butter to brown. Remove from heat and let cool to room temperature.
In a mixing bowl, whisk together flour, baking soda, and sea salt. Set aside,
In your mixer, combine sugars and brown butter. Blend until smooth. Add the egg, egg yolk, vanilla, and yogurt.
Next, mix in the dry ingredients. Fold in the chocolate chips until incorporated. Cover and chill in the refrigerator for 30 minutes.
On a non-stick baking sheet, or lined with parchment paper, scoop the dough out by tablespoons about 2 inches apart.
Bake until golden brown in the preheated oven for 10-12 minutes.",11,▢ 1 cup unsalted butter,▢ 2 1/4 cups all-purpose flour,▢ 1 1/4 teaspoon baking soda,▢ 1/2 teaspoon coarse sea salt,▢ 1 cup light brown sugar,▢ 1/2 cup granulated sugar,▢ 1 large egg,▢ 1 egg yolk,▢ 2 1/2 teaspoon vanilla extract,▢ 1 Tablespoon plain yogurt I used Greek yogurt,▢ 1 cup semisweet chocolate chips I used jumbo,NA,NA,The Recipe Critic,https://therecipecritic.com/brown-butter-chocolate-chip-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA
Butter Pecan Cookies,Alyssa Rivers,Updated 02/12/24,4.32,19,Holiday,15 minutes,10 minutes,NA,25 minutes,20 cookies,11,"Preheat oven to 350 degrees Fahrenheit and line a cookie sheet with parchment paper.
Spread pecan halves evenly over cookie sheet and bake for 3-5 minutes.
Remove from oven and coarsely chop (do not turn off your oven). Set aside.
In a large bowl, combine melted, cooled butter and sugars. Stir well.
Add eggs, egg yolk, and vanilla extract and stir until well-combined.
In a separate, medium-sized bowl, whisk together flour, cornstarch, baking soda, baking powder, and salt.
Gradually add flour mixture to wet ingredients until completely combined.
Add chopped pecans and toffee bits (if using) and stir well.
Line cookie sheets with parchment paper and drop cookie dough by heaping 1 1/2 Tablespoon onto prepared cookie sheet, spacing at least 2″ apart.
Transfer to the oven and bake for 10-12 minutes. Allow to cool completely on baking sheet before enjoying!
Store any leftover, cooled cookies in an airtight container at room temperature for 3-5 days.",12,▢ 1 cup unsalted butter melted and cooled at least 10 minutes (226g),▢ 1 1/4 cup dark brown sugar tightly packed,▢ 1/2 cup sugar,▢ 1 large egg + 1 egg yolk room temperature preferred*,▢ 1 ½ teaspoons vanilla extract,▢ 3 cups all purpose flour,▢ 1 teaspoon cornstarch,▢ 3/4 teaspoon baking soda,▢ 1/2 teaspoon baking powder,▢ 3/4 teaspoon salt,▢ 1 1/2 heaping cups pecan halves,"▢ 1/2 cup Heath Toffee bits optional, but recommended!",NA,The Recipe Critic,https://therecipecritic.com/butter-pecan-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mexican Wedding Cookies,Alyssa Rivers,02/15/23,NA,NA,Holiday,10 minutes,15 minutes,NA,25 minutes,40 cookies,6,"Preheat oven to 325° fahrenheit and line 2 baking sheets with parchment paper and set aside. To finely chop your pecans, place them in a food processor or blender and pulse until they are fine, but still chunky.
In a large bowl, using a hand mixer, cream together your butter and ½ cup powdered sugar, about 3 minutes until it is light and fluffy. Add in your vanilla and almond extract, whip until combined.
In a separate bowl, whisk together your sifted flour, salt, and pecans. Add the dry ingredients to the butter and sugar mixture, mix on low speed until everything is combined but do not overwork the dough
Scoop the dough out about 1 tablespoon each and round into 1” balls, place on your parchment lined pans and bake for 10-15 minutes. The cookies should just start to lightly brown on the bottom and be firm.
Remove cookies from the oven and allow to cool on the pan for at least 5 minutes before placing on a wire cooling rack. Then cool the cookies completely to room temperature.
Pour 1 ½ cups of powdered sugar in a bowl and roll each cookie in the sugar to coat before serving.",8,▢ 1 cup unsalted butter room temperature,▢ ½ cup powdered sugar,▢ 1 teaspoons vanilla,▢ 1 teaspoon almond extract,▢ 2 cups flour sifted,▢ ½ teaspoon salt,▢ 1 ½ cups finely chopped pecans,▢ 1 ½ cup powdered sugar for dusting,NA,NA,NA,NA,NA,The Recipe Critic,https://therecipecritic.com/mexican-wedding-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA
