title,author,genre,rating,ratingnum,preptime,cooktime,totaltime,additionaltime,cooltime,chilltime,baketime,standtime,servings,yield,totalingredients,ingredient1,ingredient2,ingredient3,ingredient4,ingredient5,ingredient6,ingredient7,ingredient8,ingredient9,ingredient10,ingredient11,ingredient12,ingredient13,ingredient14,ingredient15,ingredient16,ingredient17,ingredient18,ingredient19,ingredient20,ingredient21,ingredient22,ingredient23,ingredient24,ingredient25,ingredient26,ingredient27,ingredient28,additionaltime...47,preptime...48,source,link
Brown Butter-Oatmeal Chocolate Chip Cookies,thedailygourmet,NA,5,2,20 mins,15 mins,35 mins,NA,NA,NA,NA,NA,36 ,36 cookies,10,1 cup unsalted butter,1 ¾ cups all-purpose flour,¾ cup quick cooking oats,1 teaspoon salt,1 teaspoon baking soda,1 cup packed brown sugar,½ cup white sugar,2 large eggs,1 teaspoon vanilla bean paste,2 cups semisweet chocolate chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/284335/brown-butter-oatmeal-chocolate-chip-cookies/
Granola Breakfast Cookies,Cheerios,NA,5,2,20 mins,10 mins,30 mins,NA,NA,NA,NA,NA,22 ,22 cookies,9,1 ½ cups all-purpose flour,1 ½ teaspoons baking powder,½ teaspoon baking soda,1 cup white sugar,½ cup butter,2  eggs,1 cup pumpkin seed and flax granola,1 cup raisins,½ cup finely chopped walnuts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/276675/granola-breakfast-cookies/
Chocolate Cherry Kiss Cookies,Kristy,Cherry Dessert Recipes,4.3,8,25 mins,10 mins,35 mins,NA,NA,NA,NA,NA,48 ,4 dozen cookies,10,2 ⅓ cups all-purpose flour,½ teaspoon salt,1 cup shortening (such as Crisco®),1 cup confectioners' sugar,4 teaspoons maraschino cherry juice,4 drops red food coloring,¾ teaspoon almond extract,⅛ teaspoon cherry flavoring (such as Wilton®),"¾ cup drained, chopped maraschino cherries","48 milk chocolate kisses (such as HERSHEY'S), or more as needed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/270447/chocolate-cherry-kiss-cookies/
Carrot Cookies III,Barbara Hamilton,Drop Cookie Recipes,4.3,29,NA,NA,NA,NA,NA,NA,NA,NA,36 ,"3 dozen, small",11,¾ cup white sugar,¾ cup shortening,1  egg,"1 cup mashed cooked carrots, cooled",2 cups all-purpose flour,2 teaspoons baking powder,¼ teaspoon salt,½ teaspoon vanilla extract,2 tablespoons orange juice,1 tablespoon orange zest,⅓ cup confectioners' sugar for decoration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/10614/carrot-cookies-iii/
"Sausage, Egg, and Cheese Breakfast Cookies",LaDonna Langwell,NA,4.3,12,15 mins,20 mins,35 mins,NA,NA,NA,NA,NA,11 ,11 breakfast cookies,10,4 ounces breakfast sausage,½  finely minced white onion,¾ cup all-purpose flour,1 teaspoon baking powder,½ teaspoon salt,½ teaspoon freshly ground black pepper,"3 medium eggs, lightly beaten","1 cup shredded Cheddar cheese, divided",1 pinch freshly grated Parmesan cheese,⅛ teaspoon dried parsley,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/8511432/sausage-egg-and-cheese-breakfast-cookies/
Philippine Butter Cookies,John J Pacheco,Filipino,3.9,22,5 mins,12 mins,17 mins,NA,NA,NA,NA,NA,60 ,5 dozen,6,"1 cup butter, softened",1 cup white sugar,3  eggs,3 ⅔ cups cornstarch,1 teaspoon cream of tartar,1 teaspoon baking powder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/19244/philippine-butter-cookies/
Easter Egg Cookies,EIDT,Cookies,4,1,40 mins,15 mins,3 hrs 55 mins,3 hrs,NA,NA,NA,NA,20 ,20 cookies,18,¾ cup sifted powdered sugar,"½ cup unsalted butter, at room temperature",2 large eggs,1 teaspoon grated lemon zest,2 ½ cups sifted all-purpose flour,1 ½ teaspoons baking powder,¼ teaspoon salt,½ cup milk,",",1 ½ cups sifted powdered sugar,1 tablespoon lemon juice,"1 tablespoon warm water, or as needed",",",1 ½ cups sifted powdered sugar,"3 tablespoons warm water, or as needed",1 ounce pre-melted unsweetened chocolate,½ teaspoon vanilla extract,decorating icings or gels,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/283160/easter-egg-cookies/
Belgian Iron Cookies,Linda Housner,Belgian,4.2,6,15 mins,1 hr,9 hrs 15 mins,8 hrs,NA,NA,NA,NA,60 ,10 dozen,7,5 pounds all-purpose flour,4 ½ cups brown sugar,12 large eggs,2 cups butter,1 teaspoon vanilla extract,1 teaspoon salt,2 tablespoons whiskey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/10613/belgian-iron-cookies/
Alfajores (Dulce de Leche Sandwich Cookies),vegchef,Peruvian,4.1,11,45 mins,10 mins,1 hr 25 mins,30 mins,NA,NA,NA,NA,24 ,24 sandwich cookies,9,2 cups sifted all-purpose flour,½ cup sifted confectioners' sugar,¼ cup sifted cornstarch,¼ teaspoon salt,"2 sticks unsalted butter, softened",¼ cup white sugar,1 teaspoon vanilla extract,1 (11.5 ounce) jar dulce de leche,"¼ cup confectioners' sugar, or as needed for dusting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/269265/alfajores-dulce-de-leche-sandwich-cookies/
Julene's Spelt Cookies,Katherine,Chocolate Chip Cookie Recipes,4.4,16,15 mins,10 mins,25 mins,NA,NA,NA,NA,NA,24 ,2 dozen cookies,9,¾ cup packed brown sugar,"½ cup butter, softened",1  egg,1 teaspoon vanilla extract,"1 ¾ cups spelt flour, or more if needed",1 teaspoon baking soda,½ teaspoon salt,½ cup chocolate chips (Optional),½ cup chopped pecans (Optional),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/228380/julenes-spelt-cookies/
Cornmeal Cookies III,MARBALET,Drop Cookie Recipes,4.3,13,NA,NA,NA,NA,NA,NA,NA,NA,36 ,2 to 3 dozen,12,½ cup butter,⅔ cup white sugar,1  egg,1 teaspoon lime extract,½ cup cornmeal,1 teaspoon baking powder,¼ teaspoon salt,1 cup all-purpose flour,¼ cup white sugar,1 teaspoon grated lime zest,⅓ cup confectioners' sugar for decoration,1 tablespoon lime juice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/11313/cornmeal-cookies-iii/
Quick Zucchini Cookies,Malynda Bonnes Matthews,Squash,4.2,17,20 mins,15 mins,35 mins,NA,NA,NA,NA,NA,60 ,5 dozen cookies,13,1 ½ cups white sugar,"1 cup butter, plus more for greasing",2 large eggs,1 teaspoon vanilla extract,2 cups grated zucchini,2 ¾ cups all-purpose flour,2 teaspoons baking powder,1 teaspoon ground cinnamon,1 teaspoon salt,1 cup flaked coconut,1 cup chopped walnuts,1 cup chocolate chips,½ cup raisins,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/232091/quick-zucchini-cookies/
Melt In Your Mouth Cookies III,Linda K,Sugar Cookie Recipes,4.3,15,15 mins,10 mins,1 hr 25 mins,1 hr,NA,NA,NA,NA,18 ,3 dozen,4,1 cup butter,2 cups all-purpose flour,1 cup confectioners' sugar,1 pinch salt (Optional),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/11370/melt-in-your-mouth-cookies-iii/
Beacon Hill Cookies,LG Burnett,Drop Cookie Recipes,4.3,15,NA,NA,NA,NA,NA,NA,NA,NA,18 ,3 dozen,7,1 cup semisweet chocolate chips,2  egg whites,1 pinch salt,½ cup white sugar,½ teaspoon vanilla extract,½ teaspoon distilled white vinegar,¾ cup chopped pecans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/9944/beacon-hill-cookies/
Basic Coconut Cookies,Mellan,Coconut,4.3,6,15 mins,15 mins,45 mins,15 mins,NA,NA,NA,NA,36 ,3 dozen,5,½ cup butter,2 cups basic cookie mix,1  egg,1 teaspoon vanilla extract,½ cup flaked coconut,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/10253/basic-coconut-cookies/
Tahini-Chocolate Chip Cookies,Yoly,Chocolate Chip Cookie Recipes,4.8,4,15 mins,15 mins,8 hrs 30 mins,8 hrs,NA,NA,NA,NA,48 ,48 cookies,12,"½ cup butter, softened",½ cup brown sugar,½ cup white sugar,½ cup tahini,2  eggs,1 teaspoon vanilla extract,1 ⅛ cups all-purpose flour,½ teaspoon salt,½ teaspoon baking powder,½ teaspoon baking soda,1 ½ cups chocolate chips,1 cup chopped nuts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/270650/tahini-chocolate-chip-cookies/
Pumpkin Butterscotch Oatmeal Cookies,Laura Goodman,Pumpkin Cookie Recipes,4.5,15,15 mins,10 mins,25 mins,NA,NA,NA,NA,NA,24 ,48 cookies,11,1 cup butter-flavored shortening (such as Crisco®),¾ cup packed brown sugar,¾ cup pumpkin puree,½ cup white sugar,2  eggs,1 teaspoon vanilla extract,1 ½ cups all-purpose flour,1 teaspoon baking soda,1 teaspoon ground cinnamon,2 ½ cups old-fashioned oats,1 cup butterscotch chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/239672/pumpkin-butterscotch-oatmeal-cookies/
Easy Florentine Cookies,Dawnsigkap,Italy,4.6,9,15 mins,15 mins,30 mins,NA,NA,NA,NA,NA,24 ,24 filled cookies,10,⅔ cup butter,2 cups quick-cooking oats,1 cup white sugar,⅔ cup all-purpose flour,¼ cup corn syrup,¼ cup milk,1 teaspoon vanilla extract,¼ teaspoon salt,",",1 cup semisweet chocolate chips (such as Nestle Toll House),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/274068/florentine-cookies/
Mexican Oatmeal Cookies,swooda,Mexican,4.2,18,15 mins,10 mins,25 mins,NA,NA,NA,NA,NA,36 ,3 dozen cookies,11,3 cups rolled oats,1  block of Mexican chocolate,"1 cup butter, softened",1 cup brown sugar,½ cup white sugar,2  eggs,1 teaspoon vanilla extract,1 ½ cups all-purpose flour,1 teaspoon baking soda,"2 teaspoons ground cinnamon, or more to taste",½ teaspoon salt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/216168/mexican-oatmeal-cookies/
Ginger Cookies from Stevia In The Raw,In The Raw,NA,4.7,3,2 hrs,10 mins,2 hrs 10 mins,NA,NA,NA,NA,NA,48 ,4 dozen cookies,12,2 cups all-purpose flour,¾ teaspoon baking soda,¼ teaspoon salt,2 teaspoons ground ginger,½ teaspoon ground Saigon cinnamon,⅛ teaspoon ground cloves,½ cup butter,⅓ cup Stevia In The Raw® Bakers Bag,¼ cup Sugar In The Raw®,1  eggs,¼ cup Karo® Dark Corn Syrup,"⅓ cup Sugar In The Raw®, or as needed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/245319/ginger-cookies-from-stevia-in-the-raw/
Peanut Butter Oatmeal Zucchini Cookies,Sanderling,Squash,4.7,3,15 mins,15 mins,35 mins,5 mins,NA,NA,NA,NA,24 ,2 dozen cookies,10,2 cups quick-cooking oats,1 ½ cups whole wheat flour,1 cup brown sugar,1 teaspoon ground cinnamon,½ teaspoon baking powder,½ teaspoon baking soda,⅔ cup peanut butter,½ cup margarine,1 large egg,"1 small zucchini, peeled and shredded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/268682/peanut-butter-oatmeal-zucchini-cookies/
Nut Filling for Kolacky Cookies,ewurd,Polish,4.9,7,NA,NA,NA,NA,NA,NA,NA,NA,24 ,1 -1/2 cups,3,½ pound ground walnuts,2  egg whites,½ cup super fine sugar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/11157/nut-filling-for-kolacky-cookies/
Carrot Cake Oatmeal Cookies,jennifer_dupree,Orange Dessert Recipes,5,4,15 mins,20 mins,35 mins,NA,NA,NA,NA,NA,48 ,48 cookies,13,¾ cup melted butter,¾ cup light brown sugar,¾ cup white sugar,1 large egg,1 cup shredded carrots,¼ cup water,2 tablespoons grated orange zest,2 cups rolled oats,2 cups all-purpose flour,1 teaspoon baking soda,½ teaspoon salt,½ teaspoon ground nutmeg,½ teaspoon ground cinnamon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/278737/carrot-cake-oatmeal-cookies/
Vegan Cake Mix Cookies,Emily Rosado,Cake Mix Cookie Recipes,4.7,10,10 mins,10 mins,25 mins,5 mins,NA,NA,NA,NA,30 ,NA,6,1 (15.25 ounce) package chocolate cake mix,1 (3.4 ounce) package instant chocolate pudding mix (Optional),2 tablespoons cornstarch,½ cup vegetable oil,"¼ cup water, or more as needed",1 cup vegan chocolate chips (Optional),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/261976/vegan-cake-mix-cookies/
Peanut Butter Banana Cookies,dkmagee,Banana Dessert Recipes,4.5,4,15 mins,10 mins,45 mins,20 mins,NA,NA,NA,NA,54 ,4 1/2 dozen cookies,11,2 ½ cups all-purpose flour,1 ½ teaspoons baking soda,1 teaspoon baking powder,½ teaspoon salt,2  eggs,1 ½ cups brown sugar,1 cup white sugar,1 cup shortening,1 cup crunchy peanut butter,"2  bananas, lightly mashed",¼ cup chocolate syrup (such as Hershey's®),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/267982/peanut-butter-banana-cookies/
Chocolate Air Cookies with Chocolate Chips,Epagoza,Chocolate Cookie Recipes,4.6,7,15 mins,10 mins,25 mins,NA,NA,NA,NA,NA,10 ,10 servings,6,"6 ounces dark chocolate, chopped",3  egg whites,¼ cup white sugar,1 pinch cream of tartar,½ teaspoon vanilla extract,¼ cup semi-sweet chocolate chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/239401/chocolate-air-cookies-with-chocolate-chips/
Double Chocolate-Candy Cane Kiss Cookies,Traci,Drop Cookie Recipes,5,1,20 mins,15 mins,35 mins,NA,NA,NA,NA,NA,48 ,4 dozen,10,"1 cup butter, softened",¾ cup white sugar,¾ cup packed brown sugar,1 teaspoon baking soda,2  eggs,"2 ounces unsweetened chocolate, melted and cooled",1 teaspoon vanilla extract,2 cups all-purpose flour,½ cup unsweetened cocoa powder,48  white chocolate kisses with candy cane stripes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/274752/double-chocolate-candy-cane-kiss-cookies/
Oatmeal Carrot Raisin Cookies,Amy,Oatmeal Raisin Cookie Recipes,5,1,15 mins,15 mins,30 mins,NA,NA,NA,NA,NA,24 ,2 dozen cookies,15,½ cup chunky peanut butter,½ cup coconut oil,½ cup agave nectar,½ cup brown sugar,2  eggs,1 teaspoon vanilla extract,2 cups whole wheat flour,1 tablespoon baking powder,1 teaspoon ground cinnamon,1 teaspoon salt,¼ teaspoon baking soda,¼ teaspoon ground cloves,2 cups old-fashioned oats,1 ¾ cups grated carrots,½ cup raisins,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/235772/oatmeal-carrot-raisin-cookies/
Frosted Lemon Sugar Cookies,Lulu MD,Lemon Dessert Recipes,5,1,15 mins,10 mins,1 hr,35 mins,NA,NA,NA,NA,24 ,24 cookies,14,½ cup butter,1 cup sugar (Optional),½ cup vegetable oil,2 tablespoons lemon juice,1 teaspoon vanilla extract,"1  egg, lightly beaten",2 cups flour,½ teaspoon cream of tartar,½ teaspoon baking soda,¼ teaspoon salt,"¼ cup white sugar, or as needed (Optional)",",",½ cup powdered sugar,1 tablespoon lemon juice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/276734/frosted-lemon-sugar-cookies/
Gooey Vegan Chocolate Chip Cookies,Nitzan Shlapobersky,White Chocolate,5,1,15 mins,15 mins,30 mins,NA,NA,NA,NA,NA,40 ,40 cookies,10,¾ cup coconut oil,¾ cup white sugar,¾ cup brown sugar,½ cup unsweetened applesauce,1 teaspoon vanilla extract,2 ½ cups all-purpose flour,¼ cup cocoa powder,1 teaspoon baking powder,½ teaspoon salt,⅔ cup vegan white chocolate chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/269460/gooey-vegan-chocolate-chip-cookies/
Dairy-Free Chocolate Chip Cookies with Coconut Oil,kndritter,Chocolate Chip Cookie Recipes,5,1,15 mins,10 mins,30 mins,5 mins,NA,NA,NA,NA,45 ,45 cookies,9,"1 cup coconut oil, softened",¾ cup white sugar,¾ cup brown sugar,1 teaspoon vanilla extract,2 large eggs,2 ¼ cups all-purpose flour,1 teaspoon baking soda,1 teaspoon salt,1 (12 ounce) package dairy-free chocolate chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/269321/dairy-free-chocolate-chip-cookies-with-coconut-oil/
Vegan Vanilla Cake with Cookies-n-Cream Frosting,Sara Kidd,Desserts,5,1,30 mins,1 hr 20 mins,2 hrs 20 mins,30 mins,NA,NA,NA,NA,10 ,1 6-inch layer cake,18,"1 cup vegan butter, at room temperature, cubed",2 cups powdered sugar,2 tablespoons vanilla bean paste,3 cups all-purpose flour,¼ cup cornstarch,2 tablespoons baking powder,½ teaspoon baking soda,¼ teaspoon salt,"2 ½ cups soy milk, at room temperature, or more as needed",2 tablespoons white vinegar,2 tablespoons vegetable oil,",","½ cup vegetable shortening, at room temperature","½ cup vegan butter, at room temperature",1 tablespoon vanilla bean paste,"5 cups powdered sugar, sifted","3 tablespoons soy milk, or more as needed",1 cup crushed vegan chocolate cookies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/269903/vegan-vanilla-cake-with-cookies-n-cream-frosting/
Red Velvet and White Chocolate Chunk Cookies,lscribbet,Chocolate Chip Cookie Recipes,5,1,10 mins,10 mins,50 mins,30 mins,NA,NA,NA,NA,24 ,24 cookies,5,"1 cup unsalted butter, softened",1 (15.25 ounce) package red velvet cake mix,1 cup all-purpose flour,1 large egg,2 cups white chocolate chunks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/284884/red-velvet-and-white-chocolate-chunk-cookies/
Freezer Chocolate Coconut Walnut Cookies,madelineolivia,Walnut Dessert Recipes,5,1,10 mins,5 mins,3 hrs 15 mins,3 hrs,NA,NA,NA,NA,24 ,24 cookies,11,¾ cup white sugar,2 tablespoons cocoa powder,¼ teaspoon salt,¼ cup milk,¼ stick butter,¾ cup unsweetened flaked coconut,½ cup quick oats,½ cup old-fashioned oats,½ cup chopped walnuts,¼ cup smooth peanut butter,½ teaspoon vanilla extract,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/274474/freezer-chocolate-coconut-walnut-cookies/
Easy German Cut-Out Cookies,NA,German,4.5,2,30 mins,10 mins,1 hr 45 mins,1 hr 5 mins,NA,NA,NA,NA,30 ,30 cookies,12,"½ cup unsalted butter, softened","1 tablespoon unsalted butter, softened",⅔ cup white sugar,1 individual packet vanilla sugar,1  egg,2 cups all-purpose flour,1 teaspoon baking powder,",",3 tablespoons confectioners' sugar,"2 teaspoons lemon juice, or more if needed",1 drop assorted food coloring (Optional),"1 (1.75 ounce) package multicolored candy sprinkles, or as desired (Optional)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/232800/easy-german-cut-out-cookies/
Oreo Cheesecake Cookies,kelster,Drop Cookie Recipes,4.5,2,20 mins,15 mins,40 mins,5 mins,NA,NA,NA,NA,12 ,NA,7,1 cup crumbled chocolate sandwich cookies (such as Oreo),"½ cup unsalted butter, at room temperature","3 ounces cream cheese, at room temperature",1 cup white sugar,1 teaspoon vanilla extract,1 cup all-purpose flour,½ cup miniature semisweet chocolate chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/285871/oreo-cheesecake-cookies/
Healthier No Bake Oatmeal Cookies,xgainor,No-Bake Cookie Recipes,4.1,21,10 mins,5 mins,35 mins,20 mins,NA,NA,NA,NA,40 ,40 cookies,8,1 ⅔ cups white sugar,½ cup milk,½ cup cocoa powder,⅛ teaspoon salt,½ cup peanut butter,5 tablespoons applesauce,1 teaspoon vanilla extract,3 cups rolled oats,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/232926/healthier-no-bake-oatmeal-cookies/
Sesame Seed Cookies I,Connie Lombardo,Italy,4.5,13,NA,NA,NA,NA,NA,NA,NA,NA,42 ,7 dozen,6,4 cups all-purpose flour,1 cup white sugar,1 ½ cups shortening,¾ cup milk,1⁄16 teaspoon anise oil (Optional),2 ounces sesame seeds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/10203/sesame-seed-cookies-i/
Cinnamon Nutella® No-Bake Cookies,sueb,No-Bake Cookie Recipes,4.5,13,10 mins,5 mins,15 mins,NA,NA,NA,NA,NA,36 ,6 dozen cookies,6,2 cups white sugar,½ cup butter,½ cup milk,1 (10 ounce) package cinnamon chips,½ cup chocolate-hazelnut spread (such as Nutella®),3 cups old-fashioned rolled oats,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/240908/cinnamon-nutella-no-bake-cookies/
Chocolate Peanut Butter Cornflake Cookies,linda,No-Bake Cookie Recipes,4.6,11,5 mins,5 mins,40 mins,30 mins,NA,NA,NA,NA,12 ,12 cookies,3,1 cup chocolate chips,2 tablespoons peanut butter,3 cups cornflakes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/254850/chocolate-peanut-butter-cornflake-cookies/
Sour Cream Sugar Cookies IV,Jess,Sugar Cookie Recipes,4.1,28,5 mins,10 mins,15 mins,NA,NA,NA,NA,NA,60 ,5 dozen,9,1 cup margarine,1 ½ cups white sugar,2  eggs,1 teaspoon vanilla extract,1 cup sour cream,5 cups all-purpose flour,2 teaspoons baking powder,½ teaspoon salt,½ teaspoon ground nutmeg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/24452/sour-cream-sugar-cookies-iv/
Double-Peanut Double-Chocolate Chip Cookies,Stephanie,Drop Cookie Recipes,4.2,28,NA,NA,NA,NA,NA,NA,NA,NA,30 ,60 cookies,10,1 cup all-purpose flour,½ cup unsweetened cocoa powder,½ teaspoon baking soda,1 teaspoon baking powder,¾ cup unsalted butter,½ cup peanut butter,1 cup white sugar,2  eggs,1 cup semisweet chocolate chips,1 cup peanut butter chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/11009/double-peanut-double-chocolate-chip-cookies/
