title,author,dateinfo,rating,ratingnum,category,cuisine,keyword,preptime,cooktime,customtime,totaltime,servings,numberofsteps,actualsteps,totalingredients,ingredient1,ingredient2,ingredient3,ingredient4,ingredient5,ingredient6,ingredient7,source,link,ingredient8,ingredient9,ingredient10,ingredient11,ingredient12,ingredient13,ingredient14,ingredient15,ingredient16,ingredient17,ingredient18,ingredient19,ingredient20,ingredient21,ingredient22,ingredient23
Sugar Cookie Bars,Julie Clark,Updated: 2/4/2024,4.77,13,Dessert Recipes,American,"birthday cookies, cookie bars, easy dessert, sprinkles",20 minutes,17 minutes,NA,37 minutes,24,13,"Preheat oven to 350 degrees.
 Spray a 17×12 rimmed cookie sheet with non-stick spray.
In a large mixing bowl, cream the butter and sugar together until creamy. 
Add in the eggs, vanilla and almond extracts, and then mix until well combined.
In a small bowl, whisk the flour, salt and baking powder together. Slowly add the dry ingredients into the wet ingredients. Mix just until the dough is well combined. Do not overmix!
Press the cookie dough evenly into the greased cookie sheet and bake for 15-20 minutes. (My oven took about 17 minutes. Try not to let the cookie bars brown. If the edges start to brown, remove from oven immediately.)
Cool the bars on a wire rack.
In a stand mixer bowl, with the mixer on medium speed, whip the butter for 2 minutes until it is almost white in color.
Add in the powdered sugar, vanilla and 3 tablespoons milk. 
Beat on low speed for 3-5 minutes, adding in the last tablespoon of milk if the buttercream needs to be thinner.
Add in food coloring if you’d like and mix well.
Once the cookie bars are cool, frost the bars and decorate.
 Store in an airtight container at room temperature.",13,1 1/2 cups salted butter (softened) 12 ounces,2 cups granulated sugar 400 grams,4 large eggs (room temperature),1 teapsoon vanilla extract 5 grams,1 teaspoon almond extract 5 grams,5 cups all-purpose flour 650 grams,1 1/2 teaspoons salt 9 grams,Tastes of Lizzy T,https://www.tastesoflizzyt.com/sugar-cookie-bars/,1/2 teaspoon baking powder 3 grams,1 cup butter (softened) 8 ounces,4 cups powdered sugar 520 grams,1 1/2 teaspoons vanilla extract 8 grams,3-4 tablespoons heavy cream 45-60 grams,food coloring and sprinkles (optional),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Almond Sugar Cookies,Julie Clark,Updated: 3/11/2024,4.61,33,Dessert Recipes,American,"almond cookies, easy sugar cookies, eggfree cookies, eggless cookies, sprinkle cookies",15 minutes,8 minutes,NA,23 minutes,36,7,"In a large bowl, cream the butter and sugar together until light and fluffy, scraping the sides of the bowl as needed. Then mix in the almond extract.
Add the flour, baking powder and salt. Mix well.
Preheat the oven to 400 degrees.
Roll the dough into 1 inch balls and place on an ungreased baking sheet.
Dip the bottom of a glass in sugar, then lightly press down on the cookies to flatten them.
Bake at 400º Fahrenheit for 7-8 minutes. Allow the cookies to cool for 1 minute before removing them to a wire rack.
Store in an airtight container.",7,1 cup salted butter (room temperature),3/4 cup granulated sugar,1 teaspoon almond extract,2 cups all-purpose flour,1/2 teaspoon baking powder,1/4 teaspoon salt,Additional sugar for rolling the cookies if desired,Tastes of Lizzy T,https://www.tastesoflizzyt.com/almond-sugar-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Easy Cut Out Sugar Cookies,Julie Clark,Updated: 9/28/2024,4.70,210,Cookies,American,"best sugar cookies, christmas cookies, cut out cookies, rolled cookies",25 minutes,12 minutes,Chilling Time 1 hour hour,37 minutes,36,7,"In a medium bowl, combine the flour and salt with a wire whisk. 4 cups all-purpose flour, ½ teaspoon salt
In a stand mixer, cream the butter and sugar together. Add the eggs and vanilla and beat on medium speed until mixed well. 1 ½ cups salted butter, 1 ½ cups granulated sugar, 2 large eggs, 2 teaspoons vanilla extract
Scrape down the sides of the bowl and add the flour mixture. Mix just until combined, being careful not to over mix.
Divide the dough in half. On a floured surface, roll out one piece of dough to 3/8"" thick. Use cookie cutters and cut as many shapes as possible, re-rolling the dough scraps and cutting again.
Place the shapes on a parchment paper lined baking sheet. Refrigerate the cookie dough for an hour.
Preheat the oven to 325ºF. Bake the cookies for 12-13 minutes, pulling the cookies out just before they start to brown.
Allow the cookies to cool for 2-3 minutes, then transfer them to a flat surface to cool. Once the cookies are cooled, decorate as desired.",6,4 cups all-purpose flour 520 grams,1/2 teaspoon salt 3 grams,1 1/2 cups salted butter (room temperature) 12 ounces,1 1/2 cups granulated sugar 300 grams,2 large eggs,2 teaspoons vanilla extract 10 grams,NA,Tastes of Lizzy T,https://www.tastesoflizzyt.com/cut-out-sugar-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peanut Butter Chocolate Chip Cookies,Julie Clark,Updated: 11/21/2024,4.84,12,Cookies,American,"bake sale recipes, chocolate chip cookies, EASY COOKIE RECIPE, peanut butter cookies",15 minutes,10 minutes,NA,25 minutes,30,7,"In a mixing bowl, cream the butter, peanut butter and sugars. Add vanilla and mix. Add the eggs, one at a time, beating well after each addition.
In a separate bowl, mix the flour, baking soda and salt. Add to mixture in mixing bowl and mix until well combined.
Mix in chocolate chips.
Use a large cookie scoop (or whatever size scoop you’d like!) scoop the dough onto a non-stick baking mat.
Use the tins of a fork to make a criss-cross pattern, pressing down into the cookie dough. Sprinkle extra white sugar on the tops of the cookies. Refrigerate the cookies for 30 minutes.
Bake the cookies at 375 degrees for 9-10 minutes. If you like cookies to be soft, be sure not to overbake them. They shouldn’t be browned at all.
Store in an airtight container.",11,1 cup salted butter (softened) 8 ounces,1 cup creamy peanut butter 240 grams,1 cup granulated sugar 200 grams,1 cup packed brown sugar 215 grams,1 teaspoon vanilla extract,3 large eggs,4 cups all-purpose flour 520 grams,Tastes of Lizzy T,https://www.tastesoflizzyt.com/peanut-butter-chocolate-chip-cookies/,2 teaspoons baking soda 10 grams,1/4 teaspoon salt,2 cups semi-sweet chocolate chips,1/4 cup granulated sugar for sprinkling,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bourbon Balls,Julie Clark,Updated: 7/26/2019,5,1,Cookies,American,NA,15 minutes,NA,NA,15 minutes,36,5,"In a medium bowl, mix together the vanilla wafer crumbs, cocoa, 1 cup of powdered sugar and pecans.
Add the corn syrup and bourbon. Mix well.
Shape into 1 inch balls and roll in powdered sugar.
Store in an airtight container for at least 12 hours before serving.
These will keep for 4-5 weeks at room temperature.",7,2 cups crushed vanilla wafers,2 tablespoons cocoa powder,1 cup powdered sugar,1 cup finely chopped pecans,2 tablespoons white corn syrup,1/4 cup bourbon,1/2 cup powdered sugar (for rolling),Tastes of Lizzy T,https://www.tastesoflizzyt.com/bourbon-balls/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mexican Wedding Cookies,Julie Clark,Updated: 9/28/2024,4.74,71,Cookies,American,"christmas cookies, easy cookie recipes, powdered sugar cookies, shortbread cookies, snowballs",10 minutes,9 minutes,NA,19 minutes,36,8,"In the bowl of a stand mixer, cream the butter and powdered sugar for 1-2 minutes. 1 cup salted butter, ½ cup powdered sugar
Add the flour, vanilla, salt and chopped pecans. Mix well again. 2 cups all-purpose flour, 2 teaspoons vanilla extract, ¼ teaspoon salt, ¾ cup finely chopped pecans
Chill the dough for at least 2 hours.
Preheat the oven to 400ºF.
Roll the dough into 1-inch balls. Place on a parchment paper lined baking sheet. These cookies will not rise or flatten, so they can be placed relatively close together.
Bake for about 10-12 minutes. Don't allow the balls to brown. This will ensure they cookies are buttery soft!
Immediately roll the cookie balls in powdered sugar and place on wire racks to cool. 1 cup powdered sugar
Allow the cookies to cool completely and then roll them in powdered sugar again.",7,"1 cup salted butter room temperature, 8 ounces",1/2 cup powdered sugar 65 grams,2 cups all-purpose flour 260 grams,2 teaspoons vanilla extract 10 grams,1/4 teaspoon salt 1 gram,3/4 cup finely chopped pecans 98 grams,"1 cup powdered sugar for rolling, 130 grams",Tastes of Lizzy T,https://www.tastesoflizzyt.com/mexican-wedding-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peanut Butter Thumbprint Cookies with Nutella® Hazelnut Spread,Julie Clark,Updated: 1/17/2026,4.67,3,Dessert Recipes,American,NA,20 minutes,7 minutes,NA,27 minutes,72,8,"In a mixing bowl, cream the butter, peanut butter and sugars. Add vanilla and mix. Add the eggs, one at a time, beating well after each addition.
In a separate bowl, mix the flour, baking soda and salt. Add to mixture in mixing bowl and mix until well combined.
Use a cookie scoop to measure out the cookie dough and roll the dough into 1 ½ inch balls. 
Roll the cookie dough balls in the white sugar.
Place the dough balls on a non-stick baking mat and refrigerate the cookies for 30 minutes.
Bake the cookies at 375 degrees for 7 minutes. If you like cookies to be soft, be sure not to overbake them. They shouldn't be browned at all.
After the cookies cool, put the Nutella® in a piping bag or into a plastic baggie. Cut about ¼ an inch off the corner and squeeze a 1 to 1 ½ tablespoons of the Nutella® hazelnut spread onto the cookies. 
Store in an airtight container.",11,1 cup butter softened,1 cup creamy peanut butter,1 cup granulated sugar,1 cup packed brown sugar,1 teaspoon vanilla extract,3 large eggs,4 cups all-purpose flour,Tastes of Lizzy T,https://www.tastesoflizzyt.com/peanut-butter-thumbprint-cookies/,2 teaspoons baking soda,1/4 teaspoon salt,1/4 cup granulated sugar for rolling,2 jars Nutella® hazelnut spread (26 ounces),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pumpkin Turtle Cookies,Julie Clark,Updated: 12/31/2023,5,1,Cookies,American,"caramel, easy cookies, easy thanksgiving dessert, pumpkin cookies, stuffed cookies",15 minutes,8 minutes,NA,23 minutes,36,8,"Preheat the oven to 375 degrees.
In a medium size bowl, cream together the sugars and butter. Add the pumpkin and mix well. Add in all of the spices, then the flour. Mix well.
Use a mini cookie scoop to place a ball of cookie dough into mini muffin pans that have been sprayed with cooking spray. You should get about 36 cookies.
Bake for 7-8 minutes. The cookie dough will be puffy and soft to the touch. Turn off the oven, remove the cookies and immediately press a Rolo in the center of each cookie.
Return the pan to the oven for just 1 minute.
Remove the pan once again and press a pecan half into the soft chocolate.
Allow the cookies to cool in the pans for 10 minutes, then remove them to a wire rack to cool completely.
Store in an airtight container.",11,1/4 cup brown sugar,1/4 cup granulated sugar,1/2 cup butter softened,1/2 cup pumpkin puree,1/4 teaspoon salt,1/2 teaspoon cinnamon,1/2 teaspoon pumpkin pie spice,Tastes of Lizzy T,https://www.tastesoflizzyt.com/pumpkin-turtle-cookies-recipe/,1/2 teaspoon baking soda,11/2 cups all-purpose flour,36 Rolo chocolate candies unwrapped,36 pecan halves,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown Butter Chocolate Chip Cookies Stuffed with Nutella,Julie Clark,Updated: 12/20/2023,5,3,Dessert Recipes,American,"easy cookies, picnic, school lunch, stuffed cookies",20 minutes,11 minutes,NA,31 minutes,24,17,"In a heavy-bottomed sauce pan, place the butter. Cook the butter over medium-low heat until frothy. Once melted and frothy, keep an eye on the butter. Cook until it turns a light brown and smells nutty. It will take awhile, about 10 minutes or so.
One the butter is warmed, remove it from the pan. Place it into a shallow container, and place in the refrigerator until cool.
In a large bowl, whisk the flour, baking soda and salt. Set aside.
In the bowl of a mixer fitted with a paddle attachment, mix the brown butter and both sugars. Beat until combined.
Add the egg, egg yolk, vanilla. Beat until combined.
With the mixer on low, slowly add the dry ingredients. Mix until just combined.
Using a spatula, mix in the chocolate chips.
Refrigerate the dough for at least 2 hours or overnight.
Place the jar of Nutella in the fridge for at least two hours in order for it to be stiff enough to stuff the cookies.
Preheat the oven to 350 degrees F
Line baking sheets with parchment paper or silicon baking mats.
Roll about 1 teaspoons worth of dough into a ball and flatten like a pancake.
Place a scant teaspoon of Nutella in the center of the disk.
Take another teaspoonful of dough and flatten into a disk, Place the second piece of dough over the Nutella, and seal the edges. Make sure that all the seams are completely sealed.
Place the cookies about 2 inches apart on the prepared pans.
Bake for 9 to 11 minutes.
Allow the baked cookies to cool on the cookie sheet for about 5 minutes, then transfer them to a cooling rack to cool completely.",11,2 1/4 cups all-purpose flour,1 1/4 teaspoon baking soda,1/2 teaspoon sea salt,1 cup unsalted butter,1 1/4 cups packed brown sugar,1/4 cup granulated sugar,1 large egg,Tastes of Lizzy T,https://www.tastesoflizzyt.com/brown-butter-chocolate-chip-cookies-stuffed-with-nutella-recipe/,1 large egg yolk,2 tsp vanilla extract,12 ounces semisweet chocolate chips,13 ounces Nutella hazelnut spread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Refrigerated Sugar Cookies,Julie Clark,Updated: 7/27/2019,4.69,16,Dessert Recipes,American,"easy sugar cookie recipe, refrigerated sugar cookies, rolled sugar cookies, slice and bake cookies",5 minutes,12 minutes,NA,17 minutes,26,16,"In a stand mixer, cream the butter and sugar together.
Add the egg and vanilla and beat on medium speed until mixed well, scraping the sides as needed.
Add the flour and nutmeg.
Mix just until combined (scraping down the sides once). Be careful not to overmix.
Form the dough into a thick log (about 8-10"" long. Press the log tightly together so that there are no air pockets in the cookie dough.
Place a long sheet of plastic wrap on the counter or table.
Place sprinkles on the plastic wrap.
Roll the cookie dough log in the sprinkles until it is completely covered, adding more as needed.
Wrap the dough in the plastic wrap and refrigerate the dough for at least 2 hours.
Heat the oven to 325 degrees.
Remove the cookie dough from the refrigerator and unwrap it.
Using a sharp knife, cut slices off the cookie dough log. Cut the slices 1/4"" thick or a little less.
Place the cookie dough slices on a baking sheet with a silicone mat (or lightly grease the cookie sheet).
Bake for 10-12 minutes, or just until the cookies are set. Don't allow them to brown.
Allow the cookies to cool for 3-5 minutes on the baking sheet, then remove them to wire racks to cool completely.
Store in an airtight container.",7,3/4 cup salted butter softened,3/4 cup granulated white sugar,1 large egg,1 teaspoons vanilla,2 cups all purpose flour,Dash of nutmeg,Sprinkles,Tastes of Lizzy T,https://www.tastesoflizzyt.com/refrigerated-sugar-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
