title,author,datelisted,rating,ratingnum,category,preptime,cooktime,customtime,totaltime,servings,numberofsteps,actualsteps,totalingredients,ingredient1,ingredient2,ingredient3,source,link,ingredient4,ingredient5,ingredient6,ingredient7,ingredient8,ingredient9,ingredient10,ingredient11,ingredient12,ingredient13,ingredient14,ingredient15,ingredient16,ingredient17,ingredient18,ingredient19,ingredient20,ingredient21,ingredient22,ingredient23,ingredient24,ingredient25,ingredient26,ingredient27,ingredient28
2 Ingredient Healthy Chocolate Cookies,Jennifer Lee,"by Jennifer Lee on Feb 23, 2021 (updated Aug 11, 2021)",4.50,4,NA,15 minutes,10 minutes,NA,25 minutes,6 cookies,6,"Line a large baking sheet with parchment paper or silicone baking mat.
In a medium bowl, soak dates in warm water for 10-15 minutes to soften. Then drain from water.
Place dates into a food processor and pulse until a paste forms. Add in 3 tbsp of cocoa powder. Pulse again until a dough ball forms and cocoa powder is evenly mixed in. Taste and decide if you want to add an additional 1 tbsp of cocoa powder. Adding more cocoa powder will make the chocolate flavor richer but also a little more bitter. It will be closer to a dark chocolate flavor. If you add the additional cocoa powder, pulse again until evenly mixed. If your dough appears to be too dry or too firm, add ½-1 tbsp of water and pulse again.
Scoop 1 tbsp dough balls. Place onto prepared baking sheet, spaced 2 inches apart. Using the palm of your hand or the back of a spoon, flatten the dough balls into round disks about ¼ inch thick.
No Bake version: You can eat the cookies as is, or you can place them into the refrigerator for about one hour. Placing them in the fridge will let them firm up a little more and dry the surface, making them easier to hold.
Baked version: Preheat oven to 350°F. Bake cookies for 10-12 minutes. The cookies will not change much during baking. The purpose of the baking is just to let the flavors develop better and make them firmer.",2,"▢ 8 medjool dates, approx 149 grams, pitted",▢ 3-4 tbsp unsweetened cocoa powder,NA,Kirbie's Cravings,https://kirbiecravings.com/2-ingredient-healthy-chocolate-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 Ingredient Healthy Peanut Butter Cookies,Jennifer Lee,"by Jennifer Lee on Feb 16, 2021 (updated May 10, 2022)",4.93,28,NA,10 minutes,10 minutes,NA,20 minutes,12 cookies,4,"Preheat oven to 350°F. Line a large baking sheet with parchment paper or silicone baking mat.
In a medium bowl, stir together peanut butter and maple syrup with a spatula. At first your batter will be very liquidy, but as you continue to mix the maple syrup into the peanut butter you will see your batter thicken and resemble cookie dough. Your dough will not be as thick and solid as typical cookie dough but it should be firm enough for you to scoop up with your cookie scoop and shape with your hands. See notes section about potentially making the cookies sweeter.
Using a 1.5 tbsp cookie scooper, scoop cookie dough and place onto prepared baking sheet, spaced 2 inches apart. Using the palm of your hand, flatten cookie dough into a round disk. Make criss-cross patten on surface of each cookie using a fork.
Bake cookies about 10-12 minutes or until surface of cookies look dry and cooked. Do not worry if the cookies still feel soft. They will firm up after they cool. Let cookies cool completely on baking sheet to allow them to set. Do not attempt to remove cookies before they are cool because they will fall apart. Once cookies are cooled and set, they should easily come off your parchment paper or silicone mat. Store cookies in an airtight container at room temperature.",2,"▢ 1 cup creamy natural unsweetened peanut butter, must use natural peanut butter (see note)",▢ 2 tbsp maple syrup,NA,Kirbie's Cravings,https://kirbiecravings.com/2-ingredient-healthy-peanut-butter-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 Ingredient Healthy No Bake Cookies,Jennifer Lee,"by Jennifer Lee on Jan 12, 2021 (updated Jun 11, 2021)",4.34,3,NA,15 minutes,NA,NA,15 minutes,8 cookies,4,"Line a baking sheet with parchment paper.
Drain dates from water and place into food processor. Pulse until they become a thick sticky paste.
Add in peanut butter and mix until ingredients are completely combined and mixture forms a cookie dough ball. If your mixture is too wet and still like a paste, add about 1/2 tbsp of water and pulse again until thickened to dough consistency.
Use a 1.5 tbsp cookie scoop and scoop out dough balls. Roll dough ball between palms to further compact the dough. Use the back of a spoon or the palm of your hand to press down on dough ball and form a thick round disk. Use a fork to make criss-cross indents on surface of cookies. Repeat with remaining dough balls. You can eat cookies right away or place into fridge for about 1 hour to firm up more. Uneaten cookies should be stored in an airtight container in the fridge or at room temperature.",2,"▢ 1/2 cup creamy natural peanut butter, unsweetened","▢ scant 1/2 cup (75 grams or approximately 3 extra large) pitted medjool dates, soaked in warm water for 30 minutes (see notes)",NA,Kirbie's Cravings,https://kirbiecravings.com/2-ingredient-healthy-no-bake-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 Ingredient Healthy Applesauce Oatmeal Cookies,Jennifer Lee,"by Jennifer Lee on Jan 5, 2021 (updated May 13, 2022)",4.65,28,NA,5 minutes,13 minutes,NA,18 minutes,9 cookies,4,"Preheat oven to 350°F. Line a baking sheet with silicone baking mat or parchment paper.
In a large bowl, add applesauce and oats. Mix with a spoon until evenly combined and all oats are moistened. Stir in mix-ins (you can add them onto the cookies right before baking instead for a prettier presentation. See notes for more details).
Use a 1.5 tbsp cookie scoop and scoop dough balls, placing them onto prepared baking sheet, spaced 2 inches apart. Using the back of your spoon or the palm of your hand, press down on dough balls to form thick round disks (about 3/8 inch thick). The cookies will not spread or change shape during baking so shape them as needed until they are how you want them to be.
Bake cookies about 13-15 minutes or until they are set. If you are unsure if the cookies are set, use a cookie spatula and try to lift a cookie off of the baking sheet. You should be able to lift the cookie off of the sheet in one piece when they are done. Let cookies cool before removing and eating. Store cookies in airtight container at room temperature for 1-2 days or in the fridge or freezer for longer.",3,▢ 1/2 cup (4 oz) unsweetened applesauce,▢ 1 cup quick oats,"▢ 1/2 cup mix-ins of your choice, chopped dried fruit, chocolate chips, etc",Kirbie's Cravings,https://kirbiecravings.com/healthy-applesauce-oatmeal-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 Ingredient Banana Bread Cookies,Jennifer Lee,"by Jennifer Lee on Dec 29, 2020 (updated Feb 29, 2024)",4.89,18,NA,10 minutes,20 minutes,NA,30 minutes,11 cookies,4,"Preheat oven to 350°F. Line a baking sheet with silicone baking mat.
In a medium bowl, add banana and mash thoroughly with a spoon until it turns into a puree consistency with no chunks of banana left. Stir in almond flour until thoroughly combined and a dough forms. The dough should feel wet but not too sticky. If you touch it with your finger, the dough should not stick to it. If your dough is too sticky, you can add a little more almond flour.
Using a 1.5 tbsp cookie scoop, scoop cookie dough and place onto prepared baking sheet, spacing the dough balls 2 inches apart. Use the back of a spoon or the palm of your hand to press down gently on the dough balls until they form round disks about 3/8 inch thick.
Place cookies into oven and bake about 15-25 minutes or until the edges are golden brown. The surface of the cookies should also be slightly firm. Let cookies cool on baking sheet before removing. Cookies will be initially crispy on the outside and soft on the inside if eaten within a few hours after they are baked. After that, they will be soft and cakey all over. The cookies will be sweeter and have a stronger banana flavor the next day, similar to banana bread.",2,"▢ 1 large (approx 144 grams without peel) overripe banana, mashed to a puree consistency",▢ 1 1/2 cups (approx 134 grams) superfine blanched almond flour,NA,Kirbie's Cravings,https://kirbiecravings.com/2-ingredient-healthy-banana-bread-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 Ingredient Healthy Shortbread Cookies,Jennifer Lee,"by Jennifer Lee on December 15, 2020",5,6,NA,10 minutes,30 minutes,NA,40 minutes,18 cookies,5,"Preheat oven to 250°F. Line a large baking sheet with parchment paper.
Add almond flour to a large bowl. Add in maple syrup, one tablespoon at a time. Mix syrup with almond flour using a spoon and stir until the maple syrup is completely incorporated and has moistened all the almond flour before adding in the next tablespoon. After 2 1/2 tbsp, your dough should be clumpy but not one big lump. You will know your dough is ready if when you pinch a clump together, it stays together and doesn't fall apart. If your dough is too dry, you can add a little more maple syrup (about 1/2 tbsp). If your dough is moist enough to fully form a large dough ball, then you've added too much maple syrup and will need to add a little more almond flour.
Gather dough together and place between two sheets of parchment paper. Use a rolling pin on top of parchment paper to roll out dough. You want the dough to be between 1/8 and 1/4 inch thick.
Slice cookie dough into rectangles, approximately 1.5 inch by 2 inch. You can also use a cookie cutter to cut other shapes.
Place cookies onto prepared baking sheet. Bake 25-35 minutes (1/8 inch cookies will be done around 25 minutes and 1/4 inch will be done closer to 35 minutes) or until cookies are a light brown and the surface is firm. The cookies will firm up a little more once they are cooled but the surface of the cookies should feel firm rather than soft before you remove them from the oven. Let cookies cool completely before removing from baking sheet and eating.",2,▢ 1 cup superfine blanched almond flour,▢ 2 1/2 tbsp maple syrup,NA,Kirbie's Cravings,https://kirbiecravings.com/healthy-shortbread-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 Ingredient No Bake Healthy Cookies (Nut free),Jennifer Lee,"by Jennifer Lee on Dec 12, 2020 (updated Mar 25, 2022)",NA,NA,4 Ingredients or Less,10 minutes,NA,NA,10 minutes,12 cookies,6,"Line a cookie sheet with parchment paper.
Pulse dates in food processor until they are fully blended and the mixture becomes a sticky paste.
Add in cocoa powder. Pulse again until cocoa powder is completely incorporated into the date paste. The cocoa powder should cause your paste to break up into small clumps.
Add quick oats and pulse again until oats are completely incorporated. The mixture should still be small clumps but if you pinch the clumps together between your fingers, they should stick. If your mixture appears to be a little too dry, add 1-2 tbsp water and pulse again. Taste and adjust dough as needed. You can add a little more cocoa powder if you want a stronger chocolate flavor. If your mixture is so sticky that you can't hold and roll it, add 1-2 more tbsp oats.
Using a 1.5 tbsp cookie scoop, scoop cookie dough and release onto prepared cookie sheet. Roll each dough ball between your palms to compact it further. Place cookie balls back onto sheet, spaced about 2 inches apart. Press down on balls to form round disks/cookie shape. You can do this with the palm of your hand or the back of a spoon.
If desired, you decorate the cookies with melted unsweetened chocolate. You can drizzle it over the cookies or dip half of each cookie in the melted chocolate. Place cookies either in the fridge or freezer for chocolate to set. Store uneaten cookies in the fridge or freezer.",3,"▢ 1 cup (approx 180 grams) pitted medjool dates , 1 cup is around 10 dates",▢ 2 ½ tbsp unsweetened cocoa powder,▢ 3/4 cup quick oats,Kirbie's Cravings,https://kirbiecravings.com/no-bake-cookies-nut-free/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 Ingredient Keto Chocolate Chip Cookies,Jennifer Lee,"by Jennifer Lee on Dec 5, 2020 (updated Oct 20, 2022)",5,1,NA,10 minutes,11 minutes,NA,21 minutes,9 cookies,6,"Preheat oven to 350°F. Line a large baking sheet with silicone baking mat.
In a large bowl, add cashew butter, erythritol and egg. Stir until all ingredients are evenly mixed, no egg streaks remain and a dough forms.
Stir in half of the chocolate chips.
Using a 1.5 tbsp cookie scoop, scoop up cookie dough and place dough ball onto prepared cookie sheets, spaced about 1 1/2 inches apart.
Add a few of the remaining chocolate chips on the surface of each cookie ball. Press down on each dough ball with the palm of your hand so that it becomes a thick round disk. The cookies will not spread much during baking so your disk will be close to the final width of the cookie.
Bake cookies about 10-11 minutes or until tops and edges just start to turn a golden brown. Cookies will still be very soft but should have puffed up. Remove cookies from oven and let them cool completely on cookie sheets. Do not remove cookies before they are set because they will fall apart if you do. Cookies are best enjoyed warm. Uneaten cookies should be stored in an airtight container at room temperature and will keep for a few days.",4,"▢ 1/2 cup natural creamy cashew butter, unsweetened",▢ 1/3 cup erythritol granular,▢ 1 large egg,Kirbie's Cravings,https://kirbiecravings.com/4-ingredient-keto-chocolate-chip-cookies/,▢ 1/3 cup low carb milk chocolate chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 Ingredient Healthy No Bake Cookies,Jennifer Lee,"by Jennifer Lee on Dec 1, 2020 (updated Mar 31, 2023)",4.90,19,NA,15 minutes,NA,NA,15 minutes,10 cookies,4,"Line a cookie sheet with parchment paper.
Add almonds to food processor and pulse until nuts are very small, about the size of large crumbs. Add dates and 2 tbsp cocoa powder. Pulse until dates are fully blended and the mixture becomes sticky and clumpy. If your mixture appears to be too dry and doesn't stick together, add 1 tbsp of water and pulse again. Taste and adjust as needed. If you want a stronger chocolate flavor, add 1 more tbsp cocoa powder. If you want something sweeter, you can add more dates.
Using a 1.5 tbsp cookie scoop, scoop cookie dough and release onto prepared cookie sheet. Roll each dough ball between your palms to compact it further. Place cookie balls back onto sheet, spaced about 2 inches apart. Press down on balls to form round disks/cookie shape. If you find your dough is too sticky, place cookie balls into fridge for about 30 minutes or until dough becomes a little firmer and less sticky. If desired, you can drizzle melted chocolate over cookies. Let chocolate set before storing cookies.
Store cookies in an airtight container at either room temperature or in the fridge.",3,▢ 1/2 cup raw almonds,▢ 1 (lightly packed) cup pitted medjool dates,"▢ 2-3 tbsp unsweetened cocoa powder, or cacao powder",Kirbie's Cravings,https://kirbiecravings.com/healthy-no-bake-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 Ingredient No Bake Healthy Chocolate Cookies,Jennifer Lee,"by Jennifer Lee on November 17, 2020",4.80,5,NA,10 minutes,NA,NA,10 minutes,9 cookies,5,"Line a cookie sheet with parchment paper. Set aside.
In a large bowl, combine almond butter and cocoa powder and stir until completely blended. Do not add the maple syrup yet.
Stir in the maple syrup. Once the syrup is fully incorporated, you should see that the spread has thickened to a cookie dough-like texture that you will be able to break off and roll into balls. Taste and add a little more syrup if needed for personal taste. Don't add too much syrup (no more than an additional 1/2 to 1 tbsp) as it will make the dough too wet. You can always add chopped chocolate or chocolate chips on top if you feel the dough is not sweet enough.
Scoop 1 tbsp of dough and roll between your palms. Place onto cookie sheet and flatten into a thick disk about 1/3 inch thick. You can make the cookies thicker but you don't want them any thinner.
Place cookies into fridge to firm up. They will not firm up that much but it should be enough that you can hold the cookies without them bending out of shape. Sprinkle tops of cookies with sea salt if desired. Store remaining uneaten cookies in fridge.",4,"▢ 1/2 cup creamy natural almond butter, unsweetened and unsalted","▢ 2 tbsp unsweetened cocoa powder, dutch process or natural",▢ 2 tbsp maple syrup,Kirbie's Cravings,https://kirbiecravings.com/no-bake-healthy-chocolate-cookies/,"▢ coarse sea salt , optional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
