title,author,up_date,rating,ratingnum,comments,category,course,cuisine,preptime,cooktime,customtime,totaltime,servings,numberofsteps,actualsteps,totalingredients,ingredient1,ingredient2,ingredient3,ingredient4,ingredient5,ingredient6,ingredient7,ingredient8,ingredient9,ingredient10,ingredient11,source,link,ingredient12,ingredient13,ingredient14,ingredient15,ingredient16,ingredient17,ingredient18,ingredient19,ingredient20
Frosted Chocolate Peppermint Cookies,Kate Dean,"November 25, 2024",5,2,2 Comments,Cookies,Dessert,American,25 minutes,7 minutes,NA,32 minutes,22 cookies,14,"Preheat the oven to 375 degrees F. Line 2 baking sheets with parchment paper and set aside.
In a medium bowl, whisk together the flour, cocoa powder, baking powder, baking soda, and salt. Set aside.
In the bowl of a stand mixer, beat the sugar and butter together on medium-high speed until light and fluffy, about 3 minutes.
Mix in the egg and egg yolk and mix well, scraping down the sides of the bowl.
Add the sour cream, vanilla, and peppermint extract and beat just until combined.
Add the dry ingredients, mixing on low just until combined, scraping down the bowl a few times to make sure the dough mixes well.
Roll 1 ½ tablespoons of dough into a small ball.
Place on the prepared baking sheets, about 2 inches apart, and press it down until it is ¼ to ½-inch thick.
Continue with the rest of the dough.
Bake for 7-12 minutes, then immediately transfer the cookies to a wire rack to cool completely.
To make the frosting, beat the butter, peppermint extract, and vanilla together.
Sift in the powdered sugar and cocoa powder and beat until well incorporated and smooth.
Add in heavy cream and mix until well-combined.
Once the cookies have cooled completely, frost each cookie and top with crushed peppermint candies.",19,▢ 3 cups sifted all-purpose flour,▢ ½ cup sifted unsweetened cocoa powder,▢ ½ teaspoon baking powder,▢ ½ teaspoon baking soda,▢ ¼ teaspoon salt,▢ 1 cup granulated sugar,▢ ½ cup butter softened,▢ 1 large egg at room temperature,▢ 1 egg yolk at room temperature,▢ ¾ cup sour cream at room temperature,▢ 1 teaspoon vanilla extract,I Heart Eating,https://www.ihearteating.com/frosted-chocolate-peppermint-cookies/,▢ ¾ teaspoon peppermint extract,▢ ½ cup butter at room temperature,▢ 1 teaspoon peppermint extract,▢ ½ teaspoon vanilla extract,▢ 1 ½ cups powdered sugar,▢ ¼ cup unsweetened cocoa powder sifted,▢ 1 ½ tablespoons heavy cream,▢ ¾ cup crushed peppermint candies or candy canes,NA
Apple Pie Cookies,Kate Dean,"September 1, 2025",5,3,2 Comments,Desserts,Dessert,American,25 minutes,33 minutes,NA,58 minutes,11 cookies,28,"In a large bowl, cut the butter into the flour and salt.
Cut in until you have pebbles-sized pieces.
Add in the water a little at a time until it's combined. You may need to add additional cold water to make the dough the correct consistency.
Divide the dough into two even balls of dough. Be sure to add some flour to your counter beforehand, so it doesn’t stick.
Flour a sheet of parchment paper on a work surface.
Roll the pastry dough out to about 1/4″ thick.
Repeat with the other ball of dough.
Cover the dough and chill.
In a large bowl, combine the apples with the sugar, cornstarch, apple juice, lemon juice, cinnamon, and nutmeg.
In a large skillet, melt the butter over medium-high heat.
Once melted, add in the apple mixture and cook, stirring regularly, for about 8 – 10 minutes, or until the apples have softened.
Remove from heat.
Stir in the vanilla extract. Set aside.
Once the dough has chilled, remove one tray from the fridge.
Cut the dough into circles using a 3-inch cookie cutter.
Transfer the dough circles to baking sheets lined with parchment paper, spacing each about two inches apart.
Remove the second tray from the fridge.
Cut the dough into thin strips that are about 4 inches long. You will need 6 strips per pie.
Once you have your circles and lattice cut, preheat the oven to 375F.
Spread about 1/2 tablespoon of caramel onto the center of each of the circles. Covering about the size of a quarter in the middle.
Add 1 ½ tablespoons of the apple mixture on top of the caramel and in the center.
Arrange the lattice tops over each disk by placing three strips horizontally with a small space in between each strip.
Add three strips vertically over the horizontal strips, pressing the edges a little bit so they stick to the bottom dough.
To make the egg wash, beat the egg with the water in a small bowl.
Brush each lattice with egg wash.
Mix your sugar and cinnamon, and sprinkle on top of each of the pies.
Bake for about 25 – 30 minutes, or until the dough is golden brown.
Remove from the oven and serve warm.",18,▢ 4 cups all-purpose flour,▢ 1 ½ cups cold butter,▢ 6 tablespoons cold water,▢ 1 teaspoon salt,▢ 1 ½ pounds baking apples peeled and in small dice,▢ ½ cup granulated sugar,▢ 2 tablespoons cornstarch,▢ 3 tablespoons apple juice,▢ 1 tablespoon fresh lemon juice,▢ 1 teaspoon ground cinnamon,▢ ¼ teaspoon ground nutmeg,I Heart Eating,https://www.ihearteating.com/apple-pie-cookies/,▢ 2 tablespoons butter,▢ ½ teaspoon vanilla extract,▢ 6 tablespoons spreadable caramel or thick caramel topping,▢ 1 large egg,▢ 1 tablespoon water,▢ 2 tablespoons granulated sugar,▢ ¼ teaspoon ground cinnamon,NA,NA
Pumpkin Snickerdoodles,Kate Dean,"August 29, 2025",5,19,20 Comments,Fall Recipes,Dessert,American,15 minutes,8 minutes,NA,48 minutes,16 cookies,13,"Preheat the oven to 350 F. Line two baking sheets with parchment paper or silicone baking mats. Set aside.
Brown the butter in a saucepan over medium heat. The butter will melt, foam, then it will turn amber golden brown. When it smells nutty, remove from heat.
Pour the browned butter and any browned bits into a large mixing bowl.
Let the butter cool to room temperature. It should take about 25 minutes depending on the temperature of your kitchen. Don't chill the butter. It needs to be about 70F, but it shouldn't be solid or chilled.
Once the butter is at room temperature, whisk in the sugars until well-combined.
Whisk in the egg yolks, vanilla, and pumpkin puree until well-combined.
Add the flour, pumpkin spice, baking soda, and salt. Stir in just until combined. Don't overmix.
In a shallow dish, stir the sugar and cinnamon together until combined.
Using a medium cookie scoop (1.5 tablespoons), scoop up the dough.
Roll each ball of dough in the cinnamon-sugar mixture.
Place the scoops of dough 2 inches apart on the prepared baking sheets.
Bake for 8-11 minutes, or until the edges are set. The centers should look soft and slightly underdone in the cracks.
Let the cookies cool for about 10 minutes before removing to a wire cooling rack to finish cooling.",12,▢ 1 cup butter,▢ ⅔ cup brown sugar packed,▢ ½ cup granulated sugar,▢ ½ cup canned pumpkin purée,▢ 2 large egg yolks,▢ 1 teaspoon vanilla extract,▢ 1 ¾ cups all-purpose flour,▢ 2 teaspoons pumpkin spice,▢ 1 teaspoon baking soda,▢ ¼ teaspoon salt,▢ 1/4 cup granulated sugar,I Heart Eating,https://www.ihearteating.com/pumpkin-snickerdoodles/,▢ ½ teaspoon cinnamon,NA,NA,NA,NA,NA,NA,NA,NA
Pizookie Recipe,Kate Dean,"August 29, 2022",5,5,4 Comments,Cookies,Dessert,American,15 minutes,30 minutes,NA,45 minutes,10 servings,12,"Preheat oven to 350°F.
Add butter to a 12-inch cast-iron skillet and melt the butter while the oven preheats.
Meanwhile, in a large bowl, stir together brown sugar and granulated sugar.
When butter is almost melted, carefully remove skillet from oven and whisk butter until completely melted.
Pour the butter over the sugar mixture and whisk until well-combined.
Let the butter mixture rest for 5 minutes.
Mix in eggs and vanilla.
Add flour, baking soda, and salt, and stir in just until combined.
Stir in chocolate chips.
Spread mixture into buttered skillet.
Bake until toothpick inserted in center comes out with a few moist crumbs and the top is golden brown, about 30-40 minutes.
Serve warm.",9,▢ 1 cup butter,▢ 1 ¼ cups brown sugar packed,▢ ¾ cup granulated sugar,▢ 2 large eggs at room temperature,▢ 1 teaspoon vanilla extract,▢ 2 ½ cups all-purpose flour,▢ 1 ½ teaspoons baking soda,▢ ¼ teaspoon salt,▢ 1 cup semisweet chocolate chips,NA,NA,I Heart Eating,https://www.ihearteating.com/easy-homemade-pizookie-recipe/,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mummy Sugar Cookies,Kate Dean,"August 24, 2022",5,3,2 Comments,Cookies,Dessert,American,30 minutes,12 minutes,NA,12 minutes,36 cookies,20,"Mix butter and sugar in a stand mixer fitted with a paddle attachment or in a large bowl with an electric hand mixer on low speed for 30 seconds.
Increase speed to medium and beat until well combined and creamy, about 2-3 minutes.
Add the egg and vanilla and mix in until combined.
Whisk the flour, cornstarch, and salt together in a separate medium bowl.
Add the flour mixture to the wet ingredients little by little and mix in until just combined.
Roll the dough into a rectangle that is 1/4” inch thick on a lightly powdered sugar-covered work surface. Wrap tightly in plastic wrap and place the dough in the refrigerator for 30 minutes.
Toward the end of the chilling time, preheat the oven to 350 F.
Line two large cookie sheets with parchment paper or silicone baking mats. Set aside.
Unwrap the dough and place on a work surface that’s lightly dusted with powdered sugar.
Cut the dough into circles using a round cookie cutter and place them on a baking sheet.
Bake for 12-15 minutes, or until the edges are just beginning to turn golden brown.
Let them cool for at least an hour. They must be completely cool before you add the icing.
To make the royal icing, beat the powdered sugar, flavor extract, water, and meringue powder in a stand mixer or in a large bowl with an electric hand mixer until it’s fluffy and has stiff peaks, about 4 to 5 minutes.
Check the consistency of your icing. If it's too thick add more water a little at a time. For these cookies, the icing should be a medium consistency. It should take about 15 seconds to disappear. This should work for flooding and details and should not be runny so it doesn't run through the icing dam. Medium royal icing is slightly thinner than piping icing.
Once you have the consistency you want, place it into a piping bag or a plastic baggie. If you are using a piping bag, seal it with a knot or with a rubber band.
Cut a tiny edge of the bottom of the bag to use.
Outline each cookie with the icing and continue making a spiral inwards.
Immediately use a toothpick or a similar tool to smooth the icing out.
Place the eyes on the cookie. Allow the icing to set before adding the lines.
Once the icing has set, drizzle each cookie with a bit of icing to make it look like the mummy wrapping. Be careful not to cover the eyes.",11,▢ 1 cup butter at cool room temperature,▢ 1 cup powdered sugar,▢ 1 large egg,▢ 2 teaspoons vanilla extract,▢ 3 ½ cups all-purpose flour,▢ ⅓ cup cornstarch,▢ ½ teaspoon salt,▢ 1 ½ cups powdered sugar,▢ 2 ¼ tablespoons warm water,▢ 1 tablespoon meringue powder,▢ ¼ teaspoon clear flavor extract,I Heart Eating,https://www.ihearteating.com/mummy-sugar-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chocolate Dirt Cake Cookies,Kate Dean,"January 18, 2023",5,2,Leave a comment,Cookies,Dessert,American,25 minutes,12 minutes,NA,37 minutes,18 cookies,14,"Preheat the oven to 350F. Line baking sheets with parchment paper or silicone baking mats.
Beat butter and sugars together until well-combined, about 2-3 minutes.
Mix in the eggs one at a time, scraping down the bowl as needed.
Add vanilla extract, and mix to combine.
Add the cocoa powder, flour, salt and baking powder; mix until just incorporated.
Add the Oreo cookies to a food processor or blender and process until crumbs form.
Pour the crumbs into a shallow dish.
Scoop dough in 3 tablespoon scoops.
Roll each scoop of dough into a ball and then roll the cookie dough into the Oreo cookie crumbs.
Place on baking sheet about 2 inches apart.
Bake about 12 minutes. The cookie should be done at the edges but should look soft and slightly underdone in the centers.
Let cool on the baking sheets 5 minutes, and then transfer to a wire rack to cool completely.
Once the cookies have finished cooling, frost with chocolate buttercream frosting.
Top each cookie with a gummy worm.",16,▢ 1 cup cold unsalted butter cut into small cubes,▢ ¾ cup granulated sugar,▢ ½ cup brown sugar packed,▢ 2 large eggs,▢ 1 teaspoon vanilla extract,▢ ½ cup unsweetened cocoa powder,▢ 2 ¼ cups all-purpose flour,▢ ½ teaspoon salt,▢ 1 teaspoon baking powder,▢ 20 Oreo cookies,▢ 1 cup butter,I Heart Eating,https://www.ihearteating.com/chocolate-dirt-cake-cookies/,▢ 3 ½ cups powdered sugar,▢ ½ cup cocoa powder,▢ 1 teaspoon vanilla extract,▢ 2-3 tablespoons heavy cream,▢ 18 Gummy worms,NA,NA,NA,NA
Haystack Cookies,Kate Dean,"May 21, 2025",5,3,2 Comments,Cookies,Dessert,American,10 minutes,1 minute,NA,11 minutes,30 cookies,11,"Line 2 baking sheets with silicone baking mats or parchment paper. Set aside.
Roughly chop peanuts. Set aside.
Add butterscotch chips and peanut butter to a large microwave-safe bowl.
Microwave for 30 seconds.
Stir.
Continue microwaving in 15-second intervals, stirring after each interval, until the butterscotch/peanut butter mixture is completely melted.
Stir until well-combined.
Add the chopped peanuts and the chow mein noodles.
Fold the nuts and noodles are coated and everything is well-combined.
Scoop 2 heaping tablespoon portions of the mixture onto the baking sheets, about 20 per sheet.
Let the cookies set up at room temperature for about 30 minutes or 20 minutes in the refrigerator.",4,▢ ½ cup dry-roasted salted peanuts,▢ 11 ounce bag butterscotch chips,▢ 1 cup creamy peanut butter not natural,▢ 12 ounce bag crunchy chow mein noodles like La Choy,NA,NA,NA,NA,NA,NA,NA,I Heart Eating,https://www.ihearteating.com/haystack-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA
Red White and Blue M&M Cookies,Kate Dean,"May 21, 2025",5,1,2 Comments,Cookies,Dessert,American,12 minutes,8 minutes,NA,20 minutes,22 cookies,9,"Preheat the oven to 350 F. Line baking sheets with parchment paper or a silicone baking mat. Set aside.
Microwave the butter in a large microwave-safe bowl for about 40 seconds. Butter should be about 80% melted. Whisk until completely melted.
Add the sugars and mix until well-combined.
Stir in vanilla and egg until incorporated.
Add the flour, baking soda, and salt. Please read the recipe note about properly measuring flour.
Mix dough until just combined. Dough should be soft and a little sticky but not overly sticky.
Stir in M&M’s and mini chocolate chips.
Scoop out 1.5 tablespoons of dough (medium cookie scoop) and place 2 inches apart on baking sheet.
Bake for 7-10 minutes, or until cookies are set. They will be puffy and still look a little underbaked in the middle.",10,▢ ½ cup butter,▢ ½ cup brown sugar,▢ ¼ cup granulated sugar,▢ 1 teaspoon vanilla extract,▢ 1 large egg,▢ 1 ½ cups all-purpose flour properly measured,▢ ½ teaspoon baking soda,▢ ¼ teaspoon salt,▢ ½ cup red white and blue M&Ms,▢ ¼ cup mini semisweet chocolate chips,NA,I Heart Eating,https://www.ihearteating.com/red-white-and-blue-mm-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chocolate Chip Zucchini Cookies,Kate Dean,"May 24, 2025",5,4,2 Comments,Cookies,Dessert,American,15 minutes,10 minutes,NA,25 minutes,36 cookies,9,"Preheat oven to 350° F. Line baking sheets with parchment paper or silicone baking mats. Set aside.
In a large bowl, beat butter and sugars until well combined.
Add egg and vanilla extract and mix until well-combined.
Add zucchini and mix in until combined.
Add the flour, cinnamon, baking soda, and salt. Stir in just until combined.
Stir in oats, chocolate chips, and nuts, if using.
Drop by rounded teaspoon 2 inches apart on the prepared baking sheets.
Bake for 10-15 minutes, or until light golden brown around edges.
Cool on baking sheets for 5 minutes and then remove to wire rack to cool completely.",13,▢ ½ cup butter softened,▢ ½ cup granulated sugar,▢ ¼ cup brown sugar packed,▢ 1 large egg,▢ ½ teaspoon vanilla extract,"▢ 1 ¼ cups shredded zucchini 1 medium, squeezed",▢ 1 ½ cups all-purpose flour,▢ ½ teaspoon ground cinnamon,▢ ½ teaspoon baking soda,▢ ½ teaspoon salt,▢ 1 ¼ cups quick oats,I Heart Eating,https://www.ihearteating.com/chocolate-chip-zucchini-cookies/,▢ 1 cup chocolate chips,▢ ½ cup chopped pecans optional,NA,NA,NA,NA,NA,NA,NA
Alfajores,Kate Dean,"April 25, 2022",5,2,Leave a comment,Cookies,Dessert,Latin American,15 minutes,12 minutes,NA,57 minutes,11 sandwich cookies,17,"Add all of the dry ingredients to a stand mixer.
Mix on low just until combined.
Add in the butter and mix just until incorporated.
Mix in vanilla and egg on medium speed until the dough is combined.
Roll the dough to 1/4 inch on a baking sheet.
Covern and chill for at least 30 minutes.
Remove the dough from the refrigerator and cut out your cookies. I used a 2-1/2 inch cookie cutter.
Place the cut out dough on a baking sheet.
Bake for 12 to 15 minutes, or until the edges just beginning to turn golden brown.
Remove to a wire cooling rack, and let the cookies cool to room temperature.
Flip half of the cookies flat side up.
When you’re ready to fill the cookies, mix the dulce de leche with a spoon until it is soft and spreadable.
Fill a piping bag ¾ full with dulce de leche.
Pipe 1 ½ tablespoons of dulce de leche caramel onto each bottom cookie.
Top with another cookie and add some shredded coconut around the sides, pressing it in so that it sticks to the dulce de leche border.
Chill the cookies until the caramel has set up.
Serve and enjoy!",8,▢ ½ cup powdered sugar,▢ 2 cups all-purpose flour,▢ ¼ teaspoon baking powder,▢ 7 ½ tablespoons butter softened,▢ 1 large egg,▢ 1 teaspoon vanilla extract,▢ 13.4 ounce can of dulce de leche,▢ ⅓ cup of shredded coconut,NA,NA,NA,I Heart Eating,https://www.ihearteating.com/alfajores/,NA,NA,NA,NA,NA,NA,NA,NA,NA
