title,author,dateinfo,rating,ratingnum,genre,cuisine,keyword,preptime,cooktime,customtime,totaltime,servings,numberofsteps,actualsteps,totalingredients,ingredient1,ingredient2,ingredient3,ingredient4,ingredient5,source,link,ingredient6,ingredient7,ingredient8,ingredient9,ingredient10,ingredient11,ingredient12,ingredient13,ingredient14,ingredient15,ingredient16,ingredient17,ingredient18,ingredient19,ingredient20,ingredient21,ingredient22,ingredient23,ingredient24,ingredient25,ingredient26,ingredient27,ingredient28
Salted Caramel Chocolate Fudge,Becky Hardin,"Published Dec 5, 2020",4.50,60,Cookies,NA,NA,5 minutes,5 minutes,Chill: 3 hours hrs,10 minutes,50 pieces,7,"In a microwavable bowl, combine the milk chocolate chips, sweetened condensed milk, salted butter, cinnamon, salt, and nutmeg.
2 cups milk chocolate chips, ¾ cup sweetened condensed milk, ¼ cup salted butter, ½ teaspoon ground cinnamon, ½ teaspoon kosher salt, ¼ teaspoon ground nutmeg
Microwave the mixture in intervals of ten to thirty seconds or until everything is mixed smoothly together. Make sure this is done in intervals.
Once everything is melted, pour in the vanilla extract and stir until combined. Make sure you do this quickly, as the chocolate may start to harden. The mixture should be quite thick.
1 teaspoon pure vanilla extract
Quickly pour mixture into a greased and parchment-lined 8×8 inch baking pan. Set aside.
Drizzle the caramel topping over the chocolate to create caramel swirls throughout the mixture.
½ cup caramel topping
Refrigerate for 2-3 hours or until everything firms up.
Top with coarse ground salt, if desired, cut into small rectangles, and serve.
Coarse ground salt",9,▢ 2 cups milk chocolate chips 340 grams,▢ ¾ cup sweetened condensed milk 234 grams,▢ ¼ cup salted butter 57 grams (½ stick),▢ ½ teaspoon ground cinnamon,▢ ½ teaspoon kosher salt,Cookie Rookie,https://www.thecookierookie.com/salted-caramel-chocolate-fudge/,▢ ¼ teaspoon ground nutmeg,▢ 1 teaspoon pure vanilla extract 4 grams,▢ ½ cup caramel topping 160 grams,"▢ Coarse ground salt optional, for topping",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chocolate Vanilla Pinwheel Cookies,Becky Hardin,"Published Dec 4, 2020",4.62,71,Cookies,NA,NA,10 minutes,20 minutes,Chill: 1 hour hr,30 minutes,36 cookies,14,"In a medium bowl whisk together the flour, baking powder, and salt. Set aside.
3 cups all-purpose flour, 1 teaspoon baking powder, ¼ teaspoon kosher salt
In a large bowl, using a hand mixer, cream the sugar and butter together. Add the eggs and vanilla and mix well.
1½ cups granulated sugar, 1 cup unsalted butter, 2 large eggs, 1 teaspoon pure vanilla extract
Add the flour mixture to the creamed butter mixture and mix until a soft dough is formed.
Divide the dough in half.
Add the cocoa to one half of the dough and mix until combined.
¼ cup unsweetened cocoa powder
With a rolling pin, roll the chocolate dough into a rectangle about 9×14 inches, on a lightly floured board.
Repeat with the plain dough. Place the plain dough on top of the chocolate dough.
Gently roll the two doughs together to a 3/16-inch thickness. Use a sharp knife to trim the edges so that they are straight.
Beginning on the long side, roll the dough up tightly, jelly-roll style.
Wrap in parchment paper or plastic wrap and put in the freezer for 1 hour.
Line a baking sheet with parchment paper. Preheat oven to 400°F.
Cut the dough rolls into ¼-inch slices. Place the cookie slices 1 inch apart on the prepared baking sheet.
Bake 8-10 minutes, until the cookies are just set.
Immediately transfer to a wire rack to cool.",8,▢ 3 cups all-purpose flour 360 grams,▢ 1 teaspoon baking powder 4 grams,▢ ¼ teaspoon kosher salt,▢ 1½ cups granulated sugar 300 grams,"▢ 1 cup unsalted butter 226 grams, room temperature (2 sticks)",Cookie Rookie,https://www.thecookierookie.com/chocolate-vanilla-pinwheel-cookies/,"▢ 2 large eggs 100 grams, room temperature",▢ 1 teaspoon pure vanilla extract 4 grams,▢ ¼ cup unsweetened cocoa powder 21 grams,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raspberry Thumbprint Cookies Recipe,Becky Hardin,"Published Dec 2, 2020",4.74,15,Cookies,NA,NA,10 minutes,10 minutes,NA,20 minutes,24 cookies,7,"Preheat oven to 350°F. Line a baking sheet with parchment paper. Set aside.
Using a hand mixer, cream the butter, brown sugar, and powdered sugar together until light and fluffy, about 1-2 minutes
½ cup salted butter, ½ cup brown sugar, ½ cup powdered sugar
Mix in the egg yolk and vanilla
1 egg yolk, 2 teaspoons pure vanilla extract
Stir in the cinnamon, nutmeg, flour, and pecans until just combined. Don’t overmix.
1 teaspoon ground cinnamon, ½ teaspoon ground nutmeg, 1½ cups all-purpose flour, ½ cup chopped pecans
Roll the dough into balls and press a thumb or teaspoon measurer into the center of the dough to make an indentation.
Fill the indents with jam and bake for 8-10 minutes, or until just set.
½ cup raspberry jam
Let cookies sit on the baking sheet for 5 minutes before transferring to a cooling rack to finish cooling. They will still feel soft, but they will continue to harden as they finish cooling.",10,"▢ ½ cup salted butter 113 grams, room temperature (1 stick)",▢ ½ cup brown sugar 107 grams,▢ ½ cup powdered sugar 57 grams,▢ 1 egg yolk 14 grams,▢ 2 teaspoons pure vanilla extract 8 grams,Cookie Rookie,https://www.thecookierookie.com/raspberry-jam-thumbprint-cookies-recipe/,▢ 1 teaspoon ground cinnamon 3 grams,▢ ½ teaspoon ground nutmeg,▢ 1½ cups all-purpose flour 180 grams,▢ ½ cup chopped pecans 57 grams,▢ ½ cup raspberry jam 170 grams,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Movie Night Cookies,Becky Hardin,"Published Dec 1, 2020",4.63,8,Cookies,NA,NA,12 minutes,11 minutes,NA,23 minutes,30 cookies,8,"Preheat oven to 350°F. Line a baking sheet with Reynolds Kitchens Parchment Paper with SmartGrid. Set aside.
Reynolds Kitchens® Parchment Paper with SmartGrid®
In the bowl of a stand mixer fitted with the paddle attachment, beat the butter, sugar, brown sugar, peanut butter, egg, and vanilla together until fluffy.
½ cup salted butter, ½ cup granulated sugar, ½ cup light brown sugar, ½ cup creamy peanut butter, 1 large egg, ½ teaspoon pure vanilla extract
In a separate bowl, stir together flour, baking soda, and salt.
1 cup all-purpose flour, ½ teaspoon baking soda, ¼ teaspoon kosher salt
Gradually add the dry ingredients to butter mixture, beating until well blended. Stir in the two types of candies.
½ cup Reese’s Pieces Candies, ½ cup Raisinets
Drop tablespoonfuls of the mixture onto the prepared baking sheet.
Bake 10-12 minutes, until lightly browned.
Immediately after removing from the oven, carefully press 2-3 pieces of popcorn into the top of each cookie.
60-90 pieces popcorn
Place the cookies onto a wire rack to cool completely.",13,▢ Reynolds Kitchens® Parchment Paper with SmartGrid®,"▢ ½ cup salted butter 113 grams, room temperature (1 stick)",▢ ½ cup granulated sugar 100 grams,▢ ½ cup light brown sugar 107 grams,▢ ½ cup creamy peanut butter 135 grams,Cookie Rookie,https://www.thecookierookie.com/movie-night-cookies/,"▢ 1 large egg 50 grams, room temperature",▢ ½ teaspoon pure vanilla extract 2 grams,▢ 1 cup all-purpose flour 120 grams,▢ ½ teaspoon baking soda 3 grams,▢ ¼ teaspoon kosher salt,▢ ½ cup Reese’s Pieces Candies 85 grams,▢ ½ cup Raisinets 85 grams,▢ 60-90 pieces popcorn 8-11 grams,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pumpkin Chocolate Chip Cookies,Becky Hardin,"Published Sep 11, 2020",4.58,35,Cookies,NA,NA,10 minutes,10 minutes,NA,20 minutes,36 cookies,8,"Preheat oven to 350°F and line 2 baking sheets with parchment paper. Set aside.
Whisk the flour, baking soda, baking powder, pie spice, and salt together in a large mixing bowl. Set aside.
2 cups all-purpose flour, 1½ teaspoon baking soda, 1 teaspoon baking powder, 2 teaspoons pumpkin pie spice, 1 teaspoon kosher salt
Using a hand mixer, beat the butter and both sugars together until light and fluffy.
½ cup salted butter, 1 cup brown sugar, ¼ cup granulated sugar
Add the eggs, pumpkin puree, and vanilla extract. Beat until smooth and everything is well incorporated.
2 large eggs, ¾ cup pumpkin puree, 1 teaspoon pure vanilla extract
Slowly add the dry ingredients as you mix until just combined. Fold in the chocolate chips.
2 cups chocolate chips
Drop 2-tablespoon-sized portions of dough onto the prepared baking sheets about 1½ inches apart (I used a cookie scoop for this step).
Bake for 9-10 minutes, or until lightly browned on the edges.
Set the cookies aside to cool for 5 minutes before transferring to a wire rack to finish cooling.",12,▢ 2 cups all-purpose flour 240 grams,▢ 1½ teaspoon baking soda 9 grams,▢ 1 teaspoon baking powder 4 grams,▢ 2 teaspoons pumpkin pie spice 6 grams,▢ 1 teaspoon kosher salt 3 grams,Cookie Rookie,https://www.thecookierookie.com/pumpkin-chocolate-chip-cookies/,"▢ ½ cup salted butter 113 grams, room temperature (1 stick)",▢ 1 cup brown sugar 213 grams,▢ ¼ cup granulated sugar 50 grams,"▢ 2 large eggs 100 grams, room temperature",▢ ¾ cup pumpkin puree 170 grams (⅖ can) – NOT pumpkin pie filling!,▢ 1 teaspoon pure vanilla extract 4 grams,▢ 2 cups chocolate chips 340 grams,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cookie Dough Dip,Becky Hardin,"Published Sep 2, 2020",4.57,201,Cookies,NA,NA,5 minutes,NA,NA,5 minutes,8 people,3,"In the bowl of a stand mixer fitted with the paddle attachment, beat the butter, cream cheese, sugars, vanilla, and salt on low until smooth, about 2-4 minutes.
½ cup unsalted butter, 8 ounces cream cheese, ¼ cup powdered sugar, ¼ cup brown sugar, 1 teaspoon pure vanilla extract, ¼ teaspoon kosher salt
Fold in the mini chocolate chips until evenly distributed in the dip.
1 cup semisweet mini chocolate chips
Serve with dippers like pretzels, green apples or chocolate graham crackers, waffle cones, or get really wild and try a sweet and salty combo with corn chip dippers!",7,"▢ ½ cup unsalted butter 113 grams, room temperature (1 stick)","▢ 8 ounces cream cheese 227 grams, room temperature (1 brick)",▢ ¼ cup powdered sugar 28 grams,▢ ¼ cup brown sugar 53 grams,▢ 1 teaspoon pure vanilla extract 4 grams,Cookie Rookie,https://www.thecookierookie.com/cookie-dough-dip-recipe/,▢ ¼ teaspoon kosher salt,▢ 1 cup semisweet mini chocolate chips 177 grams,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oreo Rice Krispie Treats Recipe,Becky Hardin,"Published Aug 21, 2020",4.84,18,Cookies,NA,NA,5 minutes,7 minutes,NA,12 minutes,20 treats,6,"Melt the butter in a medium-sized pot over low heat.
6 tablespoons salted butter
Add in half of the marshmallows. Continue to cook on low heat for a few minutes or until melted, while stirring frequently.
16 ounces mini marshmallows
Pour the cereal and vanilla over the marshmallow and butter mixture and stir until almost completely combined.
5 cups Rice Krispies cereal, 1 teaspoon pure vanilla extract
Take off heat and fold in chopped Oreos and second half of marshmallows until equally distributed throughout the mixture. You don’t want to completely melt the second half of the marshmallows.
16 Oreo cookies
Pour into a parchment-lined or greased 9×13-inch baking pan and gently press until it reaches the edges.
Set the treats aside to cool completely before slicing into bars and serving.",5,▢ 6 tablespoons salted butter 85 grams (¾ stick),"▢ 16 ounces mini marshmallows 454 grams, divided",▢ 5 cups Rice Krispies cereal 140 grams,▢ 1 teaspoon pure vanilla extract 4 grams,"▢ 16 Oreo cookies 181 grams, roughly chopped",Cookie Rookie,https://www.thecookierookie.com/oreo-rice-krispie-treats-recipe/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Soft Sugar Cookies Recipe,Becky Hardin,"Published Aug 19, 2020",4.59,17,Cookies,NA,NA,15 minutes,10 minutes,NA,25 minutes,26 cookies,11,"Preheat oven to 375°F. Line a baking sheet with parchment paper. Set aside.
Whisk the flour, baking soda, and baking powder together in a bowl. Set aside.
2¼ cups all-purpose flour, 1 teaspoon baking soda, ½ teaspoon baking powder
Using a hand mixer, cream the butter, ½ cup granulated sugar, and brown sugar together on medium speed until light and fluffy.
¾ cup salted butter, ¾ cup granulated sugar, ½ cup brown sugar
Add the egg, lemon zest, and vanilla extract. Mix until well incorporated.
1 large egg, ¼ teaspoon lemon zest, 1 teaspoon pure vanilla extract
Continue to mix as you slowly add the dry ingredients until a dough forms. The dough should be thick but not sticky.
Add about ¼ cup of granulated sugar to a shallow bowl.
Scoop up the dough and roll the cookie dough into 2-inch balls.
Lightly roll each ball of dough in the ¼ cup granulated sugar and place onto the prepared baking sheet.
Bake for 8-10 minutes, or until the cookies just start to turn golden brown at the edges. The center of each cookie will look soft with cracks formed on the top.
Let the cookies cool for 5 minutes before transferring to a cooling rack.
When cooled, frost cookie and add on sprinkles, optional.
Pre-prepared frosting, Sprinkles",11,▢ 2¼ cups all-purpose flour 270 grams,▢ 1 teaspoon baking soda 6 grams,▢ ½ teaspoon baking powder 2 grams,"▢ ¾ cup salted butter 170 grams, room temperature (1½ sticks)","▢ ¾ cup granulated sugar 150 grams, divided",Cookie Rookie,https://www.thecookierookie.com/soft-sugar-cookies-recipe/,▢ ½ cup brown sugar 107 grams,"▢ 1 large egg 50 grams, room temperature",▢ ¼ teaspoon lemon zest,▢ 1 teaspoon pure vanilla extract 4 grams,▢ Pre-prepared frosting optional,▢ Sprinkles optional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chocolate Chip Peanut Butter Blondies,Becky Hardin,"Published Jun 3, 2020",4.60,35,Cookies,NA,NA,10 minutes,25 minutes,NA,35 minutes,12 bars,8,"Adjust oven rack to middle position and preheat oven to 350°F. Spray an 8×8-inch square baking pan with nonstick cooking spray.
In a medium mixing bowl, whisk the flour, salts, and baking soda together. Set aside.
1 cup all-purpose flour, 1 teaspoon kosher salt, ¼ teaspoon coarse sea salt, ¼ teaspoon baking soda
In a heavy, large saucepan set over low heat, melt butter. Remove from heat and add brown sugars.
½ cup unsalted butter, ½ cup dark brown sugar, ¾ cup light brown sugar
Cool mixture for 2 minutes and add eggs and vanilla; whisk until smooth.
2 large eggs, 1 teaspoon pure vanilla extract
Use a rubber spatula to stir in the flour mixture and half of the chocolate and the peanut butter chips. Also, add half of the peanuts, if using.
½ cup milk chocolate chips, ½ cup peanut butter chips, ½ cup salted honey roasted peanuts
Spread batter evenly in the prepared pan and sprinkle with the remaining chips and peanuts.
Bake at 350°F for 25-35 minutes or until a toothpick inserted in the center comes out clean – the edges should just begin to pull away from the sides of the pan.
Transfer the Blondies to a cooling rack and leave in the pan to cool completely.",12,▢ 1 cup all-purpose flour 120 grams,▢ 1 teaspoon kosher salt 3 grams,▢ ¼ teaspoon coarse sea salt,▢ ¼ teaspoon baking soda,▢ ½ cup unsalted butter 113 grams (1 stick),Cookie Rookie,https://www.thecookierookie.com/chocolate-chip-peanut-butter-blondies/,▢ ½ cup dark brown sugar 107 grams,▢ ¾ cup light brown sugar 160 grams,▢ 2 large eggs 100 grams,▢ 1 teaspoon pure vanilla extract 4 grams,"▢ ½ cup milk chocolate chips 85 grams, divided","▢ ½ cup peanut butter chips 85 grams, divided","▢ ½ cup salted honey roasted peanuts 71 grams, divided",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Copycat Pepperidge Farm Milano Slices Cookies (Chocolate Peppermint),Becky Hardin,"Published Dec 18, 2019",4.58,19,Cookies,NA,NA,15 minutes,20 minutes,chill: 30 minutes mins,35 minutes,48 cookies,15,"In a small bowl, combine the baking soda and vinegar. Stir until baking soda is dissolved.
½ teaspoon baking soda, 1½ teaspoon white distilled vinegar
Cream the butter and sugar in the bowl of a stand mixer fitted with the paddle attachment. Mix on HIGH until the mixture is fluffy and creamy, about 3 minutes.
½ cup unsalted butter, ¾ cup granulated sugar
Add the egg and mix 1 minute.
1 large egg
Add the baking soda/vinegar and mix well.
In a medium bowl, whisk the flour and salt together and add to the creamed butter mixture. Mix on low just until the flour is incorporated.
2⅓ cups all-purpose flour, 1 teaspoon kosher salt
Transfer the dough to plastic wrap and shape into a disk; chill for 30 minutes.
Heat the oven to 350°F and adjust the oven rack to the middle position. Line 3 large baking sheets with parchment.
After the dough has chilled, place it on a lightly floured work surface and roll to ⅙-inch thickness.
Cut into rounds (I used 1¾-inch fluted rounds), and transfer the cut dough to the prepared baking sheets. The dough spreads very slightly, so leave about 1-inch between rounds.
Bake cookies at 350°F for 11-14 minutes, or until golden brown and crisp. (I prefer these cookies extra crispy.)
Transfer cookies to a cooling rack and completely cool before icing.
Melt the chocolate in the microwave on HIGH until melted and creamy. Stir every 15 seconds with a dry, clean rubber spatula.
6 ounces semisweet chocolate
Place the peppermint candies in a zipper-style plastic bag and crush with a rolling pin.
8 peppermint candies
When the cookies have cooled, spread with melted chocolate and sprinkle with crushed peppermints.
Let the chocolate set before serving and before storing.",9,▢ ½ teaspoon baking soda 3 grams,▢ 1½ teaspoon white distilled vinegar 7 grams,▢ ½ cup unsalted butter 113 grams (1 stick),▢ ¾ cup granulated sugar 150 grams,▢ 1 large egg 50 grams,Cookie Rookie,https://www.thecookierookie.com/milano-slices-cookies-chocolate-peppermint/,▢ 2⅓ cups all-purpose flour 280 grams,▢ 1 teaspoon kosher salt 3 grams,"▢ 6 ounces semisweet chocolate 170 grams, melting wafers recommended","▢ 8 peppermint candies 40 grams, such as Brach's Star Brites",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
