title,author,rating,ratingnum,categories,preptime,cooktime,customtime,totaltime,servings,numberofsteps,actualsteps,totalingredients,ingredient1,ingredient2,ingredient3,ingredient4,ingredient5,ingredient6,ingredient7,ingredient8,ingredient9,ingredient10,source,link,ingredient11,ingredient12,ingredient13,ingredient14,ingredient15,ingredient16,ingredient17,ingredient18,ingredient19,ingredient20,ingredient21,ingredient22,ingredient23
Coconut Caramel Cookies,Jamielyn Nye,5,9," Categorized as: American, Chocolate, Cookies, Desserts, Frosted Cookies ",Prep Time: 15 minutes mins,Cook Time: 8 minutes mins,Cool time: 1 hour hr,Total Time: 1 hour hr 23 minutes mins,Servings: 24,9,"Preheat the oven to 350°F and line 2 baking sheets with parchment paper or a silicone mat. Set aside. 
Cube the butter into a large mixing bowl. Mix on medium speed for about 30 seconds to break up the butter. Then add in the sugar and cream and mix for 1 minute or until combined. Next add in the egg, egg yolk, vanilla and 1 Tablespoon of water. Mix until combined. 
Sprinkle the salt, baking soda and cream of tarter with half of the flour and mix until combined. Then add in the remainder of the flour and mix just until combined. Do not over mix. 
Using a large cookie scoop, scoop the dough onto the prepared baking sheets. Gently press down the dough balls a little. Bake for 8-10 minutes, or until the tops are no longer wet. Watch them closely towards the end, you don't want the bottom to turn golden brown or they will not be soft. 
Remove them from the oven and then allow to cool on the pan for a few minutes. Then transfer to a cooling rack. Keep the parchment lined pans out to decorate the cookies on later. 
Once the cookies are cooled, flip them over onto the parchment paper. Then melt the chocolate and butter in a saucepan over low heat or in the microwave for 1 minute at 50% power. Stir until melted and then add about a teaspoon to the bottom of the cookie. Using a spatula, spread the chocolate around the base of the cookies and then place back onto the parchment paper to dry. Save the remainder of the chocolate. 
Once the chocolate has hardened, flip the cookies upright. Then combine the caramel and heavy cream and melt in a saucepan over low heat or in the microwave for 1 minute at 50% power. Then use a spatula to spread the caramel over the tops. Immediately after you add the caramel on one cookie, sprinkle the coconut over top and gently press into the caramel. Then repeat with all of the cookies.  
Melt the remainder of the chocolate down. Then place into a frosting bag (or zip top bag). Then snip off the edge with scissors and drizzle the chocolate over the tops of the cookies. 
Once cookies have set, store in an air tight container for up to 3 days. ",15,½ cup butter (cold),1 ¼ cups granulated sugar,1 Tablespoon heavy cream,1 ½ eggs (1 whole egg + 1 egg yolk),1 teaspoon vanilla extract,1 Tablespoon water,½ teaspoon fine sea salt (or table salt),½ teaspoon baking soda,1 teaspoon cream of tarter,2 ½ cups (330 grams) all-purpose flour,I Heart Naptime,https://www.iheartnaptime.net/coconut-caramel-cookies/,6 ounces semi-sweet chocolate (more if needed),½ Tablespoon butter,8 ounces kraft caramel bits,1 Tablespoon heavy cream,½ cup sweetened coconut flakes,NA,NA,NA,NA,NA,NA,NA,NA
Homemade Oreos,Jamielyn Nye,4.93,14," Categorized as: American, Cake Mix Cookies, Chocolate, Chocolate Cookies, Cookies, Desserts ",Prep Time: 20 minutes mins,Cook Time: 6 minutes mins,NA,Total Time: 26 minutes mins,Servings: 30,5,"Preheat oven to 350°F. Line a baking sheet with parchment paper and set aside.
Combine the box of cake mix, 4 eggs and 1 cup softened butter together in a large bowl. Mix just until combined. Roll dough into a ball and push flat on the pan. 
Bake for 6-8 minutes, or until the centers no longer look wet. Be careful not to over bake. Allow them to cool on the pan for a couple minutes and then transfer to a cooling rack.  
Whip up your cream cheese frosting. Combine 8 ounces cream cheese and 1/2 cup butter in a large bowl. Beat with an electric mixer. Once smooth, slowly add in 2-3 cups powdered sugar and 1 Tablespoon vanilla and mix until smooth. Add more powdered sugar if desired for a thicker frosting. 
Frost the BOTTOM of the cooled cookies and then grab another cookie to put on top. ",7,30.5 ounces Devil's food cake mix (2 packages),4 eggs,1 cup softened butter (or can use 2/3 cup oil),8 ounces cream cheese (softened),½ cup butter (softened),2-3 cups powdered sugar,1 Tablespoon vanilla extract,NA,NA,NA,I Heart Naptime,https://www.iheartnaptime.net/homemade-oreos/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sugar Cookie Truffles,Jamielyn Nye,5,88," Categorized as: American, Christmas, Cookies, Desserts, Freezer-Friendly, Frosted Cookies, Holiday Cookies, Kid-Friendly, Mini, No-Bake, White Chocolate Cookies ",Prep Time: 10 minutes mins,NA,Freeze: 20 minutes mins,Total Time: 30 minutes mins,Servings: 12,6,"Place the cookies in a blender or food processor and blend until they have turned into fine crumbs. 
Add in the cream cheese and vanilla and pulse until it has combined. It the mixture is to firm, you can add in an extra ounce. 
Line a baking sheet with parchment or freezer paper. Using a small cookie scoop or Tablespoon, scoop out the dough and roll into balls. Then place onto the baking sheet. Freeze for about 20 minutes, or until firm.
Melt the chocolate in a microwave bowl for 1 minute. Stir until smooth and melt for an additional 15-30 seconds if needed.
Dip the truffle balls into the chocolate using a fork. Tap the fork on the side of the bowl and then place back onto the lined baking sheet. Use a toothpick to help slide the ball off onto the pan. 
Add sprinkles immediately after dipping each ball. Place in the refrigerator until ready to serve.",4,12-15 sugar cookies (I use the 5 ounce bag of Pepperidge Farms),2-3 ounces cream cheese (softened),½ teaspoon vanilla extract,1 ½ cups chocolate melting wafers,NA,NA,NA,NA,NA,NA,I Heart Naptime,https://www.iheartnaptime.net/sugar-cookie-truffles/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Snickerdoodle Cookie Recipe,Jamielyn Nye,5,85," Categorized as: American, Christmas, Cookies, Desserts, Holiday Cookies, Kid-Friendly, Nut-Free ",Prep Time: 20 minutes mins,Cook Time: 10 minutes mins,NA,Total Time: 30 minutes mins,Servings: 24,5,"In a large bowl, cream together the butter, sugar, and the brown sugar with an electric mixer on medium-high speed. Add the eggs and vanilla and beat just until smooth, being careful not to overmix, and scraping down the sides of the bowl.
Add in the flour, salt, baking soda and cream of tartar. Stir just until smooth. For a thicker cookie you can cover the dough and refrigerate for 30 minutes.
Preheat the oven to 350°F. Line a baking sheet with parchment paper or a silicone mat. 
In a small bowl, stir together the remaining 1/4 cup sugar and cinnamon. Roll the dough into 1 1/2 inch size balls and then roll into the cinnamon sugar. Place onto the prepared baking sheet about 2 inches apart. 
Bake 9 to 11 minutes, or until the edges are slightly golden brown. The centers will look slightly undercooked and that’s okay. Let cool on baking sheet 5 minutes before transferring to a wire rack to cool completely.",11,"1 cup (226 grams) unsalted butter , 2 sticks at room temperature",1 cup (200 grams) granulated sugar,"½ cup (85 grams) light brown sugar , packed",2 large eggs,1 ½ teaspoons vanilla extract,3 cups (390 grams) all-purpose flour,½ teaspoon fine sea salt or table salt,1 teaspoon baking soda,1 ½ teaspoon cream of tartar,¼ cup (50 grams) granulated sugar,I Heart Naptime,https://www.iheartnaptime.net/snickerdoodle-cookie-recipe/,1 ½ Tablespoons ground cinnamon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,5,9," Categorized as: Cookies, Desserts, Recipe Roundup ",NA,NA,NA,NA,NA,0,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I Heart Naptime,https://www.iheartnaptime.net/50-best-cookie-recipes/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,5,5," Categorized as: Christmas, Cookies, Desserts, Recipe Roundup ",NA,NA,NA,NA,NA,0,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I Heart Naptime,https://www.iheartnaptime.net/best-christmas-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monster Cookies,Jamielyn Nye,5,14," Categorized as: American, Chocolate, Chocolate Chip Cookies, Cookies, Desserts, Freezer-Friendly, Halloween, Oatmeal Cookies ",Prep Time: 10 minutes mins,Cook Time: 10 minutes mins,NA,Total Time: 20 minutes mins,Servings: 32,6,"Preheat the oven to 350°F. Line a large baking sheet with parchment paper or a silicone baking mat and set aside.
In a medium bowl, whisk together the oats, flour, baking soda and salt. Set aside. 
In a large bowl, beat together the butter and sugars until creamy. Then add the peanut butter and beat an additional minute. Add in the eggs and vanilla and mix until well combined. Slowly mix in the oat mixture and mix just until combined. 
Stir in the M&M's and chocolate chips, reserving some for the tops if desired. 
Use a large cookie scoop to scoop dough onto prepared baking sheet, about 2 inches apart. Lightly press down on the dough balls with the palm of your hand. Add additional M&M's and/or chocolate chips to the tops. 
Bake for 10 minutes, or until the edges are lightly browned. Allow cookies to sit on the baking sheet for 3-5 minutes and then transfer to a cooling rack. ",12,3 cups old-fashioned rolled oats,1 ½ cups all-purpose flour,1 teaspoon baking soda,¾ teaspoon salt,1 cup unsalted butter (at room temperature),1 cup creamy peanut butter,1 cup granulated sugar,"1 cup light brown sugar , packed",2 large eggs,1 Tablespoon vanilla extract,I Heart Naptime,https://www.iheartnaptime.net/monster-cookies/,1 cup M&M's candies (reserve some for tops),1 cup semi sweet chocolate chips (reserve some for tops),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spice Cake Mix Cookies,Jamielyn Nye,4.98,89," Categorized as: American, Cake Mix Cookies, Cookies, Desserts, Freezer-Friendly, Kid-Friendly, White Chocolate Cookies ",Prep Time: 10 minutes mins,Cook Time: 10 minutes mins,NA,Total Time: 20 minutes mins,Servings: 24,5,"Preheat the oven to 350°F. Line a baking sheet with a silicone mat or parchment paper.
In a large bowl, whisk together the cake mix, oil, and eggs until combined. Add in any additional mix-in's, if using. If you have time, refrigerate the dough for 15 to 20 minutes (it will make it a little easier to work with, since the dough is sticky). 
In a shallow bowl, add the cinnamon sugar. Using a medium cookie scoop or spoon, scoop dough onto the baking sheet. Roll dough into balls and coat in cinnamon sugar.
Bake 9 to 11 minutes, or until the cookies are set but before they brown. Let cool on the baking sheet a couple minutes before transferring to a cooling rack to cool completely.
Once cookies have cooled, store in an airtight container for up to 3 days. ",4,1 (15.25-ounce) box spice cake mix,"½ scant cup vegetable oil , or 7 TB melted butter",2 large eggs,¼ cup cinnamon sugar (1/4 cup sugar and 1 Tablespoon ground cinnamon),NA,NA,NA,NA,NA,NA,I Heart Naptime,https://www.iheartnaptime.net/spice-cake-mix-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pumpkin Whoopie Pies,Jamielyn Nye,5,48," Categorized as: American, Cookies, Desserts, Freezer-Friendly, Frosted Cookies, Halloween, Holiday Cookies, Nut-Free, Vegetarian ",Prep Time: 35 minutes mins,Cook Time: 10 minutes mins,Cool: 1 hour hr,Total Time: 1 hour hr 45 minutes mins,Servings: 30,9,"Prep. Preheat the oven to 350°F. Line a baking sheet with a baking mat or parchment paper.
Combine dry ingredients. In a medium bowl, whisk together 3 cups flour, 1 1/2 teaspoons baking powder, 1 teaspoon baking soda, 3/4 teaspoon salt, 1 1/2 Tablespoons cinnamon, 1/2 Tablespoon pumpkin spice, and 1/4 teaspoon ground nutmeg. 
Cream wet ingredients. In the bowl of a stand mixer fitted with a paddle attachment, beat together 1 cup granulated sugar, 1 cup brown sugar, and 1 cup vegetable oil. Stir in the 15 ounce can of pumpkin and 1 teaspoon vanilla. Add 2 eggs and mix until combined. Slowly stir in the flour mixture until the batter is smooth.
Scoop and bake. Using a small cookie scoop, scoop dough onto baking sheet, about 1 inch apart. Bake 10 to 12 minutes, or until a toothpick inserted into the center comes out clean.
Cool. Remove from oven and let cool 2 minutes before transferring to a cooling rack to cool completely.
Combine ingredients. In the bowl of a stand mixer fitted with the paddle attachment, beat 1/2 cup softened butter and 8 ounces cream cheese 1 to 2 minutes, or until thick and creamy. Add 3 cups powdered sugar a little at a time until combined. Stir in 3 Tablespoon maple syrup and 1 teaspoon vanilla smooth.
Chill. Place frosting in a gallon-sized zip-top bag and place in the refrigerator 30 minutes.
Assemble the whoopie pies: Turn 1/2 the cookies upside down. Snip a small corner from the zip-top bag. Pipe the frosting onto a cookie, being careful not to pipe all the way to the edges or else the frosting will drip over. Place another cookie, flat-side down, on top of the frosting and press down slightly. Repeat with remaining cookies. 
Refrigerate. Store in the refrigerator to firm before serving. ",18,3 cups all-purpose flour,1 ½ teaspoons baking powder,1 teaspoon baking soda,¾ teaspoon salt,1 ½ Tablespoons ground cinnamon,½ Tablespoon pumpkin pie spice,"¼ teaspoon ground nutmeg , optional (for extra spice)",1 cup granulated sugar,1 cup packed dark brown sugar,1 teaspoon vanilla extract,I Heart Naptime,https://www.iheartnaptime.net/pumpkin-whoopie-pies/,"1 cup vegetable oil , I like to measure just shy of 1 cup","15 ounce can pumpkin puree , (not pie filling)",2 large eggs,3 cups powdered sugar,"1 (8-ounce) package cream cheese , softened","½ cup salted butter , softened",1 teaspoon vanilla extract,3 Tablespoons 100% pure maple syrup,NA,NA,NA,NA,NA
Pumpkin Cookies with Caramel Frosting,Jamielyn Nye,5,20," Categorized as: American, Cookies, Desserts, Freezer-Friendly, Frosted Cookies, Halloween, Holiday Cookies, Nut-Free, Vegetarian ",Prep Time: 20 minutes mins,Cook Time: 10 minutes mins,Cool Time: 20 minutes mins,Total Time: 50 minutes mins,Servings: 36,6,"Preheat the oven to 350°F. Line a baking sheet with a silicone mat or parchment paper.
In a large bowl, cream 1 cup unsalted butter, 2/3 cup light brown sugar, and 1/3 cup sugar together with an electric mixer. Add one egg and 1 1/2 teaspoons vanilla and beat until combined. Mix in 1 cup pumpkin until smooth. 
In a separate large bowl, whisk together 2 cups flour, 1 teaspoon baking soda, 2 teaspoons pumpkin pie spice, 1 1/2 teaspoons cinnamon, and 3/4 teaspoon salt. Whisk in the pumpkin mixture until just combined.
Using a medium cookie scoop or large spoon, scoop the cookie dough onto the baking sheet. Bake 10 minutes, or until a toothpick inserted into the center comes out clean. Let cool 2 minutes before transferring to a cooling rack.
In a small saucepan, combine the 1/4 cup unsalted butter, 3 Tablespoons heavy cream, and 1/2 cup brown sugar over medium-heat. Whisk until it comes to a boil. Boil 1 minute then remove immediately from the heat. 
Carefully pour into a medium-sized bowl and let cool slightly. Stir in 1 1/2 teaspoons vanilla and 1 cup powdered sugar until smooth. Dip or frost the cookies immediately, as the frosting will begin to harden. Return cookies to the cooling rack until the frosting has hardened. ",17,"1 cup unsalted butter , softened","⅔ cup light brown sugar , packed",⅓ cup granulated sugar,1 large egg,1 ½ teaspoons vanilla extract,1 cup canned pumpkin puree,2 cups all-purpose flour,1 teaspoon baking soda,2 teaspoons pumpkin pie spice,1 ½ teaspoons ground cinnamon,I Heart Naptime,https://www.iheartnaptime.net/pumpkin-cookies/,¾ teaspoon fine sea salt or table salt,¼ cup butter,"3 Tablespoons heavy cream , plus more if needed","½ cup light brown sugar , packed","1 cup powdered sugar , sifted",1 ½ teaspoons vanilla extract,Pinch salt,NA,NA,NA,NA,NA,NA
Peanut Butter Cornflake Cookies,Jamielyn Nye,5,17," Categorized as: American, Christmas, Cookies, Dairy-Free, Desserts, Freezer-Friendly, Kid-Friendly, No-Bake, Nut-Free, Stovetop ",Prep Time: 5 minutes mins,Cook Time: 10 minutes mins,Let Harden: 15 minutes mins,Total Time: 30 minutes mins,Servings: 25,4,"Prep. Line a baking sheet with parchment paper and add 3 cups corn flakes cereal to a large bowl.  
Combine peanut butter mixture. Cook 1/2 cup sugar and 1/2 cup syrup in saucepan over medium-heat, until mixture bubbles. Then stir in 1 cup peanut butter until dissolved and smooth. 
Combine. Pour peanut butter mixture over corn flakes and gently stir until combined. 
Shape and rest. Shape mixture into small round balls and place on parchment paper to harden, about 15 to 25 minutes. Store in a covered container once cooled.",4,½ cup granulated sugar,½ cup white corn syrup,1 cup creamy peanut butter,3 cups corn flakes cereal,NA,NA,NA,NA,NA,NA,I Heart Naptime,https://www.iheartnaptime.net/no-bake-cornflake-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
