title,author,genre,rating,ratingnum,preptime,cooktime,totaltime,servings,totalingredients,ingredient1,ingredient2,ingredient3,ingredient4,ingredient5,ingredient6,ingredient7,ingredient8,ingredient9,ingredient10,source,link,ingredient11,ingredient12,ingredient13,ingredient14,ingredient15,ingredient16,ingredient17,ingredient18,ingredient19,ingredient20,ingredient21,ingredient22,ingredient23,ingredient24,ingredient25,ingredient26,ingredient27,ingredient28,ingredient29,ingredient30,ingredient31,ingredient32,ingredient33,ingredient34,ingredient35,ingredient36,ingredient37,ingredient38,ingredient39,ingredient40,ingredient41,ingredient42,ingredient43,ingredient44,ingredient45,ingredient46,ingredient47,ingredient48,ingredient49,ingredient50,ingredient51,ingredient52,ingredient53,ingredient54,ingredient55,ingredient56,ingredient57,ingredient58
Oreo Rice Krispie Treats Recipe,Becky Hardin,Cookies,4.84,18,5 minutes,7 minutes,12 minutes,20 treats,5, 6 tablespoons salted butter 85 grams (¾ stick)," 16 ounces mini marshmallows 454 grams, divided", 5 cups Rice Krispies cereal 140 grams, 1 teaspoon pure vanilla extract 4 grams," 16 Oreo cookies 181 grams, roughly chopped",NA,NA,NA,NA,NA,The Cookie Rookie,https://www.thecookierookie.com/oreo-rice-krispie-treats-recipe/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Soft Sugar Cookies Recipe,Becky Hardin,Cookies,4.59,17,15 minutes,10 minutes,25 minutes,26 cookies,11, 2¼ cups all-purpose flour 270 grams, 1 teaspoon baking soda 6 grams, ½ teaspoon baking powder 2 grams," ¾ cup salted butter 170 grams, room temperature (1½ sticks)"," ¾ cup granulated sugar 150 grams, divided", ½ cup brown sugar 107 grams," 1 large egg 50 grams, room temperature", ¼ teaspoon lemon zest, 1 teaspoon pure vanilla extract 4 grams, Pre-prepared frosting optional,The Cookie Rookie,https://www.thecookierookie.com/soft-sugar-cookies-recipe/, Sprinkles optional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chocolate Chip Peanut Butter Blondies Recipe,Becky Hardin,Cookies,4.6,35,10 minutes,25 minutes,35 minutes,12 bars,12, 1 cup all-purpose flour 120 grams, 1 teaspoon kosher salt 3 grams, ¼ teaspoon coarse sea salt, ¼ teaspoon baking soda, ½ cup unsalted butter 113 grams (1 stick), ½ cup dark brown sugar 107 grams, ¾ cup light brown sugar 160 grams, 2 large eggs 100 grams, 1 teaspoon pure vanilla extract 4 grams," ½ cup milk chocolate chips 85 grams, divided",The Cookie Rookie,https://www.thecookierookie.com/chocolate-chip-peanut-butter-blondies/," ½ cup peanut butter chips 85 grams, divided"," ½ cup salted honey roasted peanuts 71 grams, divided",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Copycat Pepperidge Farm Milano Slices Cookies,Becky Hardin,Cookies,4.58,19,15 minutes,20 minutes,35 minutes,48 cookies,9, ½ teaspoon baking soda 3 grams, 1½ teaspoon white distilled vinegar 7 grams, ½ cup unsalted butter 113 grams (1 stick), ¾ cup granulated sugar 150 grams, 1 large egg 50 grams, 2⅓ cups all-purpose flour 280 grams, 1 teaspoon kosher salt 3 grams," 6 ounces semisweet chocolate 170 grams, melting wafers recommended"," 8 peppermint candies 40 grams, such as Brach's Star Brites",NA,The Cookie Rookie,https://www.thecookierookie.com/milano-slices-cookies-chocolate-peppermint/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Best Snickerdoodles,Becky Hardin,Cookies,4.82,16,20 minutes,12 minutes,32 minutes,24 cookies,10, 2¾ cups Bob's Red Mill Organic All-Purpose Flour 374 grams, 2 teaspoons cream of tartar 7 grams, 1 teaspoon Baking Soda 6 grams, ½ teaspoon kosher salt, ½ cup vegetable shortening 92 grams (½ stick)," ½ cup unsalted butter 113 grams, room temperature (1 stick)"," 2½ cups granulated sugar 500 grams, divided", 2 large eggs 100 grams, ¼ cup ground cinnamon 36 grams, 2 cups iced water 454 grams,The Cookie Rookie,https://www.thecookierookie.com/best-snickerdoodle-recipe/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M&M Cookies Recipe,Becky Hardin,Cookies,4.49,75,15 minutes,10 minutes,25 minutes,30 cookies,11, 1 cup granulated sugar 200 grams, 1 cup dark brown sugar 213 grams, ⅔ cup vegetable shortening 123 grams (⅔ stick)," ⅔ cup unsalted butter 151 grams, room temperature (1⅓ stick)", 2 teaspoons pure vanilla extract 8 grams," 2 large eggs 100 grams, room temperature", 2¾ cup all-purpose flour 330 grams, 1 teaspoon baking soda 6 grams, ½ teaspoon coarse sea salt (SEE NOTE), ½ teaspoon kosher salt,The Cookie Rookie,https://www.thecookierookie.com/best-mm-cookies-recipe/," 2½ cups M&M's candies 425 grams, divided",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mom's Peanut Butter Cookies Recipe,Becky Hardin,Cookies,4.71,24,10 minutes,10 minutes,20 minutes,24 cookies,12," ½ cup unsalted butter 113 grams, room temperature (1 stick)", ½ cup creamy peanut butter 135 grams, ½ cup dark brown sugar 107 grams, ½ cup granulated sugar 100 grams," 1 large egg 50 grams, room temperature and lightly beaten ", 1 teaspoon pure vanilla extract 4 grams, 1¼ cups all-purpose flour 150 grams, ½ teaspoon baking soda 3 grams, ¾ teaspoon kosher salt, 1 teaspoon ground cinnamon 3 grams,The Cookie Rookie,https://www.thecookierookie.com/peanut-butter-cookies-recipe/," 1 cup peanut butter baking chips 170 grams, optional"," ¼ cup powdered sugar 28 grams, for topping",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candy Bar Rice Krispie Treats Recipe,Becky Hardin,Cookies,4.8,10,15 minutes,10 minutes,1 hour,24 people,18," 10 mini Twix candy bars  100 grams, chopped (about 1¼ cups)"," 10 mini Snickers candy bars  90 grams, chopped (about 1¼ cups)", ¾ cup mini M&M’s 133 grams," ¾ cup mini Reese’s Peanut Butter Cups 104 grams, halved", 8 tablespoons unsalted butter 113 grams (1 stick), 20 ounces jumbo marshmallows 567 grams (2 packages), 2 teaspoons pure vanilla extract 8 grams, ¼ teaspoon kosher salt, 10 cups Rice Krispies cereal 283 grams (10 ounces),NA,The Cookie Rookie,https://www.thecookierookie.com/candy-rice-crispy-treats-loaded-rice-crispies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candy Bar Rice Krispie Treats Recipe,Becky Hardin,Cookies,4.8,10,15 minutes,10 minutes,25 minutes,24 people,18,NA,NA,NA,NA,NA,NA,NA,NA,NA," 10 mini Twix candy bars  100 grams, chopped (about 1¼ cups)",The Cookie Rookie,https://www.thecookierookie.com/candy-rice-crispy-treats-loaded-rice-crispies/," 10 mini Snickers candy bars  90 grams, chopped (about 1¼ cups)", ¾ cup mini M&M’s 133 grams," ¾ cup mini Reese’s Peanut Butter Cups 104 grams, halved", 8 tablespoons unsalted butter 113 grams (1 stick), 20 ounces jumbo marshmallows 567 grams (2 packages), 2 teaspoons pure vanilla extract 8 grams, ¼ teaspoon kosher salt, 10 cups Rice Krispies cereal 283 grams (10 ounces),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Loaded Chocolate Chip Cookies Recipe,Becky Hardin,Cookies,4.72,14,20 minutes,16 minutes,36 minutes,60 cookies,16, 1 cup granulated sugar 200 grams, ½ cup light brown sugar 107 grams, ½ cup dark brown sugar 107 grams," 1 cup unsalted butter 226 grams, room temperature (2 sticks)", 1 cup canola oil 200 grams," 1 large egg 50 grams, lightly beaten", 1½ teaspoons pure vanilla extract 6 grams, 3½ cups all-purpose flour 420 grams, 1½ teaspoons kosher salt 5 grams, 1 teaspoon baking soda 6 grams,The Cookie Rookie,https://www.thecookierookie.com/loaded-chocolate-chip-giant-cookies/, 1 cup Rice Krispies cereal 28 grams, 1 cup old-fashioned rolled oats 100 grams, ½ cup sweetened shredded coconut 43 grams," 12 ounces milk chocolate chips 340 grams, divided (1 package), Ghirardelli recommended"," 11.5 ounces semi-sweet chocolate chips 326 grams, divided (1 package), Ghirardelli recommended"," 10 ounces peanut butter baking chips 283 grams, divided (1 package)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Edible Peanut Butter Cookie Dough Recipe,Becky Hardin,Cookies,4.56,56,5 minutes,6,5 minutes,6 people,10, ¾ cup all-purpose flour 90 grams, ¼ teaspoon ground cinnamon, ¼ cup creamy peanut butter 68 grams," ¼ cup unsalted butter 57 grams, room temperature (½ stick)", ¼ cup granulated sugar 50 grams, ¼ cup dark brown sugar 53 grams, ¼ teaspoon kosher salt 3 grams, 1 teaspoon pure vanilla extract 4 grams, 1½ tablespoons milk 21 grams, ½ cup peanut butter baking chips 85 grams,The Cookie Rookie,https://www.thecookierookie.com/edible-peanut-butter-cookie-dough-recipe/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marbled Christmas Butter Cookies Recipe with Powdered Sugar Icing,Becky Hardin,Desserts,4.58,52,10 minutes,10 minutes,20 minutes,24 cookies,14," 1 cup unsalted butter 226 grams, room temperature ", ⅔ cup granulated sugar 135 grams," 1 large egg 50 grams, room temperature", 1 teaspoon pure vanilla extract 4 grams, ¼ teaspoon almond extract 1 gram," 1 teaspoon lemon or orange zest 2 grams, optional", 2¼ cups all-purpose flour 295 grams, ½ teaspoon kosher salt, , 4 cups powdered sugar 452 grams,The Cookie Rookie,https://www.thecookierookie.com/iced-butter-cookies/," 6 tablespoons white corn syrup 117 grams, divided"," ½ cup water 114 grams, divided"," ¾ teaspoon almond extract 3 grams, divided", food coloring Soft Gel Paste food color works best,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chocolate Mint Thumbprint Cookies,Becky Hardin,Desserts,4.6,10,15 minutes,12 minutes,1 hour,30 cookies,28, 1 cup all-purpose flour 120 grams, ⅓ cup unsweetened cocoa powder 28 grams, ½ teaspoon kosher salt," 8 tablespoons unsalted butter 113 grams, room temperature (1 stick)", ⅔ cup granulated sugar 133 grams," 1 egg yolk 14 grams, room temperature"," 2 tablespoons whole milk 28 grams, room temperature", 1 teaspoon pure vanilla extract 4 grams," 10 ounces Crème de Menthe baking chips 283 grams, finely chopped (1 package)", ,The Cookie Rookie,https://www.thecookierookie.com/chocolate-mint-cookies/, 1 cup finely chopped white chocolate 170 grams (SEE NOTE)," 1 tablespoon unsalted butter 14 grams, chopped", ¼ cup heavy cream 57 grams, 1 tablespoon Créme de Menthe liqueur  12 grams (or ¼ teaspoon Crème de Menthe candy & baking flavoring),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chocolate Mint Thumbprint Cookies,Becky Hardin,Desserts,4.6,10,15 minutes,12 minutes,27 minutes,30 cookies,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Cookie Rookie,https://www.thecookierookie.com/chocolate-mint-cookies/,NA,NA,NA,NA, 1 cup all-purpose flour 120 grams, ⅓ cup unsweetened cocoa powder 28 grams, ½ teaspoon kosher salt," 8 tablespoons unsalted butter 113 grams, room temperature (1 stick)", ⅔ cup granulated sugar 133 grams," 1 egg yolk 14 grams, room temperature"," 2 tablespoons whole milk 28 grams, room temperature", 1 teaspoon pure vanilla extract 4 grams," 10 ounces Crème de Menthe baking chips 283 grams, finely chopped (1 package)", , 1 cup finely chopped white chocolate 170 grams (SEE NOTE)," 1 tablespoon unsalted butter 14 grams, chopped", ¼ cup heavy cream 57 grams, 1 tablespoon Créme de Menthe liqueur  12 grams (or ¼ teaspoon Crème de Menthe candy & baking flavoring),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peppermint Chocolate Crinkle Cookies,Becky Hardin,Desserts,4.53,40,10 minutes,20 minutes,30 minutes,24 cookies,9, 2 cups all-purpose flour 240g, 2 tsp baking powder 8g, ½ tsp kosher salt," ¾ cup canola oil 150g, or use vegetable oil or butter", ¾ cup unsweetened cocoa powder 63g, 2 cups granulated sugar 400g, 4 large eggs 200g, 2 tsp pure vanilla extract 8g," 10 oz. Andes peppermint crunch baking chips 283 g, chopped in half, crushed candy canes also wor",NA,The Cookie Rookie,https://www.thecookierookie.com/chocolate-peppermint-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peanut Butter Cup Cookies,Becky Hardin,Desserts,4.67,33,10 minutes,10 minutes,20 minutes,24 cookies,10," ½ cup unsalted butter 113 grams, room temperature (1 stick)"," ½ cup creamy peanut butter  135 grams, Jif recommended", ½ cup dark brown sugar 107 grams, ½ cup granulated sugar 100 grams," 1 large egg 50 grams, room temperature", ½ teaspoon pure vanilla extract 2 grams, 1½ cups all-purpose flour 180 grams, ¾ teaspoon baking soda, ½ teaspoon kosher salt, 7.6  ounces Reeses Miniature Peanut Butter Cups 215 grams (1 package),The Cookie Rookie,https://www.thecookierookie.com/peanut-butter-cup-tartlets/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Applesauce Chocolate Chip Cookies,Becky Hardin,Desserts,4.67,124,5 minutes,30 minutes,35 minutes,24 cookies,9," ½ cup unsalted butter 113 grams, room temperature (1 stick)", 1 cup granulated sugar 200 grams," 1 cup cinnamon applesauce 250 grams, room temperature", 1 teaspoon baking soda 6 grams, ½ teaspoon kosher salt, 1 teaspoon pure vanilla extract 4 grams, 2 cups all-purpose flour 240 grams," 1 cup milk chocolate chips 170 grams, Ghirardelli recommended"," ½ cup semisweet chocolate chips 85 grams, Ghirardelli recommended",NA,The Cookie Rookie,https://www.thecookierookie.com/applesauce-chocolate-chip-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pumpkin Gooey Butter Cake Recipe,Becky Hardin,Desserts,4.44,16,20 minutes,50 minutes,1 hour,12 slices,32, 18 ounces yellow cake mix 510 grams (1 box)," 1 large egg 50 grams, room temperature"," 8 tablespoons unsalted butter 113 grams, melted (1 stick)", ," 8 ounces cream cheese 227 grams, room temperature (1 brick)", 15 ounces pumpkin puree 425 grams (1 can) – NOT pumpkin pie filling," 3 large eggs 150 grams, room temperature", 1 teaspoon pure vanilla extract 4 grams," 8 tablespoons unsalted butter 113 grams, melted (1 stick)", 16 ounces powdered sugar 454 grams,The Cookie Rookie,https://www.thecookierookie.com/pumpkin-pie-gooey-butter-cake/, 1 teaspoon ground cinnamon 3 grams, 1 teaspoon ground nutmeg 3 grams, , Whipped cream, Chopped pecans, Caramel sauce,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pumpkin Gooey Butter Cake Recipe,Becky Hardin,Desserts,4.44,16,20 minutes,50 minutes,10 minutes,12 slices,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Cookie Rookie,https://www.thecookierookie.com/pumpkin-pie-gooey-butter-cake/,NA,NA,NA,NA,NA,NA, 18 ounces yellow cake mix 510 grams (1 box)," 1 large egg 50 grams, room temperature"," 8 tablespoons unsalted butter 113 grams, melted (1 stick)", ," 8 ounces cream cheese 227 grams, room temperature (1 brick)", 15 ounces pumpkin puree 425 grams (1 can) – NOT pumpkin pie filling," 3 large eggs 150 grams, room temperature", 1 teaspoon pure vanilla extract 4 grams," 8 tablespoons unsalted butter 113 grams, melted (1 stick)", 16 ounces powdered sugar 454 grams, 1 teaspoon ground cinnamon 3 grams, 1 teaspoon ground nutmeg 3 grams, , Whipped cream, Chopped pecans, Caramel sauce,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Easy S’mores Dessert Pizza,Becky Hardin,Desserts,4.49,60,10 minutes,35 minutes,45 minutes,8 slices,12, 1⅓ cup All-Purpose Baking Flour 181 grams, ¼ teaspoon Baking Soda," 1 cup graham cracker crumbs 142 grams, divided (from about 9 cracker sheets)"," ½ cup salted butter 113 grams, room temperature (1 stick)", ¼ cup brown sugar 53 grams, ½ cup granulated sugar 100 grams, ½ teaspoon kosher salt," 1 large egg 50 grams, room temperature", 1 teaspoon pure vanilla extract 4 grams," 1¼ cup milk chocolate chips 213 grams, divided",The Cookie Rookie,https://www.thecookierookie.com/easy-smores-dessert-pizza/, 2½ cups mini marshmallows 108 grams," Chocolate sauce optional, for drizzling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Easy Lemon Meringue Pie Cookies,Becky Hardin,Desserts,4.67,3,5 minutes,20 minutes,25 minutes,15 cookies,6, ¾ cup caster sugar 150 grams (SEE NOTE), ¼ cup water 57 grams, 2 egg whites 70 grams, ," 15 shortbread triangles 150 grams, Walker's recommended (1 package)"," 1 cup lemon curd 340 grams, store-bought or homemade",NA,NA,NA,NA,The Cookie Rookie,https://www.thecookierookie.com/easy-lemon-meringue-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Twix Cookie Cups,Becky Hardin,Desserts,4.47,47,20 minutes,15 minutes,1 hour,12 cookies,10, 16.5 ounces pre-made refrigerated sugar cookie dough 468 grams (1 package) – SEE NOTE, 2 cups caramel bits 312 grams, 1-2 tablespoons water 14-28 grams, 2 cups milk chocolate chips 340 grams," Sea salt optional, for topping",NA,NA,NA,NA,NA,The Cookie Rookie,https://www.thecookierookie.com/twix-cookie-cups/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Twix Cookie Cups,Becky Hardin,Desserts,4.47,47,20 minutes,15 minutes,15 minutes,12 cookies,10,NA,NA,NA,NA,NA, 16.5 ounces pre-made refrigerated sugar cookie dough 468 grams (1 package) – SEE NOTE, 2 cups caramel bits 312 grams, 1-2 tablespoons water 14-28 grams, 2 cups milk chocolate chips 340 grams," Sea salt optional, for topping",The Cookie Rookie,https://www.thecookierookie.com/twix-cookie-cups/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saltine Cracker Toffee Recipe,Becky Hardin,Desserts,4.5,28,5 minutes,5 minutes,10 minutes,24 pieces,5, 1 sleeve Saltine crackers 128 grams (about 40 crackers), 1 cup unsalted butter 226 grams (2 sticks), 1 cup dark brown sugar 213 grams, 6 ounces semisweet chocolate chips 170 grams, 6 ounces milk chocolate chips 170 grams,NA,NA,NA,NA,NA,The Cookie Rookie,https://www.thecookierookie.com/chocolate-toffee-crackers/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chocolate Spritz Cookies (Gluten-Free!),Becky Hardin,Desserts,4.82,11,5 minutes,7 minutes,12 minutes,50 cookies,8," 1 cup unsalted butter 226 grams, room temperature (2 sticks)", 1 cup granulated sugar 200 grams," 1 large egg 50 grams, room temperature", 1 teaspoon pure vanilla extract 4 grams, 2¼ cups Gluten Free Flour 333 grams, ⅓ cup unsweetened cocoa powder 28 grams, ½ teaspoon kosher salt," White pearl sprinkles optional, for garnish",NA,NA,The Cookie Rookie,https://www.thecookierookie.com/chocolate-spritz-cookies-gluten-free/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Easy Christmas Cutout Cookies,Becky Hardin,Desserts,4.67,24,30 minutes,9 minutes,1 hour,12 cookies,28, 1 cup Crisco® Baking Sticks Butter Flavor All-Vegetable Shortening 184 grams (1 stick), 1 cup granulated sugar 200 grams, 1 large egg 50 grams, 2 tablespoons milk 28 grams, 1 tablespoon pure vanilla extract 12 grams, 3 cups Pillsbury BEST™ All-Purpose Flour 372 grams, 1½ teaspoons baking powder 6 grams, ½ teaspoon kosher salt, , 4 cups powdered sugar 452 grams,The Cookie Rookie,https://www.thecookierookie.com/santas-favorite-sugar-cookie-recipe/, 3 tablespoons corn syrup 60 grams, 3 tablespoons milk 43 grams (SEE NOTE), ½ teaspoon almond extract , Food coloring,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Easy Christmas Cutout Cookies,Becky Hardin,Desserts,4.67,24,30 minutes,9 minutes,39 minutes,12 cookies,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Cookie Rookie,https://www.thecookierookie.com/santas-favorite-sugar-cookie-recipe/,NA,NA,NA,NA, 1 cup Crisco® Baking Sticks Butter Flavor All-Vegetable Shortening 184 grams (1 stick), 1 cup granulated sugar 200 grams, 1 large egg 50 grams, 2 tablespoons milk 28 grams, 1 tablespoon pure vanilla extract 12 grams, 3 cups Pillsbury BEST™ All-Purpose Flour 372 grams, 1½ teaspoons baking powder 6 grams, ½ teaspoon kosher salt, , 4 cups powdered sugar 452 grams, 3 tablespoons corn syrup 60 grams, 3 tablespoons milk 43 grams (SEE NOTE), ½ teaspoon almond extract , Food coloring,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chocolate Sugar Cookies,Becky Hardin,NA,4.43,14,20 minutes,12 minutes,32 minutes,12 cookies,10, 1¾ cups all-purpose flour 210 grams, ½ cup natural unsweetened cocoa powder 42 grams, ¾ teaspoon baking soda, ½ teaspoon kosher salt," 1 cup Crisco shortening 184 grams, room temperature (1 stick)", 1¾ cups granulated sugar 350 grams, 1 teaspoon pure vanilla extract 4 grams," 1 large egg 50 grams, room temperature"," 1 cup milk chocolate chunks 170 grams, plus more for garnish", 1 cup coarse turbinado sugar 200 grams,The Cookie Rookie,https://www.thecookierookie.com/fluffy-double-chocolate-sugar-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oatmeal Chocolate Chip Cookies Recipe,Becky Hardin,NA,4.15,7,15 minutes,15 minutes,30 minutes,24 cookies,10," 1 cup unsalted butter 226 grams, room temperature (2 sticks)", 1 cup dark brown sugar 213 grams, ½ cup granulated sugar 100 grams," 2 large eggs 100 grams, room temperature", 2 teaspoons pure vanilla extract 8 grams, 1¼ cups All Purpose Flour 204 grams, ½ teaspoon Baking Soda 3 grams, 1 teaspoon kosher salt 3 grams, 3 cups Old Fashioned Rolled Oats 300 grams, 2 cups semisweet chocolate chips 340 grams,The Cookie Rookie,https://www.thecookierookie.com/oatmeal-chocolate-chip-crinkles/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
