title,author,rating,ratingnum,cuisine,category1,category2,preptime,cooktime,customtime,totaltime,totaltime2itsaproblemifthisisdifferentfromtotaltime1otherwiseignore,servings,numberofsteps,actualsteps,totalingredients,ingredient1,ingredient2,ingredient3,ingredient4,ingredient5,ingredient6,ingredient7,ingredient8,ingredient9,ingredient10,ingredient11,source,link,ingredient12,ingredient13,ingredient14,ingredient15,ingredient16,ingredient17,ingredient18,ingredient19,ingredient20,ingredient21,ingredient22
White Chocolate Cranberry Cookies,Amanda Davis,4.42, 12 ,American,Holidays & Seasons,Christmas,NA,15 minutes,NA,35 minutes,35 minutes,48 cookies,9,"Preheat oven to 375 degrees F. Line insulated cookie sheets with parchment paper or silicone baking mats.
Chop frozen cranberries then place them back into the freezer until ready to stir into the dough. This is important because if they thaw before you stir them in, you will end up with pink cookies!
Cream the butter, granulated sugar, and brown sugar together. Scrape down sides and bottom of bowl.
Mix in the milk, orange juice, and egg.
Combine the flour, baking powder, salt, and baking soda in a small bowl and whisk together. Add the flour mixture to the creamed mixture.
Stir in the white chocolate chips and the chopped cranberries.
Use a cookie scoop (or a heaping tablespoon) to drop the cookie dough balls 2-inches apart on the prepared baking sheets.
Bake 10 to 15 minutes until lightly browned. Allow to cool about 1 minute on baking sheets.
Remove to wire racks to cool completely.",12,▢ ½ cup butter softened,▢ 1 cup granulated sugar,▢ ¾ cup packed brown sugar,▢ ¼ cup milk,▢ 2 tablespoons orange juice,▢ 1 large egg,▢ 3 cups all-purpose flour,▢ 1 teaspoon baking powder,▢ ½ teaspoon salt,▢ ¼ teaspoon baking soda,▢ 1 ½ cups coarsely chopped frozen cranberries,Amanda's Cookin,https://amandascookin.com/white-chocolate-cranberry-cookies/,▢ 1 cup white chocolate morsels,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stained Glass Cookies,Amanda Davis,5, 5 ,American,Desserts,"Cookies, Brownies, & Bars",NA,13 minutes,NA,28 minutes,28 minutes,36 cookies,13,"Line baking sheets with parchment silicone baking mats.
Sort Jolly Ranchers by color then place in separate sandwich bags. Use a rolling pin or meat mallet to crush the candy into small pieces. Set aside.
In a medium bowl, combine flour and salt, set aside.
In a separate medium bowl cream together butter and sugar until homogenous.
Add eggs to butter mixture one at a time, mixing until well combined. Mix in vanilla.
Slowly add flour mixture until dough forms and no traces of flour remain.
Wrap cookie dough in plastic wrap and and refrigerate for one hour.
Sprinkle flour on counter or large cutting board. Roll dough onto the floured surface to about 1/4-inch thick. Cut out as many large shapes as you can using cookie cutters.
Place cut shapes onto prepared baking sheet. Cut a smaller piece out of the center of each cookie and remove. You can roll out the scraps and use them for more cookies.
Add crushed candies to the cut-outs to just below flush with the top of the cookie. Refrigerate sheet of cookies for 20 minutes to firm up.
Preheat oven to 350 degrees F.
Bake until cookies are very lightly brown and crushed candies have melted, about 10-13 minutes.
Allows cookies to cool on baking sheet until candy centers have cooled and hardened.",7,▢ ½ cup crushed Jolly Ranchers hard candies about 20 pieces,▢ 3 cups all-purpose flour plus more for dusting work surface,▢ ¼ teaspoon salt,▢ 1 cup unsalted butter softened,▢ 1 cup granulated sugar,▢ 2 large eggs,▢ 1 ½ teaspoon vanilla extract,NA,NA,NA,NA,Amanda's Cookin,https://amandascookin.com/stained-glass-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spritz Cookies,Amanda Davis,5, 21 ,American,Desserts,"Cookies, Brownies, & Bars",NA,8 minutes,NA,23 minutes,23 minutes,12 servings (Makes 120 cookies),10,"Cream the butter and sugar, add the egg yolk, then slowly add the orange juice.
Slowly add in the flour until combined.
Wrap in plastic wrap and refrigerate for at least one hour.
Preheat the oven to 375 degrees F. and line insulated baking sheets with parchment paper or silicone baking mats.
Use only part of the dough at a time, keeping the rest in the refrigerator until ready to use.
Using the manufacturer’s directions from your cookie press, add a decorative plate. Add part of the dough to your cookie press. Press out cookies, keeping them 2-inches apart.
Add decorative sprinkles or colored sugar then bake 8-9 minutes. If you want to drizzle some of your cookies with melted chocolate, do not add sprinkles or sugar before baking.
Do not over bake. The edges should be lightly browned.
Cool cookies on wire racks.
When cool, drizzle melted chocolate over the cookies that weren’t already decorated.",5,▢ 3 ¾ cups all purpose flour,"▢ 1 ⅓ cups unsalted butter softened, not melted",▢ ¾ cup granulated sugar,▢ ¼ cup orange juice,▢ 1 large egg yolk,NA,NA,NA,NA,NA,NA,Amanda's Cookin,https://amandascookin.com/spritz-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Snowball Cookies,Amanda Davis,5, 12 ,American,Holidays & Seasons,Christmas,NA,15 minutes,NA,30 minutes,30 minutes,48 cookies,8,"Preheat oven to 325°F and line insulated baking sheets with parchment paper or silicone mats.
In a medium bowl, cream together butter and granulated sugar until creamy. Add vanilla extract beat until incorporated.
With mixer at low speed, beat in flour and finely chopped pecans until dough comes together and all ingredients are incorporated.
Shape dough into 1-inch balls (about a level tablespoon). Place 1-inch apart on prepared baking sheets.
Bake 16-18 minutes or until very lightly browned.
Cool 5 minutes on pan then roll in powdered sugar while cookies are still warm.
Allow to cool completely.
Roll cookies in powdered sugar again when cool.",6,▢ 1 cup unsalted butter softened,▢ ¼ cup granulated sugar,▢ 1 teaspoon vanilla extract,▢ 2 cups all-purpose flour,▢ 2 cups finely chopped pecans,▢ Powdered sugar,NA,NA,NA,NA,NA,Amanda's Cookin,https://amandascookin.com/snowball-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Banana Cookies,Amanda Davis,5, 8 ,American,Desserts,"Cookies, Brownies, & Bars",NA,15 minutes,NA,30 minutes,30 minutes,48 cookies,9,"Preheat oven to 350 F. Line insulated baking sheets with parchment paper or silicone baking mats.
Whisk together flour, baking soda, salt, nutmeg, cinnamon, and banana pudding mix powder. Set aside.
Cream together sugar and shortening. Beat in both extracts, egg, and milk.
Stir in the flour mixture.
Stir in mashed bananas and oats.
Stir in white chocolate chips and pecans.
Use a cookie scoop to portion out cookie balls onto baking sheets, placing them an inch apart. If you don’t have a cookie scoop, measure out a heaping tablespoon for each cookie.
Bake for 12-15 minutes or until lightly browned.
Remove to cooling racks and allow to cool completely.",16,▢ 1 ½ cups all purpose flour,▢ ½ teaspoon baking soda,▢ 1 teaspoon salt,▢ ¼ teaspoon nutmeg,▢ ¾ teaspoon cinnamon,▢ 3.4 oz instant banana cream pudding mix dry mix only,▢ 1 cup granulated sugar,▢ ¾ cup butter flavored shortening,▢ ½ teaspoon banana extract,▢ 1 teaspoon vanilla extract,▢ 1 large egg,Amanda's Cookin,https://amandascookin.com/banana-cookies/,▢ ¼ cup milk,▢ 1 cup mashed banana 2 medium bananas,▢ 1 ¾ cup quick oats old fashioned will work as well,▢ 12 ounce bag of white chocolate chips,▢ ½ cup chopped pecans,NA,NA,NA,NA,NA,NA
Peppermint Cookies,Amanda Davis,5, 21 ,American,Desserts,"Cookies, Brownies, & Bars",NA,12 minutes,NA,27 minutes,27 minutes,28 cookies,12,"In a large mixing bowl or stand mixer beat the butter, cream cheese, sugar, and egg until nice and frothy. About 4 minutes. Add the vanilla and peppermint extract and beat for 1 minute more.
In a small bowl combine the flour, baking powder and baking soda. Mix them around so that all ingredients are well incorporated.
Add the flour mixture to the butter mixture and beat for about 2 minutes.
Wrap dough in plastic wrap and chill for 1 hour. Dough will be a little sticky.
Preheat oven to 350 F and line insulated baking sheets with parchment paper or silicone baking mats.
Portion out dough balls with a cookie scoop or by heaping tablespoons and place 2-inches apart on prepared baking sheets.
Bake 12-14 minutes, edges should be very lightly browned.
Cool on pan ten minutes then move to racks and allow to cool completely.
In a medium-sized bowl (or your stand mixer) combine the butter and cream cheese. Beat for about 2 minutes.
Add the powdered sugar, milk, vanilla extract, peppermint extract, and red food coloring. Mix for 1-2 minutes or until smooth.
When cookies are cool and you are ready to decorate, unwrap the candy canes and place in a zipper plastic bag. Crush with a meat mallet.
Spread 3-4 cookies with frosting and sprinkle with crushed candy canes. Repeat until all cookies are decorated.",17,▢ 1 ½ cups granulated sugar,▢ 1 cup unsalted butter softened,▢ 8 oz cream cheese softened,▢ 1 large egg,▢ ½ teaspoon peppermint extract,▢ 1 teaspoon vanilla extract,▢ ½ teaspoon baking soda,▢ 1 teaspoon baking powder,▢ 3 cups all purpose flour,▢ 3 candy canes regular size,▢ ½ cup unsalted butter softened,Amanda's Cookin,https://amandascookin.com/peppermint-cookies/,▢ 4 oz cream cheese softened,▢ 3 ½ cups powdered sugar,▢ 3 tablespoons milk,▢ ½ teaspoon vanilla extract,▢ ½ teaspoon peppermint extract,▢ 3 drops red food coloring,NA,NA,NA,NA,NA
Peanut Butter Blossoms,Amanda Davis,5, 3 ,American,Desserts,"Cookies, Brownies, & Bars",NA,9 minutes,NA,24 minutes,24 minutes,36 cookies,7,"Preheat oven to 375 degrees F. Line insulated baking sheets with parchment paper or silicone baking mat.
Combine shortening, peanut butter, brown sugar, milk and vanilla in large bowl. Beat with electric mixer at medium speed until well blended. Add egg. Beat just until blended.
Combine flour, salt and baking soda. Add to creamed mixture at low speed. Mix just until blended.
Roll dough into 1-inch balls and roll in granulated sugar.
Place 2 inches apart onto prepared baking sheet. Bake for 8-10 minutes, or until set and lightly brown.
Remove from oven and immediately press a Hershey’s Kiss gently into the center of each cookie. The sides may crack and that’s fine.
Cool 2 minutes on baking sheet. Remove cookies to racks to cool completely.",11,▢ ½ cup shortening or butter flavored shortening,▢ ¾ cup creamy peanut butter,▢ 1 ¼ cups firmly packed light brown sugar,▢ 3 tbsp milk,▢ 1 tsp vanilla,▢ 1 large egg,▢ 1 ¾ cups all purpose flour,▢ ¾ tsp salt,▢ ¾ tsp baking soda,▢ ⅓ cup granulated sugar for rolling,▢ 11 ounce package of Hershey’s Kisses unwrapped,Amanda's Cookin,https://amandascookin.com/peanut-butter-blossoms/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neiman Marcus Cookies,Amanda Davis,5, 6 ,American,Desserts,"Cookies, Brownies, & Bars",NA,10 minutes,NA,20 minutes,20 minutes,56 cookies,10,"Preheat oven to 375 F. Line insulated baking sheets with parchment paper or silicone baking mats.
Measure out old fashioned oats then run through a blender to fine powder.
In a large bowl, combine ground oats with flour, salt, baking powder, and baking soda. Set aside.
In another bowl, cream together softened butter and both sugars until well combined.
Add eggs and vanilla and beat until creamy.
Add half of the flour mixture to the butter mixture and mix until combined. Add remaining flour mixture until combined.
Using a wooden spoon, stir in chocolate chips, grated chocolate bar, and nuts.
Use a cookie scoop or heaping tablespoon to measure out dough. Roll into balls and place on prepared cookie sheets.
Bake for 10 minutes.
Remove from oven and cool on baking sheets for 5 minutes, then transfer to cooling racks to cool completely.",13,▢ 2 ½ cups old fashioned oats,▢ 2 cups all purpose flour,▢ ½ teaspoon salt,▢ 1 teaspoon baking powder,▢ 1 teaspoon baking soda,▢ 1 cup unsalted butter softened,▢ 1 cup granulated sugar,▢ 1 cup light brown sugar packed,▢ 2 large eggs,▢ 1 teaspoon vanilla,▢ 12 oz. semi sweet chocolate chips,Amanda's Cookin,https://amandascookin.com/neiman-marcus-cookies/,"▢ 4 ounce Hershey bar 1/2 regular sized bar, grated",▢ 1 ½ cups chopped nuts pecans or walnuts are great,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hot Cocoa Cookies,Amanda Davis,5, 7 ,American,Desserts,"Cookies, Brownies, & Bars",NA,10 minutes,NA,20 minutes,20 minutes,36 cookies,12,"Preheat oven to 350 F and line insulated baking sheets with parchment paper or silicone baking mats.
Reserve 2 tablespoons of chocolate chips. Chop them into small pieces. Set aside.
In a medium bowl, whisk together flour, hot cocoa mix, baking powder, baking soda, and salt. Set aside.
With a mixer in a large bowl, cream together both sugars and softened butter until creamy.
Add the eggs and vanilla and beat until well combined.
Gradually mix in the flour mixture.
With a wooden spoon, stir in remaining chocolate chips.
Use a cookie scoop or a heaping tablespoon to portion out dough balls, 2 inches apart, on prepared baking sheets.
Bake for 8 minutes. While cookies are baking, cut marshmallows in half.
Remove cookies from oven, and working quickly, gently press halved marshmallow, cut side down, in center of each hot cookie. Bake another 1-2 mins, just to soften, but not brown the marshmallows.
Remove from oven and immediately sprinkle the top of the marshmallow with the reserved chopped chocolate.
If using Kisses, gently press chocolate Kiss into the center of each marshmallow. Allow cookies to cool completely on cookie sheet before removing to wire rack.",13,▢ 2 ½ cup all purpose flour,▢ ¾ cup hot cocoa mix,▢ 1 teaspoon baking powder,▢ 1 teaspoon baking soda,▢ 1 teaspoon table salt,▢ ¾ cup granulated sugar,▢ ¾ cup packed brown sugar,▢ ¾ cup unsalted butter softened,▢ 2 large eggs,▢ 2 teaspoons vanilla,▢ 12 oz bag semisweet chocolate chips separated,Amanda's Cookin,https://amandascookin.com/hot-cocoa-cookies/,▢ 20-25 regular sized marshmallows,▢ 36 Hershey Kisses,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eggnog Cookies,Amanda Davis,5, 13 ,American,Desserts,"Cookies, Brownies, & Bars",NA,15 minutes,NA,30 minutes,30 minutes,36 cookies,15,"In a medium bowl, whisk the flour, baking powder, cinnamon, and nutmeg. Set aside.
In a large bowl with an electric mixer, combine butter and sugar until mixed well.
Add eggnog, vanilla extract, and egg yolks and beat until well combined.
Add the flour mixture and mix until no traces of flour remain.
Place cookie dough onto a sheet of waxed paper. It will be sticky. Form a log and roll in waxed paper. If it’s too sticky, place in fridge for 30 minutes to firm up, then roll into a log. Chill in the freezer for 2 hours.
Preheat oven to 325 F and line insulated baking sheets with parchment paper.
Remove dough log from freezer. Cut into 1/2-inch thick slices and arrange on baking sheet an inch or so apart. If cookies are still frozen, allow to sit out for a few minutes until they are thawed.
Bake for 15 minutes. Remove from oven and allow to rest on pan for 5 minutes. Move to cooling racks to cool completely.
Beat the butter until creamy.
Slowly add 1 cup of the powdered sugar.
Add 4 tablespoons of the eggnog.
Mix in remaining powdered sugar.
You can use the remaining 2 tablespoons of eggnog to get your frosting to the desired consistency. (We used a total of 5 tablespoons of eggnog.)
Frost the cookies.
Dust the frosted cookies with nutmeg using a sifter.",13,▢ 3 cups all purpose flour,▢ 1 teaspoon baking powder,▢ ½ teaspoon ground cinnamon,▢ ½ teaspoon ground nutmeg,▢ 1 ¼ cups granulated sugar,▢ ¾ cup unsalted butter softened,▢ ¾ cup eggnog,▢ 1 teaspoon vanilla extract,▢ 2 large egg yolks,▢ Ground nutmeg for garnish optional,▢ ½ cup unsalted butter softened,Amanda's Cookin,https://amandascookin.com/eggnog-cookies/,▢ 4-6 tablespoons eggnog,▢ 3 cups powdered sugar sifted,NA,NA,NA,NA,NA,NA,NA,NA,NA
