title,author,dateentry,dateupdate,rating,ratingnum,category,cuisine,keyword,preptime,cooktime,customtime,totaltime,yield,maybehasyield,numberofsteps,actualsteps,totalingredients,ingredient1,ingredient2,ingredient3,ingredient4,ingredient5,source,link,ingredient6,ingredient7,ingredient8,ingredient9,ingredient10,ingredient11,ingredient12,ingredient13,ingredient14,ingredient15,ingredient16,ingredient17,ingredient18,ingredient19,ingredient20,ingredient21,ingredient22,ingredient23
Russian Tea Cakes,Shelly,"Posted: Dec 9, 2023","Updated: Mar 22, 2024",5,4,Cookies,NA,NA,10 minutes,10 minutes,NA,20 minutes,48 cookies 1x,NA,7,"Preheat oven to 375°F. Line a baking sheet with parchment paper and set aside.
In the bowl of your stand mixer fitted with the paddle attachment mix together the butter, 1 cup of powdered sugar, salt, and vanilla until smooth, scraping the sides of the bowl as necessary.
Turn the mixer to low and add in the flour mixing until the mixture holds together. Stir in the nuts.
Using a small (1- tablespoon) cookie scoop portion out the dough and roll into 1- inch balls.
Place the balls onto the prepared baking sheet and bake for 10-12 minutes until completely set and lightly browned on the bottom.
Allow the cookies to cool on the baking sheet for 2-3 minutes, until they are cool enough to handle, but still warm.
Place the remaining cup of powdered sugar into a bowl and roll each warm cookie in the powered sugar to coat. Transfer to a wire rack to cool completely.",6,"1 cup butter, room temperature","2 cups powdered sugar, divided",1/4 teaspoon kosher salt,1 teaspoon vanilla extract,2 1/4 cups all purpose flour,Cookies & Cups,https://cookiesandcups.com/russian-tea-cakes/,3/4 cups finely chopped pecans or walnuts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sugar Cookie Bars,Shelly,"Posted: Dec 8, 2023",NA,5,1,Dessert,NA,NA,10 minutes,20 minutes,NA,30 minutes,About 12 Bars 1x,NA,8,"Preheat oven to 350°
Line a jelly roll pan (15x10x1) with aluminum foil and spray lightly with cooking spray.
In your mixer cream butter, cream cheese and sugar together. Add in egg and vanilla and mix until incorporated.
With mixer on low, add in your dry ingredients: flour, baking powder and baking soda.
Mix until just combined.
Press dough evenly into your prepared pan. (dough will be sticky)
Bake for 20 minutes until edges begin to golden.
Cool completely before frosting.",8,1 1/2 cups sugar,"1 cup butter, room temperature","8 oz cream cheese, room temperature",1 egg,2 teaspoons vanilla extract,Cookies & Cups,https://cookiesandcups.com/lofthouse-sugar-cookie-bars/,2 1/2 cups flour,1 teaspoon baking powder,1/2 tsp baking soda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Easy Sugar Cookies Recipe,Shelly,"Posted: Dec 7, 2023","Updated: Nov 6, 2025",4.7,69,Cookies,NA,NA,10 minutes,10 minutes,NA,20 minutes,24 large cookies 1x,NA,8,"Preheat the oven to 350°F. Line a baking sheet with parchment paper and set aside.
In the bowl of your stand mixer fitted with the paddle attachment mix the butter and sugar together on medium speed for 2 minutes until light and fluffy.
Add in the eggs, vanilla, baking powder, and salt and continue mixing until combined and smooth, scraping the sides of bowl as necessary.
Turn the mixer speed to low and add in the flour, mixing until the dough comes together.
Divide the dough into 3 sections and on a floured working surface roll the dough to 1/3 inch thick. Using a cookie cutter, cut out shapes of the dough with your desired cutter(s) and place the cookies on the prepared baking sheet 1½ inches apart. If you are baking in batches, keep the unused dough in the refrigerator until ready to use to prevent dough from getting too warm.
Bake cookies for 8-10 minutes until the edges are lightly golden. Allow the cookies to cool on the baking sheet for 5 minutes and then transfer them to a wire rack to cool completely.
In a bowl, whisk together the powdered sugar, water, and corn syrup until smooth.
Spread or pipe onto cooled cookies. You can use a drop of food coloring to achieve different colors. Allow the icing to set up completely before storing.",10,"2 cups (4 sticks) cold butter, cubed",2 cups granulated sugar,2 eggs,3 teaspoons vanilla,3 teaspoons baking powder,Cookies & Cups,https://cookiesandcups.com/easy-sugar-cookies-recipe/,½ teaspoon kosher salt,6 cups all purpose flour,2 cups powdered sugar,1 1/2 tablespoons water,2 tablespoons light corn syrup,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Magic Bars (7 Layer Bars),Shelly,"Posted: Dec 4, 2023",NA,NA,NA,Dessert,NA,NA,20 minutes,30 minutes,NA,50 minutes,24 bars 1x,NA,5,"Preheat the oven to 350°F. Line a 13×9 baking dish with parchment paper and coat with nonstick spray. Set aside.
Process graham crackers using a food processor to make fine crumbs. In a medium bowl stir together the crumbs, salt, and melted butter until combined. Press the mixture evenly into the bottom of the prepared baking pan.
Top the graham cracker layer evenly with chocolate chips, butterscotch morsels, coconut, and pecans. Pour the sweetened condensed milk over the top.
Bake for 25-30 minutes until golden brown. Remove from the oven and cool completely.
Cut into squares.",8,1 1/2 cups graham cracker crumbs (12 full-size crackers),1/2 teaspoon kosher salt,"1/2 cup butter, melted",1 cup semi-sweet chocolate chips,1 cup butterscotch morsels,Cookies & Cups,https://cookiesandcups.com/magic-bars-7-layer-bars/,1 cup shredded sweetened coconut,3/4 cups chopped pecans,1 (14-ounce) can of sweetened condensed milk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Linzer Cookies,Shelly,"Posted: Dec 2, 2023","Updated: Nov 12, 2024",4.4,16,Cookies,NA,NA,20 minutes,18 minutes,NA,1 hour 38 minutes,40 cookies 1x,NA,12,"In the bowl of your stand mixer fitted with the paddle attachment mix the butter and sugar together on medium speed for 2 minutes. Add in the vanilla and salt and mix until combined.
Turn mixer to low and add in the flour, mixing until just combined.
Remove the dough, flatten it into a disk and wrap in cling wrap. Refrigerate for at least 1 hour.
Line a baking sheet with parchment paper and set aside.
Remove the dough from the refrigerator and let it sit for 10 minutes, to take the chill off.
Dust a clean counter with flour and using a rolling pin, roll the dough out to 1/4- inch thick.
Cut out the dough using a round 2- inch round biscuit cutter or cookie cutter. In half of the rounds, cut out circle (or shape) in the centers. You can use a small cookie cutter, or even the back of a piping tip.
Place the dough on the prepared baking sheet and place baking sheet in the freezer.
Preheat the oven to 350°F. When the oven is preheated, remove the baking sheet from the freezer and bake for 18-20 minutes, or until the edges are lightly golden.
Transfer the cookie to a wire rack to cool completely.
Once cooled, spread about 1 teaspoon of preserves on the bottoms of the solid cookies. Gently press the cut out cookies on top of the preserves.
Dust all the cookies with powdered sugar.",7,"1 1/2 cups butter, room temperature",1 cup granulated sugar,1 teaspoon vanilla extract,1/2 teaspoon kosher salt,3 1/2 cups all purpose flour,Cookies & Cups,https://cookiesandcups.com/linzer-cookies/,3/4 cup raspberry or strawberry preserves,1/2 cup powdered sugar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iced Oatmeal Cookies,Shelly,"Posted: Nov 27, 2023",NA,5,1,Cookies,NA,NA,20 minutes,12 minutes,NA,32 minutes,24 cookies 1x,NA,8,"Preheat the oven to 350°F. Line a baking sheet with parchment paper and set aside.
In the bowl of your stand mixer fitted with the paddle attachment, mix the butter and dark brown sugar together for 2 minutes. Add in the eggs, vanilla, molasses, salt, cinnamon, and baking soda and mix for an additional minute, scraping the sides of the bowl as necessary.
Turn the mixer to low speed, add in the oats and flour, and mix until combined.
Cover the dough and place it into the fridge to chill for 30 minutes.
Using a medium (2 tablespoon) cookie scoop, portion out the dough onto the prepared baking sheet leaving 2 inches in between for spreading. Bake for 10-12 minutes (see note).
Transfer the cookies to a wire rack to cool completely.
Icing: Whisk the powdered sugar, water, and vanilla extract together in a medium bowl until smooth.
Dip the tops of each cooled cookie into the icing and place back on the wire rack to set.",13,"1 cup butter, room temperature",1 3/4 cups dark brown sugar,"2 large eggs, room temperature",1 teaspoon vanilla extract,2 tablespoons molasses,Cookies & Cups,https://cookiesandcups.com/iced-oatmeal-cookies/,1 teaspoon kosher salt,1 1/2 teaspoons ground cinnamon,1/2 teaspoon baking soda,2 1/4 cups quick oats,2 cups all-purpose flour,2 1/2 cups powdered sugar,1/2 teaspoon vanilla extract,4–5 tablespoons water,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
White Chocolate Macadamia Nut Cookies,Shelly,"Posted: Nov 9, 2023","Updated: Mar 23, 2024",5,5,Cookies,NA,NA,20 minutes,10 minutes,NA,30 minutes,30 cookies 1x,NA,9,"In a medium saucepan over medium-low heat, melt butter. Once melted, continue cooking until the butter is an amber color, stirring constantly (or swirling the saucepan) to avoid burning. Remove the pan from the heat and allow the butter to cool for 20 minutes.
Preheat the oven to 350°F. Line a baking sheet with parchment paper and set aside.
In a large bowl stir together the flour, salt, and baking soda. Set aside.
Add in the light brown and granulated sugar into the melted and cooled butter, stirring to combine. Add in the eggs and vanilla extract, mixing until smooth.
Pour the butter mixture into the flour mixture and stir until combined and no streaks of flour remain.
Stir in the white chips and nuts until evenly incorporated.
Using a medium (2 tablespoon) cookie scoop, portion the dough onto the prepared baking sheet 2- inches apart.
Bake for 9-10 minutes, or until the edges are lightly golden.
Transfer to a wire rack to cool completely.",10,"1 cup butter, melted and browned",2 1/3 cups all purpose flour,1 teaspoon kosher salt,1 teaspoon baking soda,1 cup light brown sugar,Cookies & Cups,https://cookiesandcups.com/white-chocolate-macadamia-nut-cookies/,1/4 cup white sugar,2 large eggs,2 teaspoons vanilla extract,1 1/4 cup white chocolate chips,3/4 cup macadamia nuts coarsely chopped,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pecan Pie Bars,Shelly,"Posted: Nov 4, 2023",NA,4.8,40,Pie,NA,NA,15 minutes,30 minutes,NA,45 minutes,30 bars 1x,NA,6,"Preheat oven to 350°F. Line a 9×13 baking dish with foil and set aside.
In the bowl of your stand mixer fitted with the paddle attachment combine the butter and sugar together on medium speed. Turn the mixer to low and add in the flour until combined. Mixture will be dry. 
Press the mixture evenly into the bottom of the prepared pan. Bake for 18-20 minutes until lightly golden.
While the crust is baking make the filling. In a large bowl whisk together the sugar, corn syrup, eggs, and vanilla until smooth. Add in the flour and salt and whisk again until combined. Stir in the pecans.
As soon as the crust is done, pour the pecan mixture on top of the hot crust. Bake for 30-35 minutes or until the center is set.
Cool completely before slicing into bars, or refrigerate airtight until ready to serve.",10,"3/4 cup butter, room temperature",1/3 cup granulated sugar,1 3/4 cups all purpose flour,2/3 cup light brown sugar,1 1/2 cups corn syrup (light or dark),Cookies & Cups,https://cookiesandcups.com/pecan-pie-bars/,4 eggs,1 tablespoon vanilla extract,1/3 cup flour,1 teaspoon kosher salt,1 1/2 cups coarsely chopped pecans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mummy Cookies,Shelly,"Posted: Oct 22, 2023","Updated: Mar 28, 2024",NA,NA,Cookies,NA,NA,30 minutes,10 minutes,NA,40 minutes,24 cookies 1x,NA,13,"To make Mummy Pretzels: Line a baking sheet with parchment, or waxed paper. Set aside.
Melt the white chocolate in a microwave-safe bowl in 20 second increments. stirring in between each, until melted and smooth.
Using a fork, dip each pretzel into white chocolate, tap of excess and place on lined baking sheet or cooling rack. Reserve extra white chocolate for later.
Immediately place candy eyes onto white chocolate.
Place baking sheet in refrigerator for 15 minutes to set white chocolate.
When white chocolate is set, remove pan from refrigerator. Reheat white chocolate in the microwave in 15-second increments until smooth. Place remaining melted white chocolate in a zip top bag, snip off a small corner of the bag, and drizzle stripes across each pretzel like mummy bandages. Place them back in refrigerator to set up.
To make Cookies: Preheat oven to 350°F. Line a baking sheet with parchment paper and set aside.
In bowl of a stand mixer fitted with paddle attachment, mix together butter and both sugars on medium speed for 2 minutes. Add in vanilla, egg, yolk, salt, and baking soda, mixing for another minute until smooth and scraping sides of the bowl as necessary.
Turn mixer to low and slowly add in flour until combined. Stir in chocolate chips.
Using a medium (2-tablespoon sized) cookie scoop, drop dough onto prepared baking sheet, 2-inches apart.
Bake for 8-10 minutes, or until edges are golden.
Transfer cookies to a wire rack. Immediately, while the cookies are still warm press a decorated pretzel into center of each cookie.
Allow cookies to cool completely and pretzel to set up.",12,"24 square pretzels, often called “Snaps”","8 ounces white chocolate or white candy disks, melted",48 candy eyes,"3/4 cup unsalted butter, room temperature",1 cup light brown sugar,Cookies & Cups,https://cookiesandcups.com/paranormal-pretzel-cookies/,1/2 cup granulated sugar ,2 teaspoons vanilla extract,"1 large egg, plus 1 egg yolk",1/2 teaspoon kosher salt,3/4 teaspoon baking soda,"2 cups, plus 2 tablespoons all-purpose flour",2 cups semi-sweet chocolate chips (or Halloween colored chips),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pumpkin Whoopie Pies,Shelly,"Posted: Oct 11, 2023","Updated: Mar 28, 2024",NA,NA,Cookies,NA,NA,30 minutes,6 minutes,NA,36 minutes,16 pies 1x,NA,14,"Preheat oven to 375ºF. Line a baking sheet with parchment paper or a silicone mat.
In the bowl of your stand mixer fitted with the paddle attachment, mix the butter and sugar together on medium speed for 2 minutes. Add the egg and vanilla, and mix until combined, scraping the sides of the bowl as necessary.
In a separate bowl, whisk together the dry ingredients.
With the mixer on low, add 1/3 of the dry ingredients to the bowl with the wet ingredients, followed by 1/3 of the buttermilk. Alternate adding dry ingredients and buttermilk until well incorporated, beginning and ending with the dry ingredients.
Color the batter orange using orange food coloring. You may need to add more or less depending on the type of food coloring you’re using. Mix the batter on low until the color is even, scraping down the sides of the bowl.
Transfer the cookie batter to a piping bag or a Ziploc bag with the corner snipped off.
Pipe the batter in pumpkin shapes (kind of a fat heart shape) on the prepared baking sheet. Leave about 2 inches of space between each cookie.
Bake at 375ºF for about 6 minutes, or until the cookies are set.
Let the cookies cool on baking sheet for 2 minutes, and then transfer to a wire rack to finish cooling.
In the clean bowl of your stand mixer (or hand held mixer) beat together the butter and cream cheese until smooth.
On low speed, add in vanilla and powdered sugar.
Turn the mixer speed up to medium and beat until combined, scraping the sides of the bowl as needed.
Use a piping bag or spatula to spread one half of each cookie with cream cheese filling. Place the second half of each cookie over the filling to create a sandwich.
Decorate as desired.",13,2 cups all purpose flour,2 tablespoons cocoa powder,1/4 teaspoon baking powder,"1/2 cup butter, room temperature",1 cup light brown sugar,Cookies & Cups,https://cookiesandcups.com/pumpkin-shaped-orange-velvet-whoopie-pies/,1 large egg,2 teaspoon vanilla extract,1/2 cup buttermilk,Orange food coloring (gel),"8 ounces cream cheese, room temperature","1/2 cup butter, room temperature",1 teaspoon vanilla extract,2 cups powdered sugar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cake Mix Pumpkin Cookies,Shelly,"Posted: Oct 5, 2023",NA,4.4,15,Cookies,NA,NA,10 minutes,15 minutes,NA,25 minutes,10 cookies 1x,NA,7,"Preheat oven to 350°
Line baking sheet with parchment paper
Mix your pumpkin and cake mix together in a medium bowl until there are no more lumps.
Drop by rounded tablespoon onto prepared baking sheets, about 2 inches apart.
Bake for 13-15 minutes, until edges start to golden.
Remove from oven and allow to cool 5 minutes on your baking sheet. Transfer to wire rack to finish cooling.
Frost if desired.",2,1 (15 oz) can of pumpkin,1 box spice cake mix,NA,NA,NA,Cookies & Cups,https://cookiesandcups.com/2-ingredient-pumpkin-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
